outcome,specification,calendar_block_days,term,coefficient,hac_se,block_wild_low,block_wild_high,n,r_squared,design_condition_number,rank
log_size,capital_and_market,7,log_vol,0.1756721929416566,0.16488490528667915,-0.12722187510239694,0.5134126769095044,1026,0.5913636483592083,556.1846283696987,8
log_size,capital_and_market,7,lag_return_30d,-0.4618155219321516,0.2172356998496533,-0.8425571844250233,-0.0740793945766842,1026,0.5913636483592083,556.1846283696987,8
log_size,capital_and_market,14,intercept,-0.6096816422189715,1.046573263922745,-2.602433999435438,1.630085581071958,1026,0.5913636483592083,556.1846283696987,8
log_size,capital_and_market,14,year_2019,0.27637455299993563,0.1651004066087698,-0.04417231532451607,0.5839593667066877,1026,0.5913636483592083,556.1846283696987,8
log_size,capital_and_market,14,year_2020,-0.10894534898902197,0.21523188559486925,-0.5170184321450028,0.28216724777825963,1026,0.5913636483592083,556.1846283696987,8
log_size,capital_and_market,14,year_2021,-0.9440375374863227,0.33329925771307845,-1.5976616082349595,-0.27673487931236757,1026,0.5913636483592083,556.1846283696987,8
log_size,capital_and_market,14,log_capital,0.5931410493477425,0.04078900680784227,0.505260612719121,0.674063003183278,1026,0.5913636483592083,556.1846283696987,8
log_size,capital_and_market,14,log_price,0.6490061395747864,0.11095746643714044,0.42351601267471617,0.8698722543190767,1026,0.5913636483592083,556.1846283696987,8
log_size,capital_and_market,14,log_vol,0.1756721929416566,0.17095953694051688,-0.16874052191795277,0.5096048789011455,1026,0.5913636483592083,556.1846283696987,8
log_size,capital_and_market,14,lag_return_30d,-0.4618155219321516,0.23675181884597415,-0.9613931541207292,0.057467696500323635,1026,0.5913636483592083,556.1846283696987,8
log_size,capital_and_market,28,intercept,-0.6096816422189715,1.0965572767773537,-2.659557773119007,1.369199728686545,1026,0.5913636483592083,556.1846283696987,8
log_size,capital_and_market,28,year_2019,0.27637455299993563,0.1658902782291618,-0.02348707068024409,0.5585293743908802,1026,0.5913636483592083,556.1846283696987,8
log_size,capital_and_market,28,year_2020,-0.10894534898902197,0.21813800813761486,-0.46970866789761306,0.2856722207897197,1026,0.5913636483592083,556.1846283696987,8
log_size,capital_and_market,28,year_2021,-0.9440375374863227,0.351393543345884,-1.556082650078832,-0.28679637841966815,1026,0.5913636483592083,556.1846283696987,8
log_size,capital_and_market,28,log_capital,0.5931410493477425,0.037947480057316865,0.5198356836885675,0.6698520280490259,1026,0.5913636483592083,556.1846283696987,8
log_size,capital_and_market,28,log_price,0.6490061395747864,0.11198650055188479,0.4382512618710714,0.846696519857257,1026,0.5913636483592083,556.1846283696987,8
log_size,capital_and_market,28,log_vol,0.1756721929416566,0.16874342949614893,-0.1283717944555164,0.5038827771445763,1026,0.5913636483592083,556.1846283696987,8
log_size,capital_and_market,28,lag_return_30d,-0.4618155219321516,0.2532476081849174,-0.9568488790993699,0.042171876752338834,1026,0.5913636483592083,556.1846283696987,8
log_holding_168h,year_only,7,intercept,0.596694686592309,0.06554101381091186,0.4649815504034246,0.7113835544212098,2571,0.27773764453373895,4.862821623687098,4
log_holding_168h,year_only,7,year_2019,1.1458082920749222,0.17058416473329133,0.82786974839995,1.4961175843963663,2571,0.27773764453373895,4.862821623687098,4
log_holding_168h,year_only,7,year_2020,1.5349738262554231,0.18346877081930543,1.1562747219868093,1.87736842054731,2571,0.27773764453373895,4.862821623687098,4
log_holding_168h,year_only,7,year_2021,2.3043776318643374,0.19737313510332086,2.002831112543641,2.684783970919866,2571,0.27773764453373895,4.862821623687098,4
log_holding_168h,year_only,14,intercept,0.596694686592309,0.07997514587606275,0.44953439500328757,0.7385386932541612,2571,0.27773764453373895,4.862821623687098,4
log_holding_168h,year_only,14,year_2019,1.1458082920749222,0.19452036998988675,0.7683224653565994,1.5376920385987367,2571,0.27773764453373895,4.862821623687098,4
log_holding_168h,year_only,14,year_2020,1.5349738262554231,0.20489455200566611,1.1653539415948213,1.9196401902605524,2571,0.27773764453373895,4.862821623687098,4
log_holding_168h,year_only,14,year_2021,2.3043776318643374,0.201123801693388,1.9067203068150953,2.665084091193207,2571,0.27773764453373895,4.862821623687098,4
log_holding_168h,year_only,28,intercept,0.596694686592309,0.10264173205165124,0.3992616809763123,0.7935365145846596,2571,0.27773764453373895,4.862821623687098,4
log_holding_168h,year_only,28,year_2019,1.1458082920749222,0.2263331664557159,0.6784121722375429,1.6201179608639702,2571,0.27773764453373895,4.862821623687098,4
log_holding_168h,year_only,28,year_2020,1.5349738262554231,0.2236177439181366,1.1001904423235582,1.9634302803798511,2571,0.27773764453373895,4.862821623687098,4
log_holding_168h,year_only,28,year_2021,2.3043776318643374,0.2035062369595699,1.970994267730818,2.6380672713828224,2571,0.27773764453373895,4.862821623687098,4
log_holding_168h,market_adjusted,7,intercept,0.9320628437140439,1.551648241884126,-1.94089560565258,3.8109396461186194,2571,0.30291803702845765,291.4221478857781,7
log_holding_168h,market_adjusted,7,year_2019,1.1478837753553963,0.157765304062549,0.8163955882556353,1.4388051730989775,2571,0.30291803702845765,291.4221478857781,7
log_holding_168h,market_adjusted,7,year_2020,1.4743661925510452,0.1943211856177037,1.0908762223444912,1.8109004988531843,2571,0.30291803702845765,291.4221478857781,7
log_holding_168h,market_adjusted,7,year_2021,2.553014185143506,0.3334026447818498,1.9647448709749369,3.2038752982030605,2571,0.30291803702845765,291.4221478857781,7
log_holding_168h,market_adjusted,7,log_price,-0.061216012455456825,0.17521575370398118,-0.38388685874253553,0.2638687943314111,2571,0.30291803702845765,291.4221478857781,7
log_holding_168h,market_adjusted,7,log_vol,-0.7009641278853969,0.13046059460423162,-0.9369522746870477,-0.43796312114226393,2571,0.30291803702845765,291.4221478857781,7
log_holding_168h,market_adjusted,7,lag_return_30d,-0.4087607720590767,0.26604278502174034,-0.9033945078677418,0.08562864367983472,2571,0.30291803702845765,291.4221478857781,7
log_holding_168h,market_adjusted,14,intercept,0.9320628437140439,1.7638491457660455,-2.7176608518163565,4.379079738209202,2571,0.30291803702845765,291.4221478857781,7
log_holding_168h,market_adjusted,14,year_2019,1.1478837753553963,0.18055648879344083,0.7420167587804976,1.5200610197181166,2571,0.30291803702845765,291.4221478857781,7
log_holding_168h,market_adjusted,14,year_2020,1.4743661925510452,0.21214125027634054,1.1014401457026253,1.8840001268314397,2571,0.30291803702845765,291.4221478857781,7
