date,asset,gross_sat,fee_sat,funding_credit_sat
2020-12-12,btc,1208028660,-6685074,-32374664
2020-12-13,btc,4774836233,-30295552,-2836076
2020-12-14,btc,0,0,-1217
2020-12-15,btc,0,0,-632
2020-12-16,btc,165882,-3575572,7222364
2020-12-17,btc,-4397406076,-101704361,65607576
2020-12-18,btc,0,-5417478,113297628
2020-12-19,btc,44514239,-3769023,46105167
2020-12-20,btc,-2587941521,-59529818,112499315
2020-12-21,btc,3894992077,-1927940,35539672
2020-12-22,btc,0,0,-14809541
2020-12-23,btc,518729393,17174755,-146030
2020-12-23,xrp,1455567624,-3034883,0
2020-12-24,btc,0,-10964311,17532444
2020-12-24,xrp,3044904122,-5568338,9613
2020-12-25,btc,0,13840242,77517401
2020-12-25,xrp,0,0,10269
2020-12-26,btc,0,0,122644336
2020-12-26,xrp,0,0,734
2020-12-27,bch,3550000,-352379,0
2020-12-27,btc,-13038951827,-5689528,176813918
2020-12-27,eth,0,-8696073,-15372270
2020-12-27,xrp,122544,1460,-382
2020-12-28,btc,13183840,-9488856,-1030086
2020-12-28,eth,0,0,-220562521
2020-12-29,btc,75719397,-9339929,24576118
2020-12-29,eth,0,0,-109442007
2020-12-29,xrp,157864699,5472270,-44120
2020-12-30,btc,0,0,12190
2020-12-30,eth,1855000000,-9159885,-26467437
2020-12-30,xrp,-123237670,1086700,7421508
2020-12-31,btc,-1028952880,-62607869,47797346
2020-12-31,xrp,0,0,16548087
2021-01-01,btc,0,0,20488611
2021-01-01,xrp,0,0,-1103104
2021-01-02,btc,-3034604584,14424053,6794203
2021-01-02,xrp,0,0,-1944058
2021-01-03,btc,-1946638192,-38624029,88886449
2021-01-03,xrp,0,0,-8693609
2021-01-04,btc,3319191576,-2981763,37310328
2021-01-04,xrp,0,0,-50661255
2021-01-05,btc,3282052154,-18954587,4807001
2021-01-05,eth,-1274969875,-16797995,50394273
2021-01-05,xrp,777632406,-50450,0
2021-01-06,btc,32146525,7825970,150056295
2021-01-07,btc,-1960048448,-11392572,74626490
2021-01-07,xrp,565550746,1668095,0
2021-01-08,btc,0,-890212,168034023
2021-01-09,btc,0,0,82100756
2021-01-10,btc,233759336,-54110015,101019551
2021-01-11,btc,5623057010,-138070899,-61967875
2021-01-11,eos,0,2040627,0
2021-01-11,eth,1375019000,-9434916,71169612
2021-01-12,btc,2086161173,-35959230,116107210
2021-01-12,eos,687902670,-25354,0
2021-01-13,btc,2030223396,-20970539,-13272134
2021-01-14,btc,0,-14083914,146012195
2021-01-15,btc,1502577293,-45118735,199822183
2021-01-16,btc,-689438785,-14898047,-15799015
2021-01-17,btc,-302081863,-16078978,-12957394
2021-01-18,btc,471142320,-2531703,-30571505
2021-01-19,btc,475141344,-1214006,-18883146
2021-01-20,btc,964017,-8291300,33316973
2021-01-21,btc,4467595175,-23089451,23227325
2021-01-22,btc,5534573196,-66830122,873623
2021-01-23,btc,-4014214304,49904077,-298412
2021-01-24,btc,5131394,-4245726,-4616330
2021-01-25,btc,2263616670,-16216106,-9005438
2021-01-26,btc,-5778,-15755178,2933874
2021-01-27,btc,5369399217,11264058,8917147
2021-01-28,btc,-1234177503,-3358075,4691609
2021-01-29,btc,4189592070,-56122240,-50758126
2021-01-30,btc,0,-2729986,5830818
2021-01-31,btc,1317940944,1162817,14890031
2021-02-01,btc,0,7130863,19281302
2021-02-01,xrp,1598584086,-8759152,0
2021-02-02,btc,0,-14233600,72895346
2021-02-03,btc,-1736750132,4324231,135095407
2021-02-04,btc,-5924557580,-28533909,103388209
2021-02-04,xrp,0,-2592225,14045982
2021-02-05,btc,0,-2949410,91918653
2021-02-05,xrp,0,0,53694614
2021-02-06,btc,-902793156,6092121,238620080
2021-02-06,xrp,0,0,13470984
2021-02-07,btc,-1157169615,-50646556,132849070
2021-02-07,xrp,0,0,3117482
2021-02-08,btc,-6515620074,-57745191,35298956
2021-02-08,xrp,0,0,3100196
2021-02-09,btc,-2184460415,-5202950,282446620
2021-02-09,xrp,-133974156,-722828,0
2021-02-10,btc,306337706,-13365686,46954494
2021-02-11,btc,314402347,-2827482,226
2021-02-12,btc,-889332041,-24185315,21494661
2021-02-13,btc,0,-2666228,117705007
2021-02-14,btc,-2240219057,-24261053,2505805
2021-02-15,btc,-123329759,-23706964,151691293
2021-02-16,btc,-2788473123,9884502,5897472
2021-02-17,btc,500480000,-1756246,-24641158
2021-02-17,eth,0,-4287460,0
2021-02-18,btc,0,0,-8718
2021-02-18,eth,-57673537,-4144791,234447145
2021-02-19,btc,1006934051,-35924080,26050702
2021-02-19,eth,-40783188,-977592,155885669
2021-02-20,btc,0,-8083695,7942257
2021-02-20,eth,0,0,205843320
2021-02-21,btc,0,0,59538232
2021-02-21,eth,-202694383,-1669056,52116395
2021-02-22,btc,2335819351,-14558735,164411959
2021-02-22,eth,764285403,873439,24569924
2021-02-23,btc,5171565343,6048893,6720142
2021-02-24,btc,803061776,-585870,19936479
2021-02-25,btc,1070126858,-52994757,15904567
2021-02-25,eth,684801125,-14764418,0
2021-02-26,btc,2927707117,-22756119,21437911
2021-02-26,eth,1261123815,-21749737,-3123574
2021-02-27,btc,-903131513,-15358975,-4840419
2021-02-27,eth,0,0,-150407011
2021-02-28,btc,0,0,-6692240
2021-02-28,eth,0,0,-108137628
2021-03-01,btc,644892386,4187604,-4245283
2021-03-01,eth,516930713,55929,-60335147
2021-03-02,btc,0,0,703
2021-03-02,eth,0,0,-75070672
2021-03-03,btc,263318091,-10604483,12883866
2021-03-03,eth,2881894737,-665315,-22531373
2021-03-04,btc,0,0,34942619
2021-03-05,btc,0,0,21857993
2021-03-06,btc,589095735,3857424,19628990
2021-03-07,btc,0,0,23758525
2021-03-08,btc,61446965,2052587,68527114
2021-03-09,btc,0,0,131448277
2021-03-10,btc,-1057063799,8532495,42460614
2021-03-11,btc,-966221033,-4581156,154091421
2021-03-12,btc,-1314593165,1492630,178159947
2021-03-13,btc,-6222187090,-19563942,19278210
2021-03-14,btc,0,-4088677,60846503
2021-03-15,btc,4315623,-3462764,27045874
2021-03-16,btc,2452541277,1873034,9135622
2021-03-17,btc,0,6754872,14265530
2021-03-18,btc,0,10383976,127221549
2021-03-19,btc,0,0,54023159
2021-03-20,btc,-2994444195,-37499969,16256545
2021-03-21,btc,1396191134,9405842,67438085
2021-03-22,btc,0,0,18771405
2021-03-23,btc,1146888415,-4580759,14563480
2021-03-24,btc,3903457044,-4165431,19913489
2021-03-25,btc,2063713266,1335613,10590786
2021-03-26,btc,0,0,1552
2021-03-27,btc,0,25718481,23571119
2021-03-28,btc,0,0,43180987
2021-03-29,btc,64078705,3013887,83181493
2021-03-30,btc,-562543701,4792507,208294625
2021-03-31,btc,0,0,223393511
2021-04-01,btc,0,0,280799663
2021-04-02,btc,0,0,284102688
2021-04-03,btc,-1051634043,9256196,140707885
2021-04-04,btc,-442740002,14111950,45019700
2021-04-05,btc,0,0,61966892
2021-04-06,btc,0,0,341203967
2021-04-07,btc,0,0,52850811
2021-04-08,btc,-81069417,19351990,24365889
2021-04-09,btc,-896637547,5047946,35686046
2021-04-10,btc,-2174979773,5629593,13163041
2021-04-11,btc,0,0,3417129
2021-04-12,btc,0,0,4096956
2021-04-13,btc,0,0,3816251
2021-04-14,btc,0,0,3281597
2021-04-15,btc,0,0,1573307
2021-04-16,btc,0,-4161642,9243631
2021-04-17,btc,0,0,24440083
2021-04-18,btc,9073908595,-4082449,643950
2021-04-19,btc,963456220,-11273606,29020590
2021-04-20,btc,2428067221,5837323,7241220
2021-04-21,btc,-466456016,15694002,9391230
2021-04-22,btc,2383657031,-5493360,22381190
2021-04-22,eth,0,-13558316,0
2021-04-23,btc,2694839824,-24834626,13951995
2021-04-23,eth,-3610361710,3324591,-126934943
2021-04-24,btc,2243917416,17784652,-541529
2021-04-24,eth,0,-3310522,-82149401
2021-04-25,btc,0,0,-12107680
2021-04-25,eth,0,163883,-109945067
2021-04-26,btc,-3253892613,24845557,44963112
2021-04-26,eth,2859314600,-4125880,0
2021-04-27,btc,0,12606294,12553230
2021-04-28,btc,0,0,14617374
2021-04-29,btc,0,0,14237076
2021-04-30,bch,0,-1606617,0
2021-04-30,btc,-281311455,4406857,9184522
2021-04-30,eth,0,4212946,0
2021-04-30,link,0,-1692301,0
2021-04-30,xrp,0,-782222,0
2021-05-01,bch,0,-1138550,55643441
2021-05-01,btc,0,12911576,16694169
2021-05-01,eth,0,2173813,84281993
2021-05-01,link,0,97253,80854012
2021-05-01,ltc,0,-2402205,45239168
2021-05-01,xrp,0,-1594298,10325375
2021-05-02,bch,0,0,12060874
2021-05-02,btc,-182883006,4397263,21113372
2021-05-02,eth,0,0,49724727
2021-05-02,link,0,0,54186514
2021-05-02,ltc,0,0,15016982
2021-05-02,xrp,0,0,70912888
2021-05-03,bch,0,0,60903257
2021-05-03,btc,0,-455631,39650376
2021-05-03,dot,-2164,-1849859,18778305
2021-05-03,eth,0,0,102446793
2021-05-03,link,0,0,68050728
2021-05-03,ltc,0,-90260,37001683
2021-05-03,xrp,0,0,167099286
2021-05-04,bch,0,0,51094404
2021-05-04,btc,2403538667,-21223137,9495397
2021-05-04,dot,0,0,29174434
2021-05-04,eth,-1727008885,-2080154,53919858
2021-05-04,link,0,0,49921756
2021-05-04,ltc,0,0,26539173
2021-05-04,xrp,1386599328,262997,82349932
2021-05-05,bch,-2104529153,-1430095,63586304
2021-05-05,btc,-263733777,11354051,6460090
2021-05-05,dot,0,0,20146479
2021-05-05,eth,-4071927255,-284267,43540407
2021-05-05,link,0,0,59677839
2021-05-05,ltc,0,0,12187664
2021-05-05,xrp,0,0,61264461
2021-05-06,bch,-4269054089,-3466508,18565614
2021-05-06,btc,-822998029,12301676,6377144
2021-05-06,dot,0,0,26806313
2021-05-06,link,0,0,77413614
2021-05-06,ltc,0,0,79225486
2021-05-06,xrp,-483095995,-1693320,44865314
2021-05-07,bch,0,0,15980884
2021-05-07,btc,0,0,-703
2021-05-07,dot,0,0,28126228
2021-05-07,link,0,0,82783230
2021-05-07,ltc,0,0,63698650
2021-05-07,xrp,0,0,31996239
2021-05-08,bch,0,0,17057664
2021-05-08,btc,0,4904097,-12015729
2021-05-08,dot,0,0,14506299
2021-05-08,link,-1672052600,-1684702,49677464
2021-05-08,ltc,0,0,26742589
2021-05-08,xrp,0,0,32516765
2021-05-09,bch,0,0,16763042
2021-05-09,btc,0,0,-23752105
2021-05-09,dot,0,0,14068798
2021-05-09,link,0,0,24457239
2021-05-09,ltc,0,0,66516975
2021-05-09,xrp,0,0,25364869
2021-05-10,ada,-930080,53084,0
2021-05-10,bch,0,-844643,15952660
2021-05-10,btc,-4972832933,27807343,-59654149
2021-05-10,dot,0,-1773499,12410169
2021-05-10,link,-223789001,-1988046,23685909
2021-05-10,ltc,-2810836164,-1115943,39737713
2021-05-10,xrp,1678036,-3141509,23567416
2021-05-11,bch,-584673939,-904113,19995916
2021-05-11,btc,0,0,-14932439
2021-05-11,dot,0,0,21804474
2021-05-11,link,-810860876,-1846561,15747496
2021-05-11,ltc,-283941075,-353531,11991345
2021-05-11,xrp,0,0,35830142
2021-05-12,bch,-1079917829,-1409699,1954453
2021-05-12,btc,-2401436352,24354707,-19464607
2021-05-12,dot,-279547967,-1584940,9222273
2021-05-12,eth,789841813,-7262142,0
2021-05-12,link,-31992566,-598713,23736491
2021-05-12,ltc,-83895917,-799588,38769293
2021-05-12,xrp,-224268186,-2555373,40723346
2021-05-13,btc,-2234713201,-25651596,-2065985
2021-05-13,dot,-220476730,-1726677,2723651
2021-05-13,eth,3171403973,-36938055,105790675
2021-05-13,link,26017676,-132264,13641345
2021-05-13,ltc,36533573,237538,12945620
2021-05-13,xrp,1103186121,-1758390,17421105
2021-05-14,btc,0,0,6248171
2021-05-14,dot,0,0,4199803
2021-05-14,eth,0,0,171355217
2021-05-14,link,0,0,17082237
2021-05-14,ltc,0,0,6637411
2021-05-14,xrp,0,0,20675555
2021-05-15,btc,0,0,6387713
2021-05-15,dot,0,0,16896796
2021-05-15,eth,-688583060,-3858970,50758889
2021-05-15,link,0,0,20957877
2021-05-15,ltc,0,0,13877140
2021-05-15,xrp,0,0,17119401
2021-05-16,btc,1958040117,-4822112,4277668
2021-05-16,dot,-560731769,-1480809,13799035
2021-05-16,eth,885528494,-627505,35806673
2021-05-16,link,255498892,-1285006,11244408
2021-05-16,ltc,156340877,-568441,15530522
2021-05-16,xrp,37391626,-805899,21110626
2021-05-17,btc,5614122240,-17120044,1320
2021-05-17,eth,3174770055,-14020926,3025619
2021-05-17,link,16670415,189872,-1391272
2021-05-17,ltc,142808002,-420154,4357490
2021-05-18,btc,1650989563,10368797,10630161
2021-05-18,eth,0,-2642587,22206011
2021-05-19,btc,-16786298916,-130598391,-7050735
2021-05-19,eth,-15045913825,-40090231,-193568285
2021-05-20,btc,5908841376,-76335741,-288448
2021-05-20,eth,-1263084840,-63931794,290449060
2021-05-21,btc,1944101579,-7463928,-22811809
2021-05-21,eth,10335105095,-33386618,46661228
2021-05-22,btc,0,0,13982152
2021-05-22,eth,224755642,-11655891,-394116757
2021-05-23,btc,-459946191,-6393847,1697980
2021-05-23,eth,1840067504,-30120933,-311627823
2021-05-24,btc,0,-10563837,-6768617
2021-05-24,eth,11236073759,-38872695,-160591827
2021-05-25,btc,2300128144,-3556986,5208141
2021-05-25,eth,-526139930,-42190486,-43035813
2021-05-26,btc,0,0,-13832245
2021-05-26,eth,7079968869,-6359458,-373146802
2021-05-27,btc,1922277120,6433331,10634277
2021-05-27,eth,0,0,-68337791
2021-05-28,btc,794437953,-11700961,10280131
2021-05-28,eth,3006583031,-22565532,-32296499
2021-05-29,btc,1648403445,-27021069,-1752253
2021-05-29,eth,0,2349797,-96582766
2021-05-30,btc,345461385,2327273,-19194642
2021-05-30,eth,1477802721,-14575757,-122613293
2021-05-31,btc,2572804000,-44425715,-17032454
2021-05-31,eth,2644176084,-8793966,-61410475
2021-06-01,btc,2920799689,-12171176,-1198441
2021-06-01,eth,628037610,-20120982,-46793195
2021-06-02,btc,-916842757,-3096246,-8746349
2021-06-02,eth,0,-15566428,-303506873
2021-06-03,ada,1859710,-1332588,0
2021-06-03,bnb,0,-2270981,11873458
2021-06-03,btc,0,15950937,-59515392
2021-06-03,doge,0,223565,41643904
2021-06-03,dot,0,-676324,9841549
2021-06-03,eth,7224005190,-16559982,-237712777
2021-06-03,ltc,0,-965437,10562093
2021-06-03,xrp,0,-502730,19164229
2021-06-04,bnb,0,0,10832612
2021-06-04,btc,8948845210,-37307462,-83823912
2021-06-04,doge,0,0,30125914
2021-06-04,dot,0,0,4072011
2021-06-04,eth,1875976969,-22412944,20825643
2021-06-04,ltc,0,0,23820174
2021-06-04,xrp,0,0,16917116
2021-06-05,bnb,0,0,4371225
2021-06-05,btc,-566871131,-11367128,-202470623
2021-06-05,doge,0,0,11255530
2021-06-05,dot,0,0,3247581
2021-06-05,eth,-1092792957,-23853565,18505872
2021-06-05,ltc,0,0,4609814
2021-06-05,xrp,0,0,7160089
2021-06-06,bnb,0,0,27400614
2021-06-06,btc,15394633,1044121,-118392329
2021-06-06,doge,0,0,10316640
2021-06-06,dot,0,0,3170539
2021-06-06,eth,0,0,72517176
2021-06-06,ltc,0,0,3753835
2021-06-06,xrp,0,0,13696013
2021-06-07,bnb,0,0,3456671
2021-06-07,btc,6731397951,-17554436,-43562853
2021-06-07,doge,0,0,30477299
2021-06-07,dot,0,0,3254041
2021-06-07,eth,478674577,-7002464,220204182
2021-06-07,ltc,0,0,7675224
2021-06-07,xrp,0,0,20541682
2021-06-08,bnb,0,0,2867811
2021-06-08,btc,10661374642,-70620054,-45236238
2021-06-08,doge,1735922620,-829769,6948068
2021-06-08,dot,751725728,-470136,2633174
2021-06-08,eth,7405254743,-40294726,-323108
2021-06-08,ltc,0,0,4669361
2021-06-08,xrp,0,0,5647907
2021-06-09,bnb,0,0,6500927
2021-06-09,btc,-4403380739,-38092682,-96336182
2021-06-09,doge,0,-851465,14543297
2021-06-09,dot,0,0,2236161
2021-06-09,eth,1944815014,-33415027,41030772
2021-06-09,ltc,0,0,3466191
2021-06-09,xrp,0,0,3677448
2021-06-10,bnb,1473519636,-1799012,4482550
2021-06-10,btc,-11938328888,-18098632,-50253939
2021-06-10,doge,1015796467,-1417241,5084714
2021-06-10,dot,1671928812,-1780358,5567021
2021-06-10,eth,-258845481,-9653368,16751461
2021-06-10,ltc,1872328650,-2295179,1998286
2021-06-10,xrp,2473511938,-2885783,9557483
2021-06-11,bnb,365448843,-470570,0
2021-06-11,btc,-139423682,6811760,-26052752
2021-06-11,eth,0,-1511055,-12344450
2021-06-12,btc,1910918911,12098970,42124995
2021-06-12,eth,0,-2394218,-66483691
2021-06-13,btc,7325369552,17748804,29455347
2021-06-13,eth,0,0,-34571524
2021-06-14,btc,0,-14988458,26609732
2021-06-14,eth,2081631185,-12962455,-11212744
2021-06-15,btc,0,0,-45446499
2021-06-15,eth,0,-471726,21864663
2021-06-16,btc,1033895254,2081743,-80714968
2021-06-16,eth,0,0,21022630
2021-06-17,btc,2871945945,14176107,-147975748
2021-06-17,eth,2369138131,-3058780,18012248
2021-06-18,btc,5968873423,-5793840,-9294007
2021-06-18,eth,4520559039,-5067667,2366445
2021-06-19,btc,0,3800886,73153687
2021-06-20,btc,-5647392006,30203711,-275896
2021-06-21,btc,-1564240979,-53696325,-6978324
2021-06-21,doge,0,-490354,0
2021-06-21,eth,7331759584,-57404596,1132378
2021-06-22,btc,954663430,-75380406,-44588685
2021-06-22,doge,553978769,-598694,0
2021-06-22,eth,1213179026,-50822332,26664224
2021-06-22,xrp,0,-3058425,1793721
2021-06-23,btc,-6982428179,8921972,-34237752
2021-06-23,eth,-806230722,-7914617,33792060
2021-06-23,xrp,-801708276,-3259291,2274736
2021-06-24,btc,0,-6817328,5545151
2021-06-24,eth,-98863583,-10758684,-77162380
2021-06-25,btc,0,-479489,-2247212
2021-06-25,eth,13992024794,0,-50736763
2021-06-26,btc,-8136975775,-15378034,-15630922
2021-06-26,eth,-1544979290,-18247041,34532825
2021-06-27,btc,0,-607386,-49892582
2021-06-27,eth,0,-6238659,27538334
2021-06-28,btc,-4309341422,2022622,-15691358
2021-06-28,eth,0,-1287843,21144402
2021-06-29,btc,0,0,-15840
2021-06-29,eth,0,0,58436434
2021-06-30,btc,876784368,-3112189,1928
2021-06-30,eth,-8963641913,-14313499,67177445
2021-07-01,btc,2449708107,17109578,-5527107
2021-07-01,eth,-2811132543,-13645603,258784779
2021-07-02,btc,0,0,574706
2021-07-02,eth,-1773108344,-11382222,2073366
2021-07-03,btc,-225391123,26782428,-1654934
2021-07-04,btc,503675614,4578699,-2927504
2021-07-04,eth,0,-10866297,69279509
2021-07-05,btc,-217007709,-7648171,-5881196
2021-07-05,eth,0,-3229626,29967138
2021-07-06,btc,0,0,-13800220
2021-07-06,eth,0,0,39253327
2021-07-07,btc,0,4645039,-8156625
2021-07-07,eth,0,0,113400814
2021-07-08,btc,2238815430,983145,5280664
2021-07-08,eth,4915226445,-12893449,20280394
2021-07-09,btc,37367524,7912030,-9044563
2021-07-09,eth,2275156125,-182251,0
2021-07-10,btc,0,20293120,-29004704
2021-07-11,btc,0,0,-8098873
2021-07-12,btc,-1813763740,51266074,-29075187
2021-07-13,btc,244026211,12561579,-50923583
2021-07-14,btc,341374962,-20472,-58496349
2021-07-15,btc,1354518765,6622018,3248492
2021-07-16,btc,0,0,-19703800
2021-07-17,btc,0,0,-18567925
2021-07-18,btc,706957774,170927,10880000
2021-07-19,btc,0,0,-15640857
2021-07-20,btc,0,0,-8133926
2021-07-21,btc,1184237357,8864033,-1676979
2021-07-22,btc,1146323559,7516569,-6260405
2021-07-23,btc,0,269110,-2310669
2021-07-24,btc,0,0,5192265
2021-07-25,btc,2421831310,-7183839,20646549
2021-07-26,btc,3677642112,-13828786,8484308
2021-07-26,eth,0,-324602,59284761
2021-07-27,btc,-546167124,15125952,-52257123
2021-07-27,eth,2287258726,-8149416,-17239476
2021-07-28,btc,-755042283,10842480,45694269
2021-07-28,eth,0,0,42122392
2021-07-29,btc,0,0,9165401
2021-07-29,eth,0,0,72147149
2021-07-30,btc,1183368002,-2578609,-9501416
2021-07-30,eth,0,0,78871074
2021-07-31,btc,0,0,838959
2021-07-31,eth,0,0,35691349
2021-08-01,btc,0,2367112,8135800
2021-08-01,eth,0,2863990,26268513
2021-08-02,btc,581966985,32097822,-15067692
2021-08-02,eth,0,2291837,46561153
2021-08-02,xrp,0,-3171916,2990480
2021-08-03,btc,424490,19310285,-12034295
2021-08-03,eth,-2805810751,757166,7609292
2021-08-03,xrp,1015252722,-2152390,1451470
2021-08-04,btc,839843907,-75583,-28769733
2021-08-05,btc,3813508816,-24837856,-11144857
2021-08-06,btc,2746427833,9512861,-8827362
2021-08-07,btc,663255499,20536842,-3804882
2021-08-07,eth,1492202663,-6180086,67864868
2021-08-08,btc,-635859136,12900657,25484803
2021-08-08,eth,3605101455,-8934341,96236386
2021-08-09,btc,6973503760,33879478,32479323
2021-08-09,eth,2854834959,-13636656,312837863
2021-08-10,btc,397821882,26077988,39929099
2021-08-10,eth,-522182199,-6098976,216806247
2021-08-11,btc,7087730400,4699306,11830942
2021-08-11,eth,0,0,117081753
2021-08-12,btc,3805924026,21088415,13154985
2021-08-12,eth,-83507023,-4010350,54147798
2021-08-13,btc,293041724,15901976,18023393
2021-08-13,eth,0,-1177102,113051975
2021-08-14,btc,4904224143,-6214388,37278698
2021-08-14,eth,0,0,362125264
2021-08-15,btc,3930116,818023,-13090835
2021-08-15,eth,0,0,48135664
2021-08-16,btc,0,0,13650484
2021-08-16,eth,0,0,245589507
2021-08-17,btc,3362596403,36576862,-9943306
2021-08-17,eth,1591860475,2483380,52718342
2021-08-18,btc,979125089,-2697271,7430144
2021-08-18,eth,2552267845,-16763763,79659071
2021-08-19,btc,0,-491003,-18205251
2021-08-19,eth,910056750,-2992124,0
2021-08-20,btc,4815836975,298682,-24182237
2021-08-21,btc,0,0,-24591425
2021-08-22,btc,297431259,3995954,-26597223
2021-08-23,btc,1325774027,363912,-27976260
2021-08-24,btc,80882574,3964282,-34756646
2021-08-24,eth,591100305,-5311556,142410
2021-08-25,btc,1955054009,-8161360,-8264008
2021-08-25,eth,0,-7208696,8210696
2021-08-26,btc,450689527,-3611635,-31691723
2021-08-26,eth,4007434345,-10559389,9462675
2021-08-27,btc,213800498,398816,-40022560
2021-08-27,eth,0,-3745473,0
2021-08-28,btc,0,0,-27081126
2021-08-28,eth,0,-61412,169791634
2021-08-29,btc,0,-300456,-28931310
2021-08-29,eth,603320790,-3100534,36041431
2021-08-30,btc,0,0,-35602219
2021-08-30,eth,360826580,-1352767,0
2021-08-31,btc,-324529989,-710645,-29512940
2021-09-01,btc,0,1508703,-25185680
2021-09-02,btc,0,2924068,-41709006
2021-09-02,eth,0,-5202847,-193923059
2021-09-03,btc,766057141,749314,-53076029
2021-09-03,eth,2021546812,-3660924,-222821840
2021-09-04,btc,0,0,-66151139
2021-09-04,eth,0,0,-142781674
2021-09-05,btc,0,0,-42181148
2021-09-05,eth,0,0,-97482550
2021-09-06,btc,20934787663,2135949,-35473500
2021-09-06,eth,0,0,-164977457
2021-09-07,btc,-2406753420,-22121917,-3028608
2021-09-07,eth,-2666257922,-13285492,-47361332
2021-09-08,btc,0,934036,45456989
2021-09-08,eth,0,216486,-135569365
2021-09-09,btc,-898747681,-541760,-19603107
2021-09-09,eth,0,0,-205576348
2021-09-10,btc,-1392979170,5533496,-14904126
2021-09-10,eth,0,0,-162523018
2021-09-11,btc,0,0,-12973218
2021-09-11,eth,0,0,-99824782
2021-09-12,btc,0,1201053,-29495301
2021-09-12,eth,42912779,-244325,-109304652
2021-09-13,btc,0,-541480,-7956966
2021-09-13,eth,0,0,-47464946
2021-09-14,btc,2187551066,1846891,-2360608
2021-09-14,eth,0,0,-44788977
2021-09-15,btc,1649880578,-3859426,-15491595
2021-09-15,eth,495005856,-3252724,-49951205
2021-09-16,btc,523437340,930005,-42091138
2021-09-16,eth,0,-2565565,21463222
2021-09-17,btc,866759822,1008057,28057271
2021-09-17,eth,1370369774,-1088826,54562297
2021-09-18,btc,0,-266284,-11664229
2021-09-18,doge,0,217654,8261139
2021-09-18,eth,0,-1723714,24158359
2021-09-18,ltc,0,-407506,2225711
2021-09-18,xrp,0,-281214,4604365
2021-09-19,btc,0,0,-14206728
2021-09-19,doge,0,-66819,2919120
2021-09-19,eth,0,0,24428030
2021-09-19,ltc,0,-60417,2125420
2021-09-19,xrp,0,83350,5102960
2021-09-20,btc,5560347387,8401892,-26729021
2021-09-20,doge,0,0,4835893
2021-09-20,eth,12365558656,-7471856,13820909
2021-09-20,ltc,0,0,2428440
2021-09-20,xrp,0,0,2154050
2021-09-21,btc,2710070735,-720957,10465003
2021-09-21,doge,412906660,-155427,8797582
2021-09-21,eth,793727902,-9680934,21739277
2021-09-21,ltc,479056738,-231619,2101413
2021-09-21,xrp,1324287829,-445392,4193401
2021-09-22,btc,768767938,1392043,-62805474
2021-09-22,doge,0,100889,15466254
2021-09-22,eth,2275915309,-9232784,-51046089
2021-09-22,ltc,0,-358454,2583942
2021-09-22,xrp,0,-808289,19271923
2021-09-23,btc,0,0,-156809360
2021-09-23,doge,0,0,4505201
2021-09-23,eth,0,0,10457685
2021-09-23,ltc,0,0,3870383
2021-09-23,xrp,0,0,6448235
2021-09-24,btc,2997993943,-5702526,-18275782
2021-09-24,doge,0,0,2796115
2021-09-24,eth,4099314930,-11997239,17692649
2021-09-24,ltc,0,0,3664170
2021-09-24,xrp,0,0,4215243
2021-09-25,btc,0,0,-90236094
2021-09-25,doge,0,0,2770724
2021-09-25,eth,67760236,-229480,12060749
2021-09-25,ltc,0,0,3670818
2021-09-25,xrp,0,0,6099699
2021-09-26,btc,2519031655,-3127168,-14723844
2021-09-26,doge,1336038241,-541394,905457
2021-09-26,eth,3509833827,-11778174,-7250391
2021-09-26,ltc,1567130728,-744915,1190425
2021-09-26,xrp,1910376813,-1383538,2000358
2021-09-27,btc,1474275168,1090888,1936221
2021-09-27,eth,1537022876,-1290586,-3669224
2021-09-28,btc,0,0,-1554335
2021-09-29,btc,0,511054,-16552008
2021-09-29,eth,0,-3322808,33134320
2021-09-29,xrp,0,-583714,4741338
2021-09-30,btc,0,0,-2179080
2021-09-30,eth,0,0,147751998
2021-09-30,xrp,0,0,15384544
2021-10-01,btc,0,0,11670781
2021-10-01,eth,0,0,77442283
2021-10-01,xrp,0,0,17809861
2021-10-02,btc,0,0,18819855
2021-10-02,eth,0,0,20069340
2021-10-02,xrp,0,0,10555997
2021-10-03,btc,0,0,17222456
2021-10-03,eth,0,0,20582980
2021-10-03,xrp,0,0,12954157
2021-10-04,btc,0,0,18702809
2021-10-04,eth,0,0,20135940
2021-10-04,xrp,0,0,10924700
2021-10-05,btc,0,0,17960832
2021-10-05,eth,0,0,23095750
2021-10-05,xrp,0,0,13438888
2021-10-06,btc,0,0,11408841
2021-10-06,eth,0,-4125971,47904651
2021-10-06,xrp,0,-1019405,17124428
2021-10-07,btc,0,0,16554880
2021-10-07,eth,0,0,54684294
2021-10-07,xrp,0,0,7941804
2021-10-08,btc,0,0,16491945
2021-10-08,eth,0,0,124115046
2021-10-08,xrp,0,0,24111484
2021-10-09,btc,0,0,16462683
2021-10-09,eth,0,0,58694086
2021-10-09,xrp,0,0,64150014
2021-10-10,btc,0,0,16298460
2021-10-10,eth,0,0,38121495
2021-10-10,xrp,0,0,49097810
2021-10-11,btc,0,0,15848796
2021-10-11,eth,0,0,57346607
2021-10-11,xrp,0,0,40846805
2021-10-12,btc,-4278924656,2365834,31957199
2021-10-12,eth,-997916340,-227384,72762933
2021-10-12,xrp,0,0,29122801
