time,CapMrktCurUSD,PriceUSD,SplyCur
2018-07-12,105609244489.61111,6159.46667621274,17145842.33363316
2018-07-13,106469386228.2422,6208.98557188779,17147629.83349486
2018-07-14,107270752475.55956,6255.11247866744,17149292.33349486
2018-07-15,108867474201.12538,6347.60427381648,17150954.83349486
2018-07-16,115106821467.19034,6710.80743746347,17152454.83346756
2018-07-17,125580721821.32156,7320.59482787843,17154442.33344026
2018-07-18,126547867223.51788,7376.03833927528,17156617.33341148
2018-07-19,128125010853.07112,7467.0342980713,17158754.83338348
2018-07-20,125740705992.6491,7327.25668293396,17160679.83335618
2018-07-21,127183034589.34172,7410.56562039743,17162392.33335618
2018-07-22,127009676954.65717,7399.48374693162,17164667.33335618
2018-07-23,132461306959.85504,7716.15862741087,17166742.33332888
2018-07-24,144176409303.4392,8397.61652162478,17168729.83330082
2018-07-25,140848438885.07907,8202.72039538282,17170942.3332728
2018-07-26,135905971504.21307,7913.93077819989,17173004.8332728
2018-07-27,140385333661.0855,8173.7746113384,17175092.33327127
2018-07-28,140685035244.0186,8190.36005669199,17176904.83327054
2018-07-29,141376644218.03387,8229.60583869083,17179029.83316199
2018-07-30,140397962724.8378,8171.83951928697,17180704.83316199
2018-07-31,132737425419.3308,7725.13303594389,17182542.33315121
2018-08-01,130544828991.5115,7596.6980119813,17184417.33311234
2018-08-02,129631238285.9974,7542.69466189363,17186329.83261354
2018-08-03,127389185324.80109,7411.34425014611,17188404.83253624
2018-08-04,120372201905.84554,7002.2086528346,17190604.83253624
2018-08-05,120891309546.94946,7031.58775102279,17192604.83229624
2018-08-06,119155942795.52562,6929.99089421391,17194242.33226815
2018-08-07,115602331537.64192,6722.57843278784,17196129.83224085
2018-08-08,107787129090.23807,6267.3886735827,17198092.33222845
2018-08-09,112798970602.05664,6558.09690794857,17199954.83222299
2018-08-10,105548153481.91736,6135.75185856224,17202154.83203226
2018-08-11,108623509949.61084,6313.74931180596,17204279.83203226
2018-08-12,108651957013.71867,6314.69165575687,17206217.33203152
2018-08-13,107823291676.77013,6265.84804383402,17208092.33203076
2018-08-14,106439624172.66588,6184.82908562244,17209792.33203076
2018-08-15,107921713369.36864,6270.21479865576,17211804.83202991
2018-08-16,108287593315.59192,6290.7504552893,17213779.83202991
2018-08-17,112987854531.1153,6563.07828872005,17215679.83202445
2018-08-18,110180882411.00536,6399.28744681473,17217679.83181445
2018-08-19,111766836577.27116,6490.71612711865,17219492.33156289
2018-08-20,108028823193.54256,6272.95272881356,17221367.33110289
2018-08-21,111487195428.2082,6473.07603945061,17223217.33110221
2018-08-22,109638677665.2356,6365.00983167738,17225217.33110071
2018-08-23,112258698492.89713,6516.40902542373,17227079.83107268
2018-08-24,115394585122.42712,6697.73187872589,17228904.83104538
2018-08-25,116227908455.6044,6745.43893921683,17230592.33104538
2018-08-26,115284878069.69078,6689.86933313852,17232754.83104323
2018-08-27,117873365030.6772,6839.15895236704,17235067.33088593
2018-08-28,122261446474.46252,7092.97380829924,17236979.83085863
2018-08-29,121247278332.5186,7033.42806808884,17238717.33083133
2018-08-30,120114930037.10117,6966.96374371713,17240642.33080327
2018-08-31,121131550725.81134,7025.14078024547,17242579.83077441
2018-09-01,124028288534.02948,7192.35254734074,17244467.33077441
2018-09-02,125667820675.12167,7286.66779105786,17246267.33077364
2018-09-03,125177334900.4002,7257.47021391,17248067.33074558
2018-09-04,126936865991.23833,7358.81147895967,17249642.33071828
2018-09-05,117151754999.24129,6790.89732846289,17251292.3304288
2018-09-06,111939859791.32008,6488.07593687902,17253167.33040071
2018-09-07,110581749752.2956,6408.65362244301,17255067.33037341
2018-09-08,106782343851.2759,6187.79050233781,17256942.33037341
2018-09-09,107855616025.27689,6249.24631034483,17258979.83037341
2018-09-10,108662608384.24086,6295.3886025716,17260667.33034611
2018-09-11,108380864787.66785,6278.42463968439,17262429.83034611
2018-09-12,109241940295.64648,6327.53636323787,17264529.8303345
2018-09-13,112074557501.76231,6490.91231648159,17266379.8303337
2018-09-14,112150595269.43169,6494.69547895967,17268029.8303064
2018-09-15,112670904653.23538,6524.16566744594,17269779.8303064
2018-09-16,112220037901.27625,6497.40470134424,17271517.33030562
2018-09-17,108105991224.44568,6258.59487492694,17273204.8302947
2018-09-18,109529380192.13356,6340.34779018118,17274979.8302474
2018-09-19,110295088597.76112,6383.95187580362,17276929.8302201
