date,price_usd,return_1d,return_7d,return_30d,return_90d,rv30_ann,drawdown,usdt_usd,synthetic_btc_usdt,lagged_regime,wallet_realised_btc,wallet_ledger_btc,orders,contracts,maker_contracts
2018-03-12,9147.89018059615,-0.03843421018636828,-0.20733403972068454,0.07240048963578949,-0.4752824065905913,1.0849719022660997,-0.5342336644089963,0.999223879567733,9154.995559707353,range_30d_within10pct,0.04152832,0.14987833,54,410000,45000
2018-03-13,9160.54293278784,0.001383133371946954,-0.1420330892688494,0.13138818399896168,-0.4453249588369592,1.0670506409063614,-0.5335894474467109,1.00027501995833,9158.024293328304,range_30d_within10pct,-0.21090265,0.34897568,173,3210000,180000
2018-03-14,8222.12723904149,-0.10244105623778343,-0.16974082336154195,-0.07696097029942905,-0.504777430268555,1.0838070250008567,-0.5813690370907181,1.00320462745533,8195.862552884408,up_30d_gt10pct,-0.31394156,0.4532102,33,960000,479249
2018-03-15,8268.58912244302,0.005650834881381073,-0.11380838370595214,-0.029959971866160395,-0.5329009090584682,1.0737498276601811,-0.5790034226430842,1.00060066097525,8263.62548510004,range_30d_within10pct,0.32075933,0.77396953,32,980000,388757
2018-03-16,8376.90449824664,0.013099620043959481,-0.0971352841595906,-0.11517501458051771,-0.5734885274399011,1.005243363586294,-0.5734885274399011,0.999361990156857,8382.25245782244,range_30d_within10pct,0.49775425,1.27172378,100,4101522,1556814
2018-03-17,7881.66192051432,-0.059119998065631396,-0.1029866590624563,-0.22015730945524292,-0.5905729635512891,0.9918826410102313,-0.5987038848726238,1.00213155469035,7864.897461441263,down_30d_lt_minus10pct,0.22969383,1.50141761,20,1294262,420000
2018-03-18,8189.01671917008,0.03899619163513979,-0.1392246546566367,-0.1963134394189241,-0.568590984960438,1.003653453763967,-0.5830548646646795,0.999895710650142,8189.870835474932,down_30d_lt_minus10pct,0.0,1.50141761,0,0,0
2018-03-19,8537.0156233197,0.042495810679561874,-0.0667776443766448,-0.22990033517292907,-0.5164075268266057,0.9649188349980143,-0.5653364431297054,0.997583442710185,8557.695785454058,down_30d_lt_minus10pct,0.08837371,1.58979132,63,3933000,2335759
2018-03-20,8895.54717913501,0.04199729409372832,-0.02892795280772542,-0.1489218427723149,-0.45935646660973684,0.9625537929680306,-0.5470817498999976,1.00122594278167,8884.65510034711,down_30d_lt_minus10pct,1.16909836,3.92392206,62,5599262,2261277
2018-03-21,8879.5942565751,-0.001793360457615134,0.07996312856990695,-0.20286285209394228,-0.4320270731361574,0.9299730920595645,-0.5478939955802593,1.00102845842731,8870.471345565542,down_30d_lt_minus10pct,-2.4412525,1.48266956,101,5685830,2824398
2018-03-22,8710.66493512566,-0.01902444149678928,0.05346447938533272,-0.22543861292603207,-0.39110607899065486,0.928730490289876,-0.5564950598116898,0.999928598738594,8711.286932001074,down_30d_lt_minus10pct,0.48534757,0.0,66,7287678,3195150
2018-03-23,8771.74632349503,0.0070122532348890765,0.04713457403400434,-0.16130992712991277,-0.41172089079119245,0.9007170483347903,-0.553385090860165,1.00074650651281,8765.203042337822,down_30d_lt_minus10pct,0.0,0.0,0,0,0
2018-03-24,8610.9885163647,-0.018326773392858264,0.09253462064289963,-0.12828001996184457,-0.38608473050530845,0.8829510354901822,-0.5615701010938428,0.999738689838716,8613.239243300544,down_30d_lt_minus10pct,0.0,0.0,0,0,0
2018-03-25,8440.61092255991,-0.019786066777466527,0.030723371561919066,-0.16915479784201015,-0.4005649077556208,0.8764892086339877,-0.5702449043508377,0.999880043889331,8441.623546888326,down_30d_lt_minus10pct,0.0,0.0,0,0,0
2018-03-26,8171.18435447107,-0.03192026863466979,-0.04285236023808192,-0.1564446913280142,-0.4804407217284956,0.8690215568745222,-0.5839628024510772,1.00208741032459,8154.163269873144,down_30d_lt_minus10pct,0.0,0.0,0,0,0
2018-03-27,7837.26531940386,-0.04086543891088412,-0.11896759563182435,-0.18389256760110395,-0.4907229172062686,0.8780591144338512,-0.6009643451321682,1.00085305486161,7830.585400458747,down_30d_lt_minus10pct,0.0,0.0,0,0,0
2018-03-28,7933.64272969024,0.012297326472763936,-0.10653094044070843,-0.23066705056209424,-0.4447902821354496,0.835139444545505,-0.5960572734099854,0.998835412037103,7942.892927183818,down_30d_lt_minus10pct,0.0,0.0,0,0,0
2018-03-29,7108.5708132671,-0.10399660591413529,-0.18392328642996403,-0.33278588092512307,-0.5121675348164595,0.8921918757191512,-0.6380659459590483,0.997962040994306,7123.087373327919,down_30d_lt_minus10pct,-0.04377354,0.95622646,107,4790000,1068083
2018-03-30,6832.14906633548,-0.038885699276670294,-0.22111871292542506,-0.3371366530486021,-0.4723686017853155,0.8942930444214598,-0.652140004742471,1.00079223542913,6826.740680502901,down_30d_lt_minus10pct,0.69164967,2.21035794,175,7743406,1488649
2018-03-31,6922.2812969024,0.013192368856680181,-0.19611072715438027,-0.36630215864173676,-0.5027625670578477,0.8620079968656584,-0.6475509073745507,1.00129045085917,6913.359945620822,down_30d_lt_minus10pct,0.35301483,2.36217277,117,7145296,910049
2018-04-01,6804.52487931035,-0.017011215312030648,-0.19383502666574282,-0.38219640838745406,-0.4946379553772786,0.8578541332115996,-0.653546494775732,1.0004620092486,6801.382577656205,down_30d_lt_minus10pct,-0.6370417,1.72513107,231,21078468,4281352
2018-04-02,7033.25960958504,0.033615092064719354,-0.13926068676487335,-0.3844340764394004,-0.5233085253301157,0.8551352637069456,-0.6419004283014735,0.999331355048835,7037.965509689568,down_30d_lt_minus10pct,-0.51328951,1.21184156,98,10486870,1933159
2018-04-03,7420.80051548802,0.05510118030832145,-0.05313904620336607,-0.3526066168856967,-0.5056189844346296,0.8870134238082719,-0.6221687192329803,1.00095729584106,7413.703408048643,down_30d_lt_minus10pct,-0.66220734,0.84913422,110,6269910,1829221
2018-04-04,6780.54360140269,-0.08627868553386442,-0.14534296130733027,-0.41246495105264025,-0.5500724443398315,0.9215951535349393,-0.6547675054911353,1.00019322165044,6779.233706677168,down_30d_lt_minus10pct,0.03698744,0.88612166,63,3115984,842032
2018-04-05,6798.42261659848,0.0026368114780783714,-0.04363017613748377,-0.36326681802552574,-0.6000275542928102,0.8980257143998778,-0.6538571924870087,1.00056147894211,6794.607587518188,down_30d_lt_minus10pct,0.12407124,1.0101929,59,2791524,468456
2018-04-06,6610.49234979544,-0.027643216287290717,-0.032443190918099885,-0.3324815128796511,-0.61350262557717,0.8729382726557741,-0.6634256929813803,1.00217916361097,6596.118328759754,down_30d_lt_minus10pct,0.28374013,1.29393303,16,485260,94299
2018-04-07,6886.46947194623,0.04174834604556055,-0.005173413708598473,-0.2619379894764261,-0.5757393499450174,0.8765066831590641,-0.6493742723419222,1.00110628998605,6878.859458611723,down_30d_lt_minus10pct,-0.03974904,1.25418399,15,680000,130000
2018-04-08,7009.99610432496,0.01793758512717525,0.030196263318745364,-0.24446098888933698,-0.5307088902356738,0.8818041821065186,-0.6430848935042777,0.998634617684785,7019.580515420943,down_30d_lt_minus10pct,0.00054105,1.25472504,11,240000,0
2018-04-09,6736.89282378726,-0.03895912015831271,-0.04213789938791501,-0.2332730329786551,-0.5314634747867701,0.873797488275346,-0.6569899920245614,0.998722059270302,6745.513189835266,down_30d_lt_minus10pct,0.27955181,1.53427685,24,628200,218210
2018-04-10,6816.71861542957,0.011849051740952854,-0.0814038726411882,-0.283471566669413,-0.5353004568525648,0.8177533517851977,-0.6529256486923958,1.00005544035992,6816.34071504699,down_30d_lt_minus10pct,0.1489699,1.68324675,5,208200,58200
2018-04-11,6944.78585710111,0.01878722724180837,0.02422257939089767,-0.24083196015711983,-0.47335141304546535,0.8176271321981237,-0.6464050839845766,1.00085053703312,6938.884079223204,down_30d_lt_minus10pct,0.0,1.68324675,2,60000,30000
2018-04-12,7904.33027527762,0.13816760342514622,0.16267121375759208,-0.13713299164986437,-0.4267839611290303,0.9497502785759445,-0.5975497218554098,0.999013269437015,7912.137423091522,down_30d_lt_minus10pct,0.00632753,1.68957428,55,2116132,976265
2018-04-13,7919.06469462303,0.0018640945952745902,0.1979538399841101,-0.036859383904862875,-0.4435430078095267,0.8738369123342209,-0.5967995164670536,1.000118413338,7918.127082764452,down_30d_lt_minus10pct,0.04830097,1.73787525,150,8266324,2951539
2018-04-14,8006.41794330801,0.011030753258562509,0.1626302818772627,-0.03170688194233906,-0.4147811099907939,0.8745640230047056,-0.5923519114194686,0.999635491179438,8009.337417443526,range_30d_within10pct,0.56330627,2.30118152,75,7781658,3337238
