day,fills,orders,contracts,maker_contracts,fee_sat,end_position_contracts,last_execution_price
2021-03-29,295,2,10170000,5955577,3013887,-70002646,55407.5
2021-03-30,248,1,10000000,4755269,4792507,-60002646,57300.0
2021-04-03,255,2,20000000,9706736,9256196,-40002646,57143.5
2021-04-04,917,5,40000000,21832407,14111950,-60002646,58015.0
2021-04-08,737,3,20729392,4558392,19351990,-39273254,56825.0
2021-04-09,658,2,20000000,12067064,5047946,-19273254,58175.0
2021-04-10,236,2,18523084,10476424,5629593,-750170,60725.0
2021-04-16,931,5,49250000,39477889,-4161642,-50000170,61048.5
2021-04-18,1714,14,90000000,69393480,-4082449,-50000170,56625.0
2021-04-19,306,5,25000000,25000000,-11273606,-45000170,54400.0
2021-04-20,770,5,44993605,30553860,5837323,-6565,55425.0
2021-04-21,1545,9,71341454,44833892,15694002,-40008019,55850.0
2021-04-22,2233,22,92366094,72166685,-5493360,-10000359,52441.5
2021-04-23,4939,27,154993310,128644195,-24834626,-57641871,50275.0
2021-04-24,2239,13,77644646,49390130,17784652,20002775,49500.0
2021-04-26,5065,26,174553239,117877158,24845557,-14990708,52800.0
2021-04-27,347,2,11840008,1987879,12606294,-26830716,54600.0
2021-04-30,524,3,18210109,11179844,4406857,-25040825,57450.0
2021-05-01,486,3,14961775,3714828,12911576,-40002600,57900.0
2021-05-02,297,2,10000000,5000000,4397263,-40002600,56875.0
2021-05-03,335,2,10809111,8366463,-455631,-50811711,57800.0
2021-05-04,2759,17,95994549,83525254,-21223137,1902,54141.0
2021-05-05,1189,6,34811582,19721720,11354051,-18320540,56850.0
2021-05-06,496,5,18321867,6702162,12301676,1327,57161.5
2021-05-08,657,2,13842727,7551194,4904097,13844054,57775.0
2021-05-10,5852,22,111678959,68255426,27807343,27729693,55600.0
2021-05-12,2039,15,50695896,24564739,24354707,26984745,49625.0
2021-05-13,3708,21,113290771,97665262,-25651596,-10413618,49680.5
2021-05-16,112,2,10410000,10000000,-4822112,-3618,45203.5
2021-05-17,2684,23,109679923,89496525,-17120044,-3541,43125.0
2021-05-18,2702,25,92828745,65422672,10368797,-16611060,43125.0
2021-05-19,5245,71,314362123,283969560,-130598391,-4981,38600.0
2021-05-20,4728,49,194822815,176374462,-76335741,-8341500,41325.0
2021-05-21,339,5,18471909,16633886,-7463928,10130409,35925.0
2021-05-23,418,4,10131000,9866013,-6393847,-591,33846.5
2021-05-24,728,2,20000000,19143049,-10563837,-20000591,39275.0
2021-05-25,1773,6,40742508,31896850,-3556986,20741917,37650.0
2021-05-27,566,3,13235054,7364308,6433331,7506863,39775.0
2021-05-28,2617,21,78684821,62896709,-11700961,44709684,35625.0
2021-05-29,5688,31,101654197,85865865,-27021069,35005233,34924.0
2021-05-30,282,1,7500000,4784167,2327273,27505233,36075.0
2021-05-31,5842,24,126678166,110960652,-44425715,-9479029,36650.0
2021-06-01,4205,17,103168611,81909607,-12171176,-20046050,37150.0
2021-06-02,2972,13,78120593,59800852,-3096246,-10803221,37825.0
2021-06-03,1617,5,45560472,27990827,15950937,-56363693,38800.0
2021-06-04,4253,25,121677599,104809354,-37307462,-55766720,36725.0
2021-06-05,2540,19,95838089,75726249,-11367128,-57973915,36175.0
2021-06-06,27,1,500000,0,1044121,-57473915,35915.0
2021-06-07,1718,10,33663915,31087858,-17554436,-23810000,33406.0
2021-06-08,2913,27,127260500,118731300,-70620054,-36549500,33500.0
2021-06-09,1812,13,58540200,57168200,-38092682,-54804700,36250.0
2021-06-10,1256,12,51600700,45440100,-18098632,-17339200,38100.0
2021-06-11,1352,7,30287800,20253900,6811760,-27604200,36625.0
2021-06-12,3329,23,84611700,59222000,12098970,45007500,35450.0
2021-06-13,2348,20,81946700,54870500,17748804,-22020000,39275.0
2021-06-14,1555,10,47982900,41946100,-14988458,-70002900,40650.0
2021-06-16,420,5,20570300,14608200,2081743,-49432600,38950.0
2021-06-17,1510,12,65659000,43818400,14176107,-45080200,37975.0
2021-06-18,2056,18,90202400,66173100,3818558,25122200,35750.0
2021-06-19,396,1,10000000,6151000,3800886,35122200,35550.0
2021-06-20,1245,8,36002700,17459200,27860333,11124900,35600.0
2021-06-21,12259,53,229776100,184694200,-37103799,-49343600,31975.0
2021-06-22,6935,42,219415400,187897700,-74985626,-53657400,32975.0
2021-06-23,2217,13,56160900,37183900,14746097,2023900,33125.0
2021-06-24,189,2,10000000,8350400,-2506757,12023900,33850.0
2021-06-25,339,6,17997900,13654400,-479489,30021800,33775.0
2021-06-26,1413,4,40000000,33586700,-11429332,-9978200,31450.0
2021-06-27,279,1,10000000,7696100,-607386,-19978200,32475.0
2021-06-28,550,2,20000000,14309700,2022622,21800,34325.0
2021-06-30,1954,8,59712100,44796500,-100161,-19690300,34850.0
2021-07-01,380,3,20024300,9301200,17109578,334000,33475.0
2021-07-03,860,5,31750800,14529900,26782428,12084800,34450.0
2021-07-04,241,3,9488800,5499400,4578699,2596000,35300.0
2021-07-05,556,3,12600000,12040900,-7648171,-10004000,33924.5
2021-07-07,210,1,10000000,5889900,4645039,-20004000,34600.0
2021-07-08,656,3,19756000,14500700,983145,-248000,32600.0
2021-07-09,829,4,20264700,12558300,7912030,20016700,33696.0
2021-07-10,474,3,12538800,2565300,20293120,32555500,33700.0
2021-07-12,1621,8,55070200,24424900,51266074,-22514700,33075.0
2021-07-13,755,3,24493500,14273700,12561579,-38021200,32400.0
2021-07-14,87,1,5000000,3757000,-20472,-33021200,32250.0
2021-07-15,170,1,10000000,5412000,6622018,-23021200,31575.0
2021-07-18,599,1,10000000,7445800,170927,-13021200,32225.0
2021-07-21,263,2,13000000,6916800,8864033,-21200,32050.0
2021-07-22,1035,5,40030000,27589900,7516569,8800,32350.0
2021-07-23,226,2,11099800,8239700,269110,11108600,32100.0
2021-07-25,112,1,10000000,10000000,-7183839,1108600,34800.0
2021-07-26,3178,25,143570100,112760000,-13828786,-2461500,37950.0
2021-07-27,2547,29,138476500,98128900,15125952,-29653600,37450.0
2021-07-28,2152,23,142260400,102262400,10842480,-63345200,39300.0
2021-07-30,921,7,43429400,33358100,-2578609,-39915800,41175.0
2021-08-01,120,1,2581000,961300,2367112,-42496800,41150.0
2021-08-02,1254,7,62490000,34123600,32097822,-6800,39200.0
2021-08-03,671,6,40268100,22831600,19310285,40261300,37975.0
2021-08-04,192,2,10510400,7912600,-75583,29750900,39950.0
2021-08-05,680,10,50000000,47598800,-24837856,-20249100,41100.0
2021-08-06,791,9,41862600,27636600,9512861,13500,42858.0
2021-08-07,2391,17,99962200,66005100,20536842,-70174900,43998.5
2021-08-08,2468,23,91069600,62689400,12900657,-20277300,44450.0
2021-08-09,3541,38,159433700,103273800,35434762,-61420800,45875.0
2021-08-10,1312,14,73745200,43462400,26077988,-85169400,45250.0
2021-08-12,2357,14,90739300,58666300,21088415,5569900,44225.0
2021-08-13,2636,6,60000000,37716600,15901976,-54430100,46300.0
2021-08-14,451,2,11109400,10600600,-4848483,-65539500,46800.0
2021-08-15,12,1,500000,0,818023,-65039500,45842.0
2021-08-17,1624,14,84547900,46971400,36576862,-23479800,44650.0
2021-08-18,2016,17,92769500,69753700,-2697271,26077900,44450.0
2021-08-19,346,5,23925200,17675800,-491003,50003100,44700.0
2021-08-20,1200,9,60000000,42327200,298682,40003100,48450.0
2021-08-22,377,4,14000000,4380800,3995954,50003100,49125.0
2021-08-23,409,4,13000000,8774500,363912,40003100,49400.0
2021-08-24,740,5,38849500,22158900,3964282,70052600,48175.0
2021-08-25,1025,12,60000000,31423200,-8161360,40052600,48800.0
2021-08-26,1524,12,96488800,73984000,-3611635,70000000,46725.0
2021-08-27,400,2,20000000,13742400,398816,50000000,47475.0
2021-08-29,316,1,10000000,7550300,-300456,60000000,49125.0
2021-08-31,712,2,20000000,15241700,-710645,40000000,47175.0
2021-09-01,216,1,10000000,5046000,1508703,50000000,48675.0
2021-09-02,332,2,20000000,10147200,2924068,70000000,49450.0
2021-09-03,496,3,19406300,12788900,749314,70593700,50175.0
2021-09-06,2157,7,69936000,46509900,2354544,657700,51350.0
2021-09-07,3092,31,261081300,199131200,-22121917,40863200,47447.5
2021-09-08,260,3,19148900,12451500,934036,60012100,46044.0
2021-09-09,544,3,30000000,22130700,-541760,50012100,45675.0
2021-09-10,587,5,38296600,20252900,5533496,44166300,45025.0
2021-09-12,181,1,10000000,5588700,1201053,54166300,45375.0
2021-09-13,227,2,15029900,11422800,-541480,69196200,44250.0
2021-09-14,1274,5,46869400,30978300,1846891,22326800,47000.0
2021-09-15,2394,11,87598900,67827400,-3859426,-65272100,48000.0
2021-09-16,526,4,35000000,23733300,930005,-60272100,47400.0
2021-09-17,624,3,30000000,20069000,1008057,-30272100,47350.0
2021-09-18,170,1,10000000,7823000,-266284,-40272100,48650.0
2021-09-20,2409,15,122033300,82093800,8401892,21561200,43225.0
2021-09-21,2482,20,171880500,135584500,-720957,30241700,40925.0
2021-09-22,2319,14,92987500,64747000,1392043,-62745800,42775.0
2021-09-24,3289,21,151565400,115032200,-5702526,-42111600,42175.0
2021-09-26,1425,9,62200000,48142900,-3127168,10088400,43125.0
2021-09-27,581,2,20000000,12929200,1090888,-9911600,43600.0
2021-09-29,425,3,20100000,13732200,511054,-30011600,42360.5
2021-10-12,1612,6,48754400,33384600,2365834,-41418800,55150.0
2021-10-13,941,4,31412300,23633000,-998842,-30006500,54800.0
2021-10-15,214,1,10000000,6740800,510616,-40006500,59400.0
2021-10-20,188,1,10000000,5863700,1019210,-30006500,64175.0
2021-10-21,982,8,48132200,31221100,3009267,-21866700,62675.0
2021-10-22,1639,10,63158400,45076600,1513412,20015100,60950.0
2021-10-27,172,3,15000000,15000000,-2567689,35015100,58250.0
2021-10-29,468,2,20000000,15714000,-116288,15015100,62225.0
2021-10-31,626,3,25000000,15946600,2564649,-9984900,61300.0
2021-11-09,323,3,10003100,8070800,-193288,18200,67000.0
2021-11-10,360,6,14270800,7265500,2661391,14289000,64825.0
2021-11-12,463,2,20000000,14740400,582370,34289000,63175.0
2021-11-16,1344,7,38346700,29907500,621518,35942300,59425.0
2021-11-18,573,2,15000000,12698900,-809597,50942300,57300.0
2021-11-26,559,3,21490600,14897800,1454644,69451700,55500.0
2021-11-28,483,1,10000000,7393200,313687,59451700,55125.0
2021-11-29,188,1,10000000,6274500,1179881,49451700,57275.0
2021-11-30,732,4,20916600,15971800,227675,50143100,56675.0
2021-12-04,304,2,20000000,17133800,-1519025,30143100,47550.0
2021-12-06,722,3,30000000,23193600,121302,143100,50400.0
2021-12-20,584,2,10776800,6761500,2001222,10919900,46575.0
2021-12-22,121,1,3978700,1807400,1304868,6941200,48850.0
2021-12-23,133,1,6021300,6021300,-1232536,919900,48850.0
2021-12-24,1394,3,30000000,27144500,-3075526,-29080100,51150.0
