date,Deposit,RealisedPNL,Withdrawal,ledger_balance_sat,reported_last_balance_sat,daily_snapshot_residual_sat,cumulative_realised_sat
2019-05-01,0,-805406868,0,16591227689,1.659122769e+10,0,33244903688
2019-05-02,0,-54379834,0,16536847855,1.653684786e+10,0,33190523854
2019-05-03,0,-733928111,0,15802919744,1.580291974e+10,0,32456595743
2019-05-04,0,52534985,0,15855454729,1.585545473e+10,0,32509130728
2019-05-05,0,1208678674,0,17064133403,1.70641334e+10,0,33717809402
2019-05-06,0,2042666165,-2001200000,17105599568,1.710559957e+10,0,35760475567
2019-05-07,0,-630377626,0,16475221942,1.647522194e+10,0,35130097941
2019-05-08,0,1264798647,0,17740020589,1.774002059e+10,0,36394896588
2019-05-09,0,-514044216,0,17225976373,1.722597637e+10,0,35880852372
2019-05-10,0,-194759649,0,17031216724,1.703121672e+10,0,35686092723
2019-05-11,0,1069844363,0,18101061087,1.810106109e+10,0,36755937086
2019-05-12,0,-269855561,-2001200000,15830005526,1.583000553e+10,0,36486081525
2019-05-13,0,1460351568,0,17290357094,1.729035709e+10,0,37946433093
2019-05-14,0,-2493773780,0,14796583314,1.479658331e+10,0,35452659313
2019-05-15,0,1821028702,0,16617612016,1.661761202e+10,0,37273688015
2019-05-16,0,463188112,0,17080800128,1.708080013e+10,0,37736876127
2019-05-17,0,393169778,0,17473969906,1.747396991e+10,0,38130045905
2019-05-18,0,126523852,0,17600493758,1.760049376e+10,0,38256569757
2019-05-19,0,653061614,0,18253555372,1.825355537e+10,0,38909631371
2019-05-20,0,246531321,0,18500086693,1.850008669e+10,0,39156162692
2019-05-21,0,579951781,0,19080038474,1.908003847e+10,0,39736114473
2019-05-22,0,48660468,0,19128698942,1.912869894e+10,0,39784774941
2019-05-23,0,718720631,0,19847419573,1.984741957e+10,0,40503495572
2019-05-24,0,-311323539,0,19536096034,1.953609603e+10,0,40192172033
2019-05-25,0,-36371157,0,19499724877,1.949972488e+10,0,40155800876
2019-05-26,0,-16461,0,19499708416,1.949970842e+10,0,40155784415
2019-05-27,0,132347660,-2001200000,17630856076,1.763085608e+10,0,40288132075
2019-05-28,0,12089,0,17630868165,1.763086816e+10,0,40288144164
2019-05-29,0,13212662,0,17644080827,1.764408083e+10,0,40301356826
2019-05-30,0,-457559222,0,17186521605,1.71865216e+10,0,39843797604
2019-05-31,0,217907897,0,17404429502,1.74044295e+10,0,40061705501
2019-06-01,0,-253853256,0,17150576246,1.715057625e+10,0,39807852245
2019-06-02,0,-808485545,0,16342090701,1.63420907e+10,0,38999366700
2019-06-03,0,-11935474,0,16330155227,1.633015523e+10,0,38987431226
2019-06-04,0,1301142706,0,17631297933,1.763129793e+10,0,40288573932
2019-06-05,0,937083,0,17632235016,1.763223502e+10,0,40289511015
2019-06-06,0,1717858,0,17633952874,1.763395287e+10,0,40291228873
2019-06-07,0,-6182712,0,17627770162,1.762777016e+10,0,40285046161
2019-06-08,0,4440841,0,17632211003,1.7632211e+10,0,40289487002
2019-06-09,0,-3387739,0,17628823264,1.762882326e+10,0,40286099263
2019-06-10,0,616978933,0,18245802197,1.82458022e+10,0,40903078196
2019-06-11,0,29123972,0,18274926169,1.827492617e+10,0,40932202168
2019-06-12,0,-161333169,0,18113593000,1.8113593e+10,0,40770868999
2019-06-13,0,-11928135,0,18101664865,1.810166486e+10,0,40758940864
2019-06-14,0,-137119684,0,17964545181,1.796454518e+10,0,40621821180
2019-06-15,0,388712,0,17964933893,1.796493389e+10,0,40622209892
2019-06-16,0,857616062,-2001200000,16821349955,1.682134996e+10,0,41479825954
2019-06-17,0,409551335,0,17230901290,1.723090129e+10,0,41889377289
2019-06-18,0,37445480,0,17268346770,1.726834677e+10,0,41926822769
2019-06-19,0,319559778,0,17587906548,1.758790655e+10,0,42246382547
2019-06-20,0,133468508,0,17721375056,1.772137506e+10,0,42379851055
2019-06-21,0,-1070078871,0,16651296185,1.665129618e+10,0,41309772184
2019-06-22,0,-350725907,0,16300570278,1.630057028e+10,0,40959046277
2019-06-23,0,91378064,0,16391948342,1.639194834e+10,0,41050424341
2019-06-24,0,191946388,0,16583894730,1.658389473e+10,0,41242370729
2019-06-25,0,264556407,0,16848451137,1.684845114e+10,0,41506927136
2019-06-26,0,984514747,-2001200000,15831765884,1.583176588e+10,0,42491441883
2019-06-27,0,1042756641,0,16874522525,1.687452252e+10,0,43534198524
2019-06-28,0,-826963666,0,16047558859,1.604755886e+10,0,42707234858
2019-06-29,0,961821059,0,17009379918,1.700937992e+10,0,43669055917
2019-06-30,0,2581,0,17009382499,1.70093825e+10,0,43669058498
2019-07-01,0,38591648,0,17047974147,1.704797415e+10,0,43707650146
2019-07-02,0,-981928410,0,16066045737,1.606604574e+10,0,42725721736
2019-07-03,0,-89787768,0,15976257969,1.597625797e+10,0,42635933968
2019-07-04,0,-41662182,0,15934595787,1.593459579e+10,0,42594271786
2019-07-05,0,1091971769,0,17026567556,1.702656756e+10,0,43686243555
2019-07-06,0,2030309,0,17028597865,1.702859786e+10,0,43688273864
2019-07-07,0,7021577,0,17035619442,1.703561944e+10,0,43695295441
2019-07-08,0,102132689,0,17137752131,1.713775213e+10,0,43797428130
2019-07-09,0,-196115737,0,16941636394,1.694163639e+10,0,43601312393
2019-07-10,0,119016797,0,17060653191,1.706065319e+10,0,43720329190
2019-07-11,0,-638701041,0,16421952150,1.642195215e+10,0,43081628149
2019-07-12,0,362562209,0,16784514359,1.678451436e+10,0,43444190358
2019-07-13,0,5150049,0,16789664408,1.678966441e+10,0,43449340407
2019-07-14,0,651317,0,16790315725,1.679031572e+10,0,43449991724
2019-07-15,0,2502704404,0,19293020129,1.929302013e+10,0,45952696128
2019-07-16,0,-1136476834,0,18156543295,1.81565433e+10,0,44816219294
2019-07-17,0,3717597426,0,21874140721,2.187414072e+10,0,48533816720
2019-07-18,0,285888120,-2001200000,20158828841,2.015882884e+10,0,48819704840
2019-07-19,0,-435431450,-2001500000,17721897391,1.772189739e+10,0,48384273390
2019-07-20,0,5815841,0,17727713232,1.772771323e+10,0,48390089231
2019-07-21,0,5656184,0,17733369416,1.773336942e+10,0,48395745415
2019-07-22,0,731511378,0,18464880794,1.846488079e+10,0,49127256793
2019-07-23,0,-977,0,18464879817,1.846487982e+10,0,49127255816
2019-07-24,0,4745059,0,18469624876,1.846962488e+10,0,49132000875
2019-07-25,0,215694710,0,18685319586,1.868531959e+10,0,49347695585
2019-07-26,0,913194753,0,19598514339,1.959851434e+10,0,50260890338
2019-07-27,0,-1663458402,0,17935055937,1.793505594e+10,0,48597431936
2019-07-28,0,-15745344,0,17919310593,1.791931059e+10,0,48581686592
2019-07-29,0,-166123363,0,17753187230,1.775318723e+10,0,48415563229
2019-07-30,0,1296,0,17753188526,1.775318853e+10,0,48415564525
2019-07-31,0,7232167,0,17760420693,1.776042069e+10,0,48422796692
2019-08-01,0,-978709455,0,16781711238,1.678171124e+10,0,47444087237
2019-08-02,0,-8180285,0,16773530953,1.677353095e+10,0,47435906952
2019-08-03,0,280580348,0,17054111301,1.70541113e+10,0,47716487300
2019-08-04,0,-1644,0,17054109657,1.705410966e+10,0,47716485656
2019-08-05,0,171836424,0,17225946081,1.722594608e+10,0,47888322080
2019-08-06,0,112774412,0,17338720493,1.733872049e+10,0,48001096492
2019-08-07,0,780314856,0,18119035349,1.811903535e+10,0,48781411348
2019-08-08,0,993610969,0,19112646318,1.911264632e+10,0,49775022317
2019-08-09,0,-641918303,0,18470728015,1.847072802e+10,0,49133104014
2019-08-10,0,195169926,0,18665897941,1.866589794e+10,0,49328273940
2019-08-11,0,-6584,0,18665891357,1.866589136e+10,0,49328267356
2019-08-12,0,-1514,0,18665889843,1.866588984e+10,0,49328265842
2019-08-13,0,-1675,0,18665888168,1.866588817e+10,0,49328264167
2019-08-14,0,187507598,0,18853395766,1.885339577e+10,0,49515771765
2019-08-15,0,391321214,0,19244716980,1.924471698e+10,0,49907092979
2019-08-16,0,232783582,0,19477500562,1.947750056e+10,0,50139876561
2019-08-17,0,-103607927,0,19373892635,1.937389264e+10,0,50036268634
2019-08-18,0,107152305,0,19481044940,1.948104494e+10,0,50143420939
2019-08-19,0,-920951327,0,18560093613,1.856009361e+10,0,49222469612
2019-08-20,0,290899492,0,18850993105,1.88509931e+10,0,49513369104
2019-08-21,0,803320386,0,19654313491,1.965431349e+10,0,50316689490
2019-08-22,0,91254278,0,19745567769,1.974556777e+10,0,50407943768
2019-08-23,0,333420217,0,20078987986,2.007898799e+10,0,50741363985
2019-08-24,0,502579129,0,20581567115,2.058156712e+10,0,51243943114
2019-08-25,0,9382276,0,20590949391,2.059094939e+10,0,51253325390
2019-08-26,0,1242161249,0,21833110640,2.183311064e+10,0,52495486639
2019-08-27,0,9386754,0,21842497394,2.184249739e+10,0,52504873393
2019-08-28,0,-521299811,0,21321197583,2.132119758e+10,0,51983573582
2019-08-29,0,365186834,0,21686384417,2.168638442e+10,0,52348760416
2019-08-30,0,-13478279,0,21672906138,2.167290614e+10,0,52335282137
2019-08-31,0,-9715142,0,21663190996,2.1663191e+10,0,52325566995
2019-09-01,0,-440968988,0,21222222008,2.122222201e+10,0,51884598007
2019-09-02,0,1316,0,21222223324,2.122222332e+10,0,51884599323
2019-09-03,0,533,0,21222223857,2.122222386e+10,0,51884599856
2019-09-04,0,286315145,0,21508539002,2.1508539e+10,0,52170915001
2019-09-05,0,164634065,0,21673173067,2.167317307e+10,0,52335549066
2019-09-06,0,388206012,-2001200000,20060179079,2.006017908e+10,0,52723755078
2019-09-07,0,926673486,0,20986852565,2.098685256e+10,0,53650428564
2019-09-08,0,-188831109,0,20798021456,2.079802146e+10,0,53461597455
2019-09-09,0,-796045838,0,20001975618,2.000197562e+10,0,52665551617
2019-09-10,0,-35092129,0,19966883489,1.996688349e+10,0,52630459488
2019-09-11,0,53203482,0,20020086971,2.002008697e+10,0,52683662970
2019-09-12,0,-88589720,0,19931497251,1.993149725e+10,0,52595073250
2019-09-13,0,1524,0,19931498775,1.993149878e+10,0,52595074774
2019-09-14,0,2106,0,19931500881,1.993150088e+10,0,52595076880
2019-09-15,0,2406,0,19931503287,1.993150329e+10,0,52595079286
2019-09-16,0,2146,0,19931505433,1.993150543e+10,0,52595081432
2019-09-17,0,2712,0,19931508145,1.993150814e+10,0,52595084144
2019-09-18,0,2283,0,19931510428,1.993151043e+10,0,52595086427
2019-09-19,0,-168000077,0,19763510351,1.976351035e+10,0,52427086350
2019-09-20,0,10073035,0,19773583386,1.977358339e+10,0,52437159385
2019-09-21,0,-75084832,0,19698498554,1.969849855e+10,0,52362074553
2019-09-22,0,-1732,0,19698496822,1.969849682e+10,0,52362072821
2019-09-23,0,4868016,0,19703364838,1.970336484e+10,0,52366940837
2019-09-24,0,237607954,0,19940972792,1.994097279e+10,0,52604548791
2019-09-25,0,373351135,0,20314323927,2.031432393e+10,0,52977899926
2019-09-26,0,19089240,0,20333413167,2.033341317e+10,0,52996989166
2019-09-27,0,2398742968,0,22732156135,2.273215614e+10,0,55395732134
2019-09-28,0,2097720,0,22734253855,2.273425386e+10,0,55397829854
2019-09-29,0,-616395369,0,22117858486,2.211785849e+10,0,54781434485
2019-09-30,0,239204953,0,22357063439,2.235706344e+10,0,55020639438
2019-10-01,0,-465597851,0,21891465588,2.189146559e+10,0,54555041587
2019-10-02,0,-1565,0,21891464023,2.189146402e+10,0,54555040022
2019-10-03,0,333,0,21891464356,2.189146436e+10,0,54555040355
2019-10-04,0,-1343,0,21891463013,2.189146301e+10,0,54555039012
2019-10-05,0,-1077,0,21891461936,2.189146194e+10,0,54555037935
2019-10-06,0,947,0,21891462883,2.189146288e+10,0,54555038882
2019-10-07,0,792931110,0,22684393993,2.268439399e+10,0,55347969992
2019-10-08,0,212028964,0,22896422957,2.289642296e+10,0,55559998956
2019-10-09,0,7354849,0,22903777806,2.290377781e+10,0,55567353805
2019-10-10,0,-1009644506,0,21894133300,2.18941333e+10,0,54557709299
2019-10-11,0,67566805,0,21961700105,2.19617001e+10,0,54625276104
2019-10-12,0,-1791,0,21961698314,2.196169831e+10,0,54625274313
2019-10-13,0,-15586141,0,21946112173,2.194611217e+10,0,54609688172
2019-10-14,0,280689838,0,22226802011,2.222680201e+10,0,54890378010
2019-10-15,0,303992543,0,22530794554,2.253079455e+10,0,55194370553
2019-10-16,0,-357949631,0,22172844923,2.217284492e+10,0,54836420922
2019-10-17,0,-1866,0,22172843057,2.217284306e+10,0,54836419056
2019-10-18,0,471250273,0,22644093330,2.264409333e+10,0,55307669329
2019-10-19,0,-276,0,22644093054,2.264409305e+10,0,55307669053
2019-10-20,0,1899,0,22644094953,2.264409495e+10,0,55307670952
2019-10-21,0,85920821,0,22730015774,2.273001577e+10,0,55393591773
2019-10-22,0,-17162669,0,22712853105,2.27128531e+10,0,55376429104
2019-10-23,0,7376255,0,22720229360,2.272022936e+10,0,55383805359
2019-10-24,0,2598044875,0,25318274235,2.531827424e+10,0,57981850234
2019-10-25,0,159778904,0,25478053139,2.547805314e+10,0,58141629138
2019-10-26,0,-4520525995,0,20957527144,2.095752714e+10,0,53621103143
2019-10-27,0,240776591,0,21198303735,2.119830374e+10,0,53861879734
2019-10-28,0,834306302,0,22032610037,2.203261004e+10,0,54696186036
2019-10-29,0,272073238,0,22304683275,2.230468328e+10,0,54968259274
2019-10-30,0,-496996964,0,21807686311,2.180768631e+10,0,54471262310
2019-10-31,0,-332824999,0,21474861312,2.147486131e+10,0,54138437311
2019-11-01,0,-1629,0,21474859683,2.147485968e+10,0,54138435682
2019-11-02,0,-1619,0,21474858064,2.147485806e+10,0,54138434063
2019-11-03,0,-380998,0,21474477066,2.147447707e+10,0,54138053065
2019-11-04,0,1649,0,21474478715,2.147447872e+10,0,54138054714
2019-11-05,0,2224,0,21474480939,2.147448094e+10,0,54138056938
2019-11-06,0,3654,0,21474484593,2.147448459e+10,0,54138060592
2019-11-07,0,9526216,0,21484010809,2.148401081e+10,0,54147586808
2019-11-08,0,428211496,0,21912222305,2.19122223e+10,0,54575798304
2019-11-09,0,934561060,0,22846783365,2.284678336e+10,0,55510359364
2019-11-10,0,1749,0,22846785114,2.284678511e+10,0,55510361113
2019-11-11,0,27799982,0,22874585096,2.28745851e+10,0,55538161095
2019-11-12,0,60063789,0,22934648885,2.293464888e+10,0,55598224884
2019-11-13,0,111298420,0,23045947305,2.30459473e+10,0,55709523304
2019-11-14,0,-109076794,0,22936870511,2.293687051e+10,0,55600446510
2019-11-15,0,3664424,0,22940534935,2.294053494e+10,0,55604110934
2019-11-16,0,253403666,0,23193938601,2.31939386e+10,0,55857514600
2019-11-17,0,1813,0,23193940414,2.319394041e+10,0,55857516413
2019-11-18,0,-128182980,0,23065757434,2.306575743e+10,0,55729333433
2019-11-19,0,219452782,0,23285210216,2.328521022e+10,0,55948786215
2019-11-20,0,449119157,0,23734329373,2.373432937e+10,0,56397905372
2019-11-21,0,149544680,0,23883874053,2.388387405e+10,0,56547450052
2019-11-22,0,3237405646,0,27121279699,2.71212797e+10,0,59784855698
2019-11-23,0,-19722013,0,27101557686,2.710155769e+10,0,59765133685
2019-11-24,0,191095599,0,27292653285,2.729265328e+10,0,59956229284
2019-11-25,0,2891215731,0,30183869016,3.018386902e+10,0,62847445015
2019-11-26,0,-84138029,0,30099730987,3.009973099e+10,0,62763306986
2019-11-27,0,-87670239,0,30012060748,3.001206075e+10,0,62675636747
2019-11-28,0,361439459,0,30373500207,3.037350021e+10,0,63037076206
2019-11-29,0,1281316027,0,31654816234,3.165481623e+10,0,64318392233
2019-11-30,0,-769147824,0,30885668410,3.088566841e+10,0,63549244409
2019-12-01,0,1361591141,0,32247259551,3.224725955e+10,0,64910835550
2019-12-02,0,186760934,0,32434020485,3.243402048e+10,0,65097596484
2019-12-03,0,455353867,0,32889374352,3.288937435e+10,0,65552950351
2019-12-04,0,151877019,0,33041251371,3.304125137e+10,0,65704827370
2019-12-05,0,99822173,0,33141073544,3.314107354e+10,0,65804649543
2019-12-06,0,-58332730,0,33082740814,3.308274081e+10,0,65746316813
2019-12-07,0,-395089030,0,32687651784,3.268765178e+10,0,65351227783
2019-12-08,0,2262,0,32687654046,3.268765405e+10,0,65351230045
2019-12-09,0,-20326498,0,32667327548,3.266732755e+10,0,65330903547
2019-12-10,0,256289411,-1100000,32922516959,3.292251696e+10,0,65587192958
2019-12-11,0,3235627806,-100120000,36058024765,3.605802476e+10,0,68822820764
2019-12-12,0,124106603,0,36182131368,3.618213137e+10,0,68946927367
2019-12-13,0,17643786,0,36199775154,3.619977515e+10,0,68964571153
2019-12-14,0,3192,0,36199778346,3.619977835e+10,0,68964574345
2019-12-15,0,-5730,0,36199772616,3.619977262e+10,0,68964568615
2019-12-16,0,91983867,0,36291756483,3.629175648e+10,0,69056552482
2019-12-17,0,-363757289,0,35927999194,3.592799919e+10,0,68692795193
2019-12-18,0,1530753180,0,37458752374,3.745875237e+10,0,70223548373
2019-12-19,0,-350496639,0,37108255735,3.710825574e+10,0,69873051734
2019-12-20,0,562720513,0,37670976248,3.767097625e+10,0,70435772247
2019-12-21,0,90450023,0,37761426271,3.776142627e+10,0,70526222270
2019-12-22,0,32528874,0,37793955145,3.779395514e+10,0,70558751144
2019-12-23,0,-1941,0,37793953204,3.77939532e+10,0,70558749203
2019-12-24,0,-217122538,0,37576830666,3.757683067e+10,0,70341626665
2019-12-25,0,526682392,0,38103513058,3.810351306e+10,0,70868309057
2019-12-26,0,-60834154,0,38042678904,3.80426789e+10,0,70807474903
2019-12-27,0,3097,0,38042682001,3.8042682e+10,0,70807478000
2019-12-28,0,111589911,0,38154271912,3.815427191e+10,0,70919067911
2019-12-29,0,-1043,0,38154270869,3.815427087e+10,0,70919066868
2019-12-30,0,-29044628,0,38125226241,3.812522624e+10,0,70890022240
2019-12-31,0,-410161583,0,37715064658,3.771506466e+10,0,70479860657
2020-01-01,0,98812112,0,37813876770,3.781387677e+10,0,70578672769
2020-01-02,0,-20468403,0,37793408367,3.779340837e+10,0,70558204366
2020-01-03,0,1090188668,0,38883597035,3.888359704e+10,0,71648393034
2020-01-04,0,845267698,0,39728864733,3.972886473e+10,0,72493660732
2020-01-05,0,858874066,0,40587738799,4.05877388e+10,0,73352534798
2020-01-06,0,313366631,0,40901105430,4.090110543e+10,0,73665901429
2020-01-07,0,-1289450200,0,39611655230,3.961165523e+10,0,72376451229
2020-01-08,0,355378242,-2001200000,37965833472,3.796583347e+10,0,72731829471
2020-01-09,0,3370871676,0,41336705148,4.133670515e+10,0,76102701147
2020-01-10,0,328579189,0,41665284337,4.166528434e+10,0,76431280336
2020-01-11,0,1404426045,-3001200000,40068510382,4.006851038e+10,0,77835706381
2020-01-12,0,-63046481,0,40005463901,4.00054639e+10,0,77772659900
2020-01-13,0,-1313,0,40005462588,4.000546259e+10,0,77772658587
2020-01-14,0,225136,0,40005687724,4.000568772e+10,0,77772883723
2020-01-15,0,119990850,0,40125678574,4.012567857e+10,0,77892874573
2020-01-16,0,81456212,0,40207134786,4.020713479e+10,0,77974330785
2020-01-17,0,378458526,-5001200000,35584393312,3.558439331e+10,0,78352789311
2020-01-18,0,354410309,0,35938803621,3.593880362e+10,0,78707199620
2020-01-19,0,2106350759,0,38045154380,3.804515438e+10,0,80813550379
2020-01-20,0,415458624,0,38460613004,3.8460613e+10,0,81229009003
2020-01-21,0,1683655327,0,40144268331,4.014426833e+10,0,82912664330
2020-01-22,0,57264035,0,40201532366,4.020153237e+10,0,82969928365
2020-01-23,0,2462033555,0,42663565921,4.266356592e+10,0,85431961920
2020-01-24,0,-98866079,0,42564699842,4.256469984e+10,0,85333095841
2020-01-25,0,-348514003,0,42216185839,4.221618584e+10,0,84984581838
2020-01-26,0,983,0,42216186822,4.221618682e+10,0,84984582821
2020-01-27,0,12144981,0,42228331803,4.22283318e+10,0,84996727802
2020-01-28,0,-1052198548,0,41176133255,4.117613326e+10,0,83944529254
2020-01-29,0,1903925113,0,43080058368,4.308005837e+10,0,85848454367
2020-01-30,0,-8316291,0,43071742077,4.307174208e+10,0,85840138076
2020-01-31,0,-81147294,0,42990594783,4.299059478e+10,0,85758990782
2020-02-01,0,344915637,0,43335510420,4.333551042e+10,0,86103906419
2020-02-02,0,168963158,0,43504473578,4.350447358e+10,0,86272869577
2020-02-03,0,132505398,0,43636978976,4.363697898e+10,0,86405374975
2020-02-04,0,360482062,0,43997461038,4.399746104e+10,0,86765857037
2020-02-05,0,660197557,0,44657658595,4.46576586e+10,0,87426054594
2020-02-06,0,-145727956,0,44511930639,4.451193064e+10,0,87280326638
2020-02-07,0,30230654,0,44542161293,4.454216129e+10,0,87310557292
2020-02-08,0,27253678,0,44569414971,4.456941497e+10,0,87337810970
2020-02-09,0,-1170865819,0,43398549152,4.339854915e+10,0,86166945151
2020-02-10,0,866356325,0,44264905477,4.426490548e+10,0,87033301476
2020-02-11,0,168454627,0,44433360104,4.44333601e+10,0,87201756103
2020-02-12,0,901332568,0,45334692672,4.533469267e+10,0,88103088671
2020-02-13,0,165580595,0,45500273267,4.550027327e+10,0,88268669266
2020-02-14,0,-190737078,0,45309536189,4.530953619e+10,0,88077932188
2020-02-15,0,-87367054,-5001200000,40220969135,4.022096914e+10,0,87990565134
2020-02-16,0,1107480584,0,41328449719,4.132844972e+10,0,89098045718
2020-02-17,0,26480818,0,41354930537,4.135493054e+10,0,89124526536
2020-02-18,0,-1723327738,0,39631602799,3.96316028e+10,0,87401198798
2020-02-19,0,-2049487,0,39629553312,3.962955331e+10,0,87399149311
2020-02-20,0,1847271,0,39631400583,3.963140058e+10,0,87400996582
2020-02-21,0,26185131,0,39657585714,3.965758571e+10,0,87427181713
2020-02-22,0,27854846,0,39685440560,3.968544056e+10,0,87455036559
2020-02-23,0,27790045,0,39713230605,3.97132306e+10,0,87482826604
2020-02-24,0,-597622596,0,39115608009,3.911560801e+10,0,86885204008
2020-02-25,0,276450858,0,39392058867,3.939205887e+10,0,87161654866
2020-02-26,0,16185099,0,39408243966,3.940824397e+10,0,87177839965
2020-02-27,0,-1352521694,0,38055722272,3.805572227e+10,0,85825318271
2020-02-28,0,512879102,0,38568601374,3.856860137e+10,0,86338197373
2020-02-29,0,3191112447,0,41759713821,4.175971382e+10,0,89529309820
2020-03-01,0,368510868,0,42128224689,4.212822469e+10,0,89897820688
2020-03-02,0,194926170,0,42323150859,4.232315086e+10,0,90092746858
2020-03-03,0,31155982,0,42354306841,4.235430684e+10,0,90123902840
2020-03-04,0,2623335,0,42356930176,4.235693018e+10,0,90126526175
2020-03-05,0,-3140735619,0,39216194557,3.921619456e+10,0,86985790556
2020-03-06,0,29751824,0,39245946381,3.924594638e+10,0,87015542380
2020-03-07,0,-119624344,0,39126322037,3.912632204e+10,0,86895918036
2020-03-08,0,10090439,0,39136412476,3.913641248e+10,0,86906008475
2020-03-09,0,2386035156,0,41522447632,4.152244763e+10,0,89292043631
2020-03-10,0,293414470,0,41815862102,4.18158621e+10,0,89585458101
2020-03-11,0,1138727681,0,42954589783,4.295458978e+10,0,90724185782
2020-03-12,0,-2248469416,0,40706120367,4.070612037e+10,0,88475716366
2020-03-13,0,27553795475,-5001200000,63258715842,6.325871584e+10,0,116029511841
2020-03-14,0,-3130713645,0,60128002197,6.01280022e+10,0,112898798196
2020-03-15,0,-921922351,0,59206079846,5.920607985e+10,0,111976875845
2020-03-16,0,-2080594660,0,57125485186,5.712548519e+10,0,109896281185
2020-03-17,0,2176336425,0,59301821611,5.930182161e+10,0,112072617610
2020-03-18,0,851584151,0,60153405762,6.015340576e+10,0,112924201761
2020-03-19,0,-2594085463,0,57559320299,5.75593203e+10,0,110330116298
2020-03-20,0,-7885178130,0,49674142169,4.967414217e+10,0,102444938168
2020-03-21,0,197490297,0,49871632466,4.987163247e+10,0,102642428465
2020-03-22,0,2554875408,0,52426507874,5.242650787e+10,0,105197303873
2020-03-23,0,4668148444,0,57094656318,5.709465632e+10,0,109865452317
2020-03-24,0,550114405,-5001200000,52643570723,5.264357072e+10,0,110415566722
2020-03-25,0,135649637,0,52779220360,5.277922036e+10,0,110551216359
2020-03-26,0,-62950774,0,52716269586,5.271626959e+10,0,110488265585
2020-03-27,0,-1026482096,0,51689787490,5.168978749e+10,0,109461783489
2020-03-28,0,3397613041,0,55087400531,5.508740053e+10,0,112859396530
2020-03-29,0,264667794,0,55352068325,5.535206832e+10,0,113124064324
2020-03-30,0,6131053094,0,61483121419,6.148312142e+10,0,119255117418
2020-03-31,0,208264039,0,61691385458,6.169138546e+10,0,119463381457
2020-04-01,0,635149575,0,62326535033,6.232653503e+10,0,120098531032
2020-04-02,0,-68599430,0,62257935603,6.22579356e+10,0,120029931602
2020-04-03,0,-11002862944,0,51255072659,5.125507266e+10,0,109027068658
2020-04-04,0,-90532508,0,51164540151,5.116454015e+10,0,108936536150
2020-04-05,0,-64134609,0,51100405542,5.110040554e+10,0,108872401541
2020-04-06,0,-2979599752,0,48120805790,4.812080579e+10,0,105892801789
2020-04-07,0,14431570,0,48135237360,4.813523736e+10,0,105907233359
2020-04-08,0,148061607,0,48283298967,4.828329897e+10,0,106055294966
2020-04-09,0,-334641684,0,47948657283,4.794865728e+10,0,105720653282
2020-04-10,0,1667370970,0,49616028253,4.961602825e+10,0,107388024252
2020-04-11,0,1556050755,0,51172079008,5.117207901e+10,0,108944075007
2020-04-12,0,-74054288,0,51098024720,5.109802472e+10,0,108870020719
2020-04-13,0,2229862062,0,53327886782,5.332788678e+10,0,111099882781
2020-04-14,0,583249943,0,53911136725,5.391113672e+10,0,111683132724
2020-04-15,0,18006055,0,53929142780,5.392914278e+10,0,111701138779
2020-04-16,0,-1281586454,0,52647556326,5.264755633e+10,0,110419552325
2020-04-17,0,672919376,0,53320475702,5.33204757e+10,0,111092471701
2020-04-18,0,-806,0,53320474896,5.33204749e+10,0,111092470895
2020-04-19,0,-1034,0,53320473862,5.332047386e+10,0,111092469861
2020-04-20,0,199702,0,53320673564,5.332067356e+10,0,111092669563
2020-04-21,0,1101849592,0,54422523156,5.442252316e+10,0,112194519155
2020-04-22,0,561269745,0,54983792901,5.49837929e+10,0,112755788900
2020-04-23,0,-268649332,0,54715143569,5.471514357e+10,0,112487139568
2020-04-24,0,485,0,54715144054,5.471514405e+10,0,112487140053
2020-04-25,0,1708,0,54715145762,5.471514576e+10,0,112487141761
2020-04-26,0,-201004734,0,54514141028,5.451414103e+10,0,112286137027
2020-04-27,0,292338190,0,54806479218,5.480647922e+10,0,112578475217
2020-04-28,0,-63302909,0,54743176309,5.474317631e+10,0,112515172308
2020-04-29,0,1322838822,0,56066015131,5.606601513e+10,0,113838011130
2020-04-30,0,546455094,0,56612470225,5.661247022e+10,0,114384466224
2020-05-01,0,2361413564,0,58973883789,5.897388379e+10,0,116745879788
2020-05-02,0,3312766,-5001200000,53975996555,5.397599656e+10,0,116749192554
2020-05-03,0,1017142803,0,54993139358,5.499313936e+10,0,117766335357
2020-05-04,0,-309356774,0,54683782584,5.468378258e+10,0,117456978583
2020-05-05,0,1005654253,0,55689436837,5.568943684e+10,0,118462632836
2020-05-06,0,598581571,0,56288018408,5.628801841e+10,0,119061214407
2020-05-07,0,-1325811286,0,54962207122,5.496220712e+10,0,117735403121
2020-05-08,0,-1694464,0,54960512658,5.496051266e+10,0,117733708657
2020-05-09,0,-4502281,0,54956010377,5.495601038e+10,0,117729206376
2020-05-10,0,4917873392,0,59873883769,5.987388377e+10,0,122647079768
2020-05-11,0,-23719375,-5001500000,54848664394,5.484866439e+10,0,122623360393
2020-05-12,0,-2558523436,0,52290140958,5.229014096e+10,0,120064836957
2020-05-13,0,102,0,52290141060,5.229014106e+10,0,120064837059
2020-05-14,0,-2641735993,0,49648405067,4.964840507e+10,0,117423101066
2020-05-15,0,802668034,0,50451073101,5.04510731e+10,0,118225769100
