date,Deposit,RealisedPNL,Withdrawal,ledger_balance_sat,reported_last_balance_sat,daily_snapshot_residual_sat,cumulative_realised_sat
2021-05-31,0,173911206,0,79564620712,7.956462071e+10,0,199547916711
2021-06-01,0,6554857409,0,86119478121,8.611947812e+10,0,206102774120
2021-06-02,0,1338326664,0,87457804785,8.745780478e+10,0,207441100784
2021-06-03,0,4476891647,0,91934696432,9.193469643e+10,0,211917992431
2021-06-04,0,2273368165,0,94208064597,9.42080646e+10,0,214191360596
2021-06-05,0,6126357163,0,100334421760,1.00334e+11,-421760,220317717759
2021-06-06,0,2679851136,0,103014272896,1.03014e+11,-272896,222997568895
2021-06-07,0,147355156,0,103161628052,1.03162e+11,371948,223144924051
2021-06-08,0,17140823947,0,120302451999,1.20302e+11,-451999,240285747998
2021-06-09,0,13693824955,0,133996276954,1.33996e+11,-276954,253979572953
2021-06-10,0,-9164201166,0,124832075788,1.24832e+11,-75788,244815371787
2021-06-11,0,621313590,0,125453389378,1.25453e+11,-389378,245436685377
2021-06-12,0,1697612822,0,127151002200,1.27151e+11,-2200,247134298199
2021-06-13,0,390013179,0,127541015379,1.27541e+11,-15379,247524311378
2021-06-14,0,6903561541,0,134444576920,1.34445e+11,423080,254427872919
2021-06-15,0,2121042814,0,136565619734,1.36566e+11,380266,256548915733
2021-06-16,0,328005199,0,136893624933,1.36894e+11,375067,256876920932
2021-06-17,0,990291006,0,137883915939,1.37884e+11,84061,257867211938
2021-06-18,0,14694073458,0,152577989397,1.52578e+11,10603,272561285396
2021-06-19,0,535039826,0,153113029223,1.53113e+11,-29223,273096325222
2021-06-20,0,-5597505961,-30002100000,117513423262,1.17513e+11,-423262,267498819261
2021-06-21,0,4778995081,0,122292418343,1.22292e+11,-418343,272277814342
2021-06-22,0,3908535396,0,126200953739,1.26201e+11,46261,276186349738
2021-06-23,0,-5749828968,0,120451124771,1.20451e+11,-124771,270436520770
2021-06-24,0,-2926390096,0,117524734675,1.17525e+11,265325,267510130674
2021-06-25,0,13925205552,0,131449940227,1.3145e+11,59773,281435336226
2021-06-26,0,-9676626656,0,121773313571,1.21773e+11,-313571,271758709570
2021-06-27,0,26438296,0,121799751867,1.218e+11,248133,271785147866
2021-06-28,0,-4384699457,0,117415052410,1.17415e+11,-52410,267400448409
2021-06-29,0,77856997,0,117492909407,1.17493e+11,90593,267478305406
2021-06-30,0,-3505660364,0,113987249043,1.13987e+11,-249043,263972645042
2021-07-01,0,-2669128104,0,111318120939,1.11318e+11,-120939,261303516938
2021-07-02,0,-3666948798,0,107651172141,1.07651e+11,-172141,257636568140
2021-07-03,0,414990,0,107651587131,1.07652e+11,412869,257636983130
2021-07-04,0,127878784,0,107779465915,1.07779e+11,-465915,257764861914
2021-07-05,0,192012981,0,107971478896,1.07971e+11,-478896,257956874895
2021-07-06,0,-185897612,0,107785581284,1.07786e+11,418716,257770977283
2021-07-07,0,34664894,0,107820246178,1.0782e+11,-246178,257805642177
2021-07-08,0,6052847952,0,113873094130,1.13873e+11,-94130,263858490129
2021-07-09,0,3546081248,0,117419175378,1.17419e+11,-175378,267404571377
2021-07-10,0,-43943581,0,117375231797,1.17375e+11,-231797,267360627796
2021-07-11,0,-13827150,0,117361404647,1.17361e+11,-404647,267346800646
2021-07-12,0,-23095321,0,117338309326,1.17338e+11,-309326,267323705325
2021-07-13,0,-1883263773,0,115455045553,1.15455e+11,-45553,265440441552
2021-07-14,0,508844144,0,115963889697,1.15964e+11,110303,265949285696
2021-07-15,0,-49323935,0,115914565762,1.15915e+11,434238,265899961761
2021-07-16,0,1330236173,0,117244801935,1.17245e+11,198065,267230197934
2021-07-17,0,7483216,0,117252285151,1.17252e+11,-285151,267237681150
2021-07-18,0,687141140,0,117939426291,1.17939e+11,-426291,267924822290
2021-07-19,0,-8797274,0,117930629017,1.17931e+11,370983,267916025016
2021-07-20,0,-1538308,0,117929090709,1.17929e+11,-90709,267914486708
2021-07-21,0,-10074921,0,117919015788,1.17919e+11,-15788,267904411787
2021-07-22,0,1180849063,0,119099864851,1.191e+11,135149,269085260850
2021-07-23,0,1130234749,0,120230099600,1.2023e+11,-99600,270215495599
2021-07-24,0,-5874335,0,120224225265,1.20224e+11,-225265,270209621264
2021-07-25,0,156021197,0,120380246462,1.2038e+11,-246462,270365642461
2021-07-26,0,4289203797,0,124669450259,1.24669e+11,-450259,274654846258
2021-07-27,0,1777073013,-30005000000,96441523272,9.644152327e+10,0,276431919271
2021-07-28,0,1106748168,0,97548271440,9.754827144e+10,0,277538667439
2021-07-29,0,-101954454,0,97446316986,9.744631699e+10,0,277436712985
2021-07-30,0,1686736107,0,99133053093,9.913305309e+10,0,279123449092
2021-07-31,0,-383939869,0,98749113224,9.874911322e+10,0,278739509223
2021-08-01,0,64797174,0,98813910398,9.88139104e+10,0,278804306397
2021-08-02,0,55729865,0,98869640263,9.886964026e+10,0,278860036262
2021-08-03,0,-1246477702,0,97623162561,9.762316256e+10,0,277613558560
2021-08-04,0,-33733468,0,97589429093,9.758942909e+10,0,277579825092
2021-08-05,0,814210938,0,98403640031,9.840364003e+10,0,278394036030
2021-08-06,0,4841040300,0,103244680331,1.03245e+11,319669,283235076330
2021-08-07,0,1710110528,0,104954790859,1.04955e+11,209141,284945186858
2021-08-08,0,2305926975,0,107260717834,1.07261e+11,282166,287251113833
2021-08-09,0,6607258609,0,113867976443,1.13868e+11,23557,293858372442
2021-08-10,0,6580583753,0,120448560196,1.20449e+11,439804,300438956195
2021-08-11,0,7163953304,0,127612513500,1.27613e+11,486500,307602909499
2021-08-12,0,297092394,0,127909605894,1.2791e+11,394106,307900001893
2021-08-13,0,3898256277,0,131807862171,1.31808e+11,137829,311798258170
2021-08-14,0,5168157358,0,136976019529,1.36976e+11,-19529,316966415528
2021-08-15,0,244085839,0,137220105368,1.3722e+11,-105368,317210501367
2021-08-16,0,48506877,0,137268612245,1.37269e+11,387755,317259008244
2021-08-17,0,294208990,0,137562821235,1.37563e+11,178765,317553217234
2021-08-18,0,6376807463,0,143939628698,1.4394e+11,371302,323930024697
2021-08-19,0,3087847286,-40005000000,107022475984,1.07022e+11,-475984,327017871983
2021-08-20,0,2662044533,0,109684520517,1.09685e+11,479483,329679916516
2021-08-21,0,2110756671,0,111795277188,1.11795e+11,-277188,331790673187
2021-08-22,0,270809698,0,112066086886,1.12066e+11,-86886,332061482885
2021-08-23,0,174564656,0,112240651542,1.12241e+11,348458,332236047541
2021-08-24,0,1091020742,0,113331672284,1.13332e+11,327716,333327068283
2021-08-25,0,916426414,0,114248098698,1.14248e+11,-98698,334243494697
2021-08-26,0,6184045344,0,120432144042,1.20432e+11,-144042,340427540041
2021-08-27,0,-44795940,0,120387348102,1.20387e+11,-348102,340382744101
2021-08-28,0,300538638,0,120687886740,1.20688e+11,113260,340683282739
2021-08-29,0,338670715,0,121026557455,1.21027e+11,442545,341021953454
2021-08-30,0,660896201,0,121687453656,1.21687e+11,-453656,341682849655
2021-08-31,0,-361392064,0,121326061592,1.21326e+11,-61592,341321457591
2021-09-01,0,-25293200,0,121300768392,1.21301e+11,231608,341296164391
2021-09-02,0,-55924096,0,121244844296,1.21245e+11,155704,341240240295
2021-09-03,0,1710739535,-30005000000,92950583831,9.295058383e+10,0,342950979830
2021-09-04,0,508586862,0,93459170693,9.345917069e+10,0,343459566692
2021-09-05,0,-148944140,0,93310226553,9.331022655e+10,0,343310622552
2021-09-06,0,14978930953,0,108289157506,1.08289e+11,-157506,358289553505
2021-09-07,0,5714734060,0,114003891566,1.14004e+11,108434,364004287565
2021-09-08,0,-5118294380,0,108885597186,1.08886e+11,402814,358885993185
2021-09-09,0,-181210126,0,108704387060,1.08704e+11,-387060,358704783059
2021-09-10,0,-1113370131,0,107591016929,1.07591e+11,-16929,357591412928
2021-09-11,0,-1549498220,0,106041518709,1.06042e+11,481291,356041914708
2021-09-12,0,-120320424,0,105921198285,1.05921e+11,-198285,355921594284
2021-09-13,0,-106185768,0,105815012517,1.05815e+11,-12517,355815408516
2021-09-14,0,4305759,0,105819318276,1.05819e+11,-318276,355819714275
2021-09-15,0,2941890211,0,108761208487,1.08761e+11,-208487,358761604486
2021-09-16,0,1218909672,0,109980118159,1.0998e+11,-118159,359980514158
2021-09-17,0,577364852,0,110557483011,1.10557e+11,-483011,360557879010
2021-09-18,0,2283379043,0,112840862054,1.12841e+11,137946,362841258053
2021-09-19,0,57745407,0,112898607461,1.12899e+11,392539,362899003460
2021-09-20,0,6926739398,0,119825346859,1.19825e+11,-346859,369825742858
2021-09-21,0,11606426447,0,131431773306,1.31432e+11,226694,381432169305
2021-09-22,0,7060576640,0,138492349946,1.38492e+11,-349946,388492745945
2021-09-23,0,1014730873,-30005000000,109502080819,1.09502e+11,-80819,389507476818
2021-09-24,0,4719579594,0,114221660413,1.14222e+11,339587,394227056412
2021-09-25,0,2365380072,0,116587040485,1.16587e+11,-40485,396592436484
2021-09-26,0,9631096512,0,126218136997,1.26218e+11,-136997,406223532996
2021-09-27,0,4189007690,0,130407144687,1.30407e+11,-144687,410412540686
2021-09-28,0,13785852,0,130420930539,1.30421e+11,69461,410426326538
2021-09-29,0,8219709,0,130429150248,1.30429e+11,-150248,410434546247
2021-09-30,0,63889910,0,130493040158,1.30493e+11,-40158,410498436157
2021-10-01,0,166330758,0,130659370916,1.30659e+11,-370916,410664766915
2021-10-02,0,69023954,0,130728394870,1.30728e+11,-394870,410733790869
2021-10-03,0,47268751,0,130775663621,1.30776e+11,336379,410781059620
2021-10-04,0,52547025,0,130828210646,1.30828e+11,-210646,410833606645
2021-10-05,0,48870238,0,130877080884,1.30877e+11,-80884,410882476883
2021-10-06,0,52360738,0,130929441622,1.30929e+11,-441622,410934837621
2021-10-07,0,104953182,0,131034394804,1.31034e+11,-394804,411039790803
2021-10-08,0,62403175,0,131096797979,1.31097e+11,202021,411102193978
2021-10-09,0,205758764,0,131302556743,1.31303e+11,443257,411307952742
2021-10-10,0,109311169,0,131411867912,1.31412e+11,132088,411417263911
2021-10-11,0,106849898,0,131518717810,1.31519e+11,282190,411524113809
2021-10-12,0,153538096,0,131672255906,1.31672e+11,-255906,411677651905
2021-10-13,0,-10570162143,0,121102093763,1.21102e+11,-93763,401107489762
2021-10-14,0,261868502,0,121363962265,1.21364e+11,37735,401369358264
2021-10-15,0,397648059,0,121761610324,1.21762e+11,389676,401767006323
2021-10-16,0,346727030,0,122108337354,1.22108e+11,-337354,402113733353
2021-10-17,0,321398097,0,122429735451,1.2243e+11,264549,402435131450
2021-10-18,0,362850447,0,122792585898,1.22793e+11,414102,402797981897
2021-10-19,0,339074884,0,123131660782,1.23132e+11,339218,403137056781
2021-10-20,0,283603965,0,123415264747,1.23415e+11,-264747,403420660746
2021-10-21,0,-6717253017,0,116698011730,1.16698e+11,-11730,396703407729
2021-10-22,0,-7685034747,0,109012976983,1.09013e+11,23017,389018372982
2021-10-23,0,-3999868422,0,105013108561,1.05013e+11,-108561,385018504560
2021-10-24,0,298703316,0,105311811877,1.05312e+11,188123,385317207876
2021-10-25,0,295935802,0,105607747679,1.05608e+11,252321,385613143678
2021-10-26,0,278039078,0,105885786757,1.05886e+11,213243,385891182756
2021-10-27,0,229697300,0,106115484057,1.06115e+11,-484057,386120880056
2021-10-28,0,113739030,0,106229223087,1.06229e+11,-223087,386234619086
2021-10-29,0,184144486,0,106413367573,1.06413e+11,-367573,386418763572
2021-10-30,0,1666753915,0,108080121488,1.0808e+11,-121488,388085517487
2021-10-31,0,835797021,0,108915918509,1.08916e+11,81491,388921314508
2021-11-01,0,194237521,0,109110156030,1.0911e+11,-156030,389115552029
2021-11-02,0,269803325,0,109379959355,1.0938e+11,40645,389385355354
2021-11-03,0,333118613,0,109713077968,1.09713e+11,-77968,389718473967
2021-11-04,0,230177950,0,109943255918,1.09943e+11,-255918,389948651917
2021-11-05,0,-2209650592,0,107733605326,1.07734e+11,394674,387739001325
2021-11-06,0,195668474,0,107929273800,1.07929e+11,-273800,387934669799
2021-11-07,0,136962205,0,108066236005,1.08066e+11,-236005,388071632004
2021-11-08,0,205601614,0,108271837619,1.08272e+11,162381,388277233618
2021-11-09,0,270840038,0,108542677657,1.08543e+11,322343,388548073656
2021-11-10,0,-1258451655,0,107284226002,1.07284e+11,-226002,387289622001
2021-11-11,0,266766074,0,107550992076,1.07551e+11,7924,387556388075
2021-11-12,0,117461092,0,107668453168,1.07668e+11,-453168,387673849167
2021-11-13,0,172314481,0,107840767649,1.07841e+11,232351,387846163648
2021-11-14,0,115179338,0,107955946987,1.07956e+11,53013,387961342986
2021-11-15,0,58621032,0,108014568019,1.08015e+11,431981,388019964018
2021-11-16,0,-7511523338,0,100503044681,1.00503e+11,-44681,380508440680
2021-11-17,0,-6730700401,0,93772344280,9.377234428e+10,0,373777740279
2021-11-18,0,124456310,0,93896800590,9.389680059e+10,0,373902196589
2021-11-19,0,-4234162021,0,89662638569,8.966263857e+10,0,369668034568
2021-11-20,0,-17781929,0,89644856640,8.964485664e+10,0,369650252639
2021-11-21,0,-16458296,0,89628398344,8.962839834e+10,0,369633794343
2021-11-22,0,-26124179,0,89602274165,8.960227416e+10,0,369607670164
2021-11-23,0,-26938696,0,89575335469,8.957533547e+10,0,369580731468
2021-11-24,0,-26922089,0,89548413380,8.954841338e+10,0,369553809379
2021-11-25,0,-26770026,0,89521643354,8.952164335e+10,0,369527039353
2021-11-26,0,-195254305,0,89326389049,8.932638905e+10,0,369331785048
2021-11-27,0,1138228427,0,90464617476,9.046461748e+10,0,370470013475
2021-11-28,0,681171579,0,91145789055,9.114578906e+10,0,371151185054
2021-11-29,0,-1874189656,0,89271599399,8.92715994e+10,0,369276995398
2021-11-30,0,-25877036,0,89245722363,8.924572236e+10,0,369251118362
2021-12-01,0,-83779387,0,89161942976,8.916194298e+10,0,369167338975
2021-12-02,0,-26390664,0,89135552312,8.913555231e+10,0,369140948311
2021-12-03,0,-26642132,0,89108910180,8.910891018e+10,0,369114306179
2021-12-04,0,-8252559183,0,80856350997,8.0856351e+10,0,360861746996
2021-12-05,0,76831029,0,80933182026,8.093318203e+10,0,360938578025
2021-12-06,0,53513862,0,80986695888,8.098669589e+10,0,360992091887
2021-12-07,0,-8398394122,0,72588301766,7.258830177e+10,0,352593697765
2021-12-08,0,58590,0,72588360356,7.258836036e+10,0,352593756355
2021-12-09,0,-86276,0,72588274080,7.258827408e+10,0,352593670079
2021-12-10,0,-87775,0,72588186305,7.25881863e+10,0,352593582304
2021-12-11,0,-79885,0,72588106420,7.258810642e+10,0,352593502419
2021-12-12,0,-31991,0,72588074429,7.258807443e+10,0,352593470428
2021-12-13,0,29472,0,72588103901,7.25881039e+10,0,352593499900
2021-12-14,0,46617,0,72588150518,7.258815052e+10,0,352593546517
2021-12-15,0,-39829,0,72588110689,7.258811069e+10,0,352593506688
2021-12-16,0,-65852,0,72588044837,7.258804484e+10,0,352593440836
2021-12-17,0,-88906,0,72587955931,7.258795593e+10,0,352593351930
2021-12-18,0,-4167,0,72587951764,7.258795176e+10,0,352593347763
2021-12-19,0,-40889,0,72587910875,7.258791088e+10,0,352593306874
2021-12-20,0,-56803,0,72587854072,7.258785407e+10,0,352593250071
2021-12-21,0,-6613647,0,72581240425,7.258124042e+10,0,352586636424
2021-12-22,0,-6696377,0,72574544048,7.257454405e+10,0,352579940047
2021-12-23,0,379139846,0,72953683894,7.295368389e+10,0,352959079893
2021-12-24,0,751853058,0,73705536952,7.370553695e+10,0,353710932951
2021-12-25,0,-3980434,0,73701556518,7.370155652e+10,0,353706952517
2021-12-26,0,3549546,0,73705106064,7.370510606e+10,0,353710502063
2021-12-27,0,-7959854,0,73697146210,7.369714621e+10,0,353702542209
2021-12-28,0,12797939,0,73709944149,7.370994415e+10,0,353715340148
2021-12-29,0,5419287,0,73715363436,7.371536344e+10,0,353720759435
2021-12-30,0,11769340,0,73727132776,7.372713278e+10,0,353732528775
2021-12-31,0,-159371,0,73726973405,7.37269734e+10,0,353732369404
