date,active_contracts,missing_mark_contracts,cash_flow_sat,model_wallet_btc,known_unrealised_btc,reference_equity_btc,reference_equity_usd,gross_reference_value_usd,gross_value_to_reference_equity,btc_collateral_value_usd,btc_factor_delta_usd,btc_derivative_delta_usd,alt_factor_delta_usd,btc_inverse_net_contracts,futures_gross_reference_usd,largest_alt_factor_abs_usd,largest_alt_factor,model_wallet_sat,cash_date_ambiguity
2018-04-11,0,0,0,1.68760232,0.0,1.68760232,11720.036724347023,0.0,0.0,11720.036724347023,11720.036724345846,-1.1768861440941691e-09,0.0,0,0.0,0.0,,168760232,False
2018-04-12,1,0,0,1.65151099,-0.000853391281607151,1.650657598718393,13047.342831666849,50000.0,3.8321979153216064,13054.088318210715,-36952.657168330916,-50006.74548654163,0.0,-50000,0.0,0.0,,165151099,False
2018-04-13,1,0,0,2.29768158,0.07611683171271325,2.373798411712713,18798.26319434637,210000.0,11.171244802187793,18195.48907966366,228798.26319447602,210602.77411481238,0.0,210000,0.0,0.0,,229768158,False
2018-04-14,1,0,0,1.68646681,-0.10408019279192925,1.5823866172080707,12669.24860526516,351000.0,27.704879029221146,13502.55812837742,-338330.7513949876,-351833.309523365,0.0,-351000,0.0,0.0,,168646681,False
2018-04-15,1,0,0,1.63670577,0.006573612375535965,1.643279382375536,13708.682103122295,400000.0,29.178588940281564,13653.843246570039,-386291.31789728487,-399945.1611438549,0.0,-400000,0.0,0.0,,163670577,False
2018-04-16,1,0,43400664,3.28085568,0.12304077685158432,3.4038964568515846,27391.09397273078,25420.0884292808,0.9280421021003317,26400.987039708263,52811.18240200158,26410.195362293314,-25420.088429273164,0,25420.0884292808,25420.0884292808,ada,328085568,False
2018-04-17,1,0,0,3.48938891,-0.0014357085601902008,3.48795320143981,27512.060862443104,600000.0000000001,21.808617064345917,27523.38535534983,627512.0608619545,599988.6755066046,0.0,600000,0.0,0.0,,348938891,False
2018-04-18,0,0,-100120000,3.89856538,0.0,3.89856538,31823.34539477988,0.0,0.0,31823.34539477988,31823.345394786884,7.0031092036515474e-09,0.0,0,0.0,0.0,,389856538,False
2018-04-19,1,0,0,2.20972797,-0.0026719823637218775,2.207055987636278,18258.90205007001,5000.0,0.2738390285620065,18281.007272833736,13258.90205007454,-5022.105222759197,0.0,-5000,0.0,0.0,,220972797,False
2018-04-20,1,0,0,2.38707687,0.03342245279434204,2.420499322794342,21396.00650405519,400000.00000000006,18.695077510103953,21100.5686947425,-378603.9934958899,-399704.5621906324,0.0,-400000,0.0,0.0,,238707687,False
2018-04-21,0,0,0,3.01240677,0.0,3.01240677,26700.590399593624,0.0,0.0,26700.590399593624,26700.590399577777,-1.58470356836915e-08,0.0,0,0.0,0.0,,301240677,False
2018-04-22,0,0,0,3.04700569,0.0,3.04700569,26816.572415800874,0.0,0.0,26816.572415800874,26816.572415773408,-2.7466739993542433e-08,0.0,0,0.0,0.0,,304700569,False
2018-04-23,0,0,0,3.12122655,0.0,3.12122655,27875.00211056088,0.0,0.0,27875.00211056088,27875.002110540663,-2.021624823100865e-08,0.0,0,0.0,0.0,,312122655,False
2018-04-24,1,0,-100120000,2.79394173,0.056791288311173915,2.850733018311174,27515.884547302638,200000.00000000003,7.268528825819844,26967.72289118635,-172484.1154527894,-199451.83834397577,0.0,-200000,0.0,0.0,,279394173,False
2018-04-25,0,0,-50160000,3.36604306,0.0,3.36604306,29808.024398765945,0.0,0.0,29808.024398765945,29808.024398789712,2.376691554673016e-08,0.0,0,0.0,0.0,,336604306,False
2018-04-26,0,0,0,4.26005393,0.0,4.26005393,39468.23848552863,0.0,0.0,39468.23848552863,39468.23848553322,4.591129254549742e-09,0.0,0,0.0,0.0,,426005393,False
2018-04-27,0,0,-100120000,3.72954959,0.0,3.72954959,33496.318566174596,0.0,0.0,33496.318566174596,33496.31856613996,-3.463355824351311e-08,0.0,0,0.0,0.0,,372954959,True
2018-04-28,0,0,0,3.79766956,0.0,3.7976695599999997,35477.163239893634,0.0,0.0,35477.163239893634,35477.16323988425,-9.38598532229662e-09,0.0,0,0.0,0.0,,379766956,True
2018-04-29,0,0,0,4.13716248,0.0,4.13716248,38876.90601844521,0.0,0.0,38876.90601844521,38876.9060184859,4.068715497851372e-08,0.0,0,0.0,0.0,,413716248,False
2018-04-30,0,0,0,4.13716248,0.0,4.13716248,38180.740946278296,0.0,0.0,38180.740946278296,38180.74094626354,-1.4755642041563988e-08,0.0,0,0.0,0.0,,413716248,False
2018-05-01,0,0,0,4.12037733,0.0,4.12037733,37380.75848213858,0.0,0.0,37380.75848213858,37380.75848214066,2.08092387765646e-09,0.0,0,0.0,0.0,,412037733,False
2018-05-02,0,0,0,4.17605403,0.0,4.17605403,38436.93432599949,0.0,0.0,38436.93432599949,38436.93432605505,5.555921234190464e-08,0.0,0,0.0,0.0,,417605403,False
2018-05-03,1,1,0,4.06293835,0.0,,,,,39616.49356418196,,,,0,0.0,0.0,,406293835,False
2018-05-04,0,0,0,4.12162686,0.0,4.12162686,39965.94386966049,0.0,0.0,39965.94386966049,39965.94386961078,-4.9709342420101166e-08,0.0,0,0.0,0.0,,412162686,False
2018-05-05,0,0,0,4.12162702,0.0,4.12162702,40375.15234804971,0.0,0.0,40375.15234804971,40375.15234806051,1.0797521099448204e-08,0.0,0,0.0,0.0,,412162702,False
2018-05-06,0,0,0,4.23469469,0.0,4.23469469,40632.263204218514,0.0,0.0,40632.263204218514,40632.26320424292,2.440356183797121e-08,0.0,0,0.0,0.0,,423469469,False
2018-05-07,0,0,0,4.63516754,0.0,4.63516754,43290.19751825897,0.0,0.0,43290.19751825897,43290.19751829037,3.1403033062815666e-08,0.0,0,0.0,0.0,,463516754,False
2018-05-08,0,0,0,4.63516754,0.0,4.63516754,42700.87669731977,0.0,0.0,42700.87669731977,42700.87669730856,-1.121225068345666e-08,0.0,0,0.0,0.0,,463516754,False
2018-05-09,0,0,0,5.07025044,0.0,5.07025044,47118.051676274925,0.0,0.0,47118.051676274925,47118.05167629791,2.2984750103205442e-08,0.0,0,0.0,0.0,,507025044,False
2018-05-10,0,0,0,5.07025044,0.0,5.07025044,45822.54304006997,0.0,0.0,45822.54304006997,45822.54304001253,-5.7436409406363964e-08,0.0,0,0.0,0.0,,507025044,False
2018-05-11,0,0,0,6.82757757,0.0,6.82757757,57486.55487598197,0.0,0.0,57486.55487598197,57486.55487594078,-4.1189196053892374e-08,0.0,0,0.0,0.0,,682757757,False
2018-05-12,0,0,-200120000,5.7540161,0.0,5.7540161,48827.287506166496,0.0,0.0,48827.287506166496,48827.28750613751,-2.898741513490677e-08,0.0,0,0.0,0.0,,575401610,False
2018-05-13,0,0,0,5.81226274,0.0,5.81226274,50542.4666843805,0.0,0.0,50542.4666843805,50542.466684382816,2.3137545213103294e-09,0.0,0,0.0,0.0,,581226274,False
2018-05-14,0,0,0,5.88954663,0.0,5.88954663,51068.695684388375,0.0,0.0,51068.695684388375,51068.69568433467,-5.3703843150287867e-08,0.0,0,0.0,0.0,,588954663,False
2018-05-15,0,0,0,5.97566655,0.0,5.97566655,50724.22692810475,0.0,0.0,50724.22692810475,50724.226928068674,-3.6074197851121426e-08,0.0,0,0.0,0.0,,597566655,False
2018-05-16,0,0,0,6.86412627,0.0,6.86412627,57162.770111802405,0.0,0.0,57162.770111802405,57162.77011179045,-1.1954398360103369e-08,0.0,0,0.0,0.0,,686412627,False
2018-05-17,0,0,0,6.90251118,0.0,6.90251118,55568.77834677256,0.0,0.0,55568.77834677256,55568.77834678744,1.4879333321005106e-08,0.0,0,0.0,0.0,,690251118,False
2018-05-18,0,0,0,6.93797181,0.0,6.93797181,57120.92173609006,0.0,0.0,57120.92173609006,57120.921736095625,5.566107574850321e-09,0.0,0,0.0,0.0,,693797181,False
2018-05-19,0,0,0,7.00234391,0.0,7.00234391,57625.669717318604,0.0,0.0,57625.669717318604,57625.66971734486,2.6258931029587984e-08,0.0,0,0.0,0.0,,700234391,False
2018-05-20,0,0,0,6.9839619,0.0,6.9839619,59443.63434402986,0.0,0.0,59443.63434402986,59443.63434402476,-5.1004462875425816e-09,0.0,0,0.0,0.0,,698396190,False
2018-05-21,0,0,0,7.05712556,0.0,7.05712556,59270.13793507155,0.0,0.0,59270.13793507155,59270.13793509104,1.9492290448397398e-08,0.0,0,0.0,0.0,,705712556,False
2018-05-22,1,0,0,5.91855233,0.07724745803870678,5.995799788038706,48011.52588414901,300000.0,6.248499594116106,47392.96481436331,348011.52588406694,300618.56106970366,0.0,300000,0.0,0.0,,591855233,False
2018-05-23,0,0,0,3.73188025,0.0,3.7318802500000006,28066.977554627283,0.0,0.0,28066.977554627283,28066.977554608457,-1.8826540326699615e-08,0.0,0,0.0,0.0,,373188025,False
2018-05-24,1,0,345955101,5.4952855,0.4433043008567524,5.938589800856751,44988.52630752064,299999.99999999994,6.668366906471652,41630.21939121303,344988.5263073884,303358.30691617535,0.0,300000,0.0,0.0,,549528550,False
2018-05-25,1,0,0,5.91822051,0.011336103870372772,5.929556613870373,44029.1854409628,200001.0,4.542464231326159,43945.01061104059,244030.18544082443,200085.17482978385,0.0,200001,0.0,0.0,,591822051,False
2018-05-26,0,0,0,6.8033248,0.0,6.8033248,49843.22016063091,0.0,0.0,49843.22016063091,49843.22016058286,-4.8050424084067345e-08,0.0,0,0.0,0.0,,680332480,False
2018-05-27,0,0,0,6.8033248,0.0,6.8033248,49924.11072627968,0.0,0.0,49924.11072627968,49924.11072627874,-9.38598532229662e-10,0.0,0,0.0,0.0,,680332480,False
2018-05-28,0,0,0,6.40861693,0.0,6.40861693,45570.54631417871,0.0,0.0,45570.54631417871,45570.54631419305,1.4340912457555532e-08,0.0,0,0.0,0.0,,640861693,False
2018-05-29,0,0,0,7.26568987,0.0,7.26568987,54155.79105052902,0.0,0.0,54155.79105052902,54155.791050543485,1.446460373699665e-08,0.0,0,0.0,0.0,,726568987,False
2018-05-30,1,0,0,7.50321279,1.110694682991998e-06,7.503213900694684,55333.719322185694,1.0,1.807216309059956e-05,55333.71113117999,55334.71932219982,1.008191019827791,0.0,1,0.0,0.0,,750321279,False
2018-05-31,1,0,0,7.71199929,-8.52329931800923e-07,7.7119984376700685,57676.04559432568,1.0,1.733822056792296e-05,57676.051968681226,57677.04559431877,0.993625637544028,0.0,1,0.0,0.0,,771199929,False
2018-06-01,1,0,0,8.15861379,-2.0683718187669367e-06,8.158611721628182,61351.41999095752,1.0,1.6299541235514815e-05,61351.43554477384,61350.41999092209,-1.0155538517501554,0.0,-1,0.0,0.0,,815861379,False
2018-06-02,1,0,0,8.17258197,0.038030169288949964,8.21061213928895,62708.12533983442,328759.0,5.242685827687479,62417.67188983464,-266050.87466032273,-328468.54655015736,0.0,-328759,0.0,0.0,,817258197,False
2018-06-03,1,0,0,8.21984743,3.537438271800056e-07,8.219847783743827,63310.56581627314,1.0,1.5795151837720003e-05,63310.56309168232,63309.56581627106,-0.9972754112604889,0.0,-1,0.0,0.0,,821984743,False
2018-06-04,1,0,0,8.63289167,0.05116141290702939,8.68405308290703,65014.49379856296,76243.0,1.1727077386194342,64631.46604292695,-11228.506201405253,-75859.9722443322,0.0,-76243,0.0,0.0,,863289167,False
2018-06-05,1,0,0,8.97956348,0.013619700193042756,8.993183180193043,68448.46483738966,100001.0,1.4609677549024431,68344.80325827132,-31552.535162627464,-99897.33842089878,0.0,-100001,0.0,0.0,,897956348,False
2018-06-06,1,0,0,9.26198551,5.35699030943415e-07,9.261986045699032,70861.37876441286,1.0,1.4112059593486316e-05,70861.37466589967,70860.37876448245,-0.9959014172200114,0.0,-1,0.0,0.0,,926198551,False
2018-06-07,1,0,0,9.26198558,2.770123633291405e-07,9.261985857012363,71001.90099574917,1.0,1.4084129945476662e-05,71001.89887218682,71000.90099571389,-0.9978764729312388,0.0,-1,0.0,0.0,,926198558,False
2018-06-08,1,0,0,9.26198565,1.0187931023197417e-06,9.261986668793101,70600.44116397414,0.9999999999999999,1.4164217439908547e-05,70600.43339811946,70599.44116394036,-0.9922341791098006,0.0,-1,0.0,0.0,,926198565,False
2018-06-09,1,0,0,9.26198575,2.172148906725779e-06,9.261987922148906,69985.17100305451,1.0,1.4288741252862767e-05,69985.15458992441,69984.17100294319,-0.9835869812231977,0.0,-1,0.0,0.0,,926198575,False
2018-06-10,1,0,0,9.97555079,7.622370016486457e-08,9.975550866223701,67282.4550620514,1.0,1.4862715682383285e-05,67282.45454794269,67283.45506206097,1.0005141182773514,0.0,1,0.0,0.0,,997555079,False
2018-06-11,1,0,0,9.99684502,-0.08457219893294811,9.912272821067052,67893.64371168055,107455.0,1.5826960246281971,68472.91698693417,175348.64371169533,106875.72672476116,0.0,107455,0.0,0.0,,999684502,False
2018-06-12,1,0,0,10.02028631,-0.2873829866281414,9.732903323371858,63523.737006235824,448499.0,7.0603371454039765,65399.39945310252,512022.7370061548,446623.3375530523,0.0,448499,0.0,0.0,,1002028631,False
2018-06-13,1,0,0,10.13969105,8.937727748987527e-07,10.139691943772775,63946.10076317467,1.0,1.5638170084889378e-05,63946.09512658489,63947.10076314368,1.0056365587879554,0.0,1,0.0,0.0,,1013969105,False
2018-06-14,1,0,0,10.97751692,0.05164169401395321,11.029158614013955,73120.78627421286,224732.0,3.0734352220615424,72778.41371407625,-151611.2137259188,-224389.62743999503,0.0,-224732,0.0,0.0,,1097751692,False
2018-06-15,1,0,0,11.52946049,0.019097349915990828,11.548557839915992,73907.00588219942,400000.99999999994,5.412220333178733,73784.7890675858,473908.00588182174,400123.2168142359,0.0,400001,0.0,0.0,,1152946049,False
2018-06-16,1,0,0,12.58067204,-3.3711407378510556e-07,12.580671702885928,81715.42951147126,1.0,1.2237590941862692e-05,81715.43170113345,81716.4295114344,0.9978103009489132,0.0,1,0.0,0.0,,1258067204,False
2018-06-17,1,0,0,12.58067244,-1.4020804479408071e-06,12.58067103791955,81154.0588383754,1.0,1.2322242587910207e-05,81154.0678827673,81155.05883833976,0.9909555724589154,0.0,1,0.0,0.0,,1258067244,False
2018-06-18,1,0,0,12.87434789,-5.488478186886459e-07,12.87434734115218,86307.21178996205,1.0,1.1586517270811719e-05,86307.21546933497,86308.21178994665,0.9963206116808578,0.0,1,0.0,0.0,,1287434789,False
2018-06-19,1,0,0,12.94962159,2.730399623202538e-07,12.949621863039962,87183.44326841363,1.0,1.1470067738908609e-05,87183.44143016968,87182.4432683934,-0.9981617762823589,0.0,-1,0.0,0.0,,1294962159,False
2018-06-20,1,0,0,13.55765802,8.977985615261241e-07,13.55765891779856,91557.67474599085,1.0,1.0922077289253004e-05,91557.66868297147,91556.67474602524,-0.993936946237227,0.0,-1,0.0,0.0,,1355765802,False
2018-06-21,1,0,0,13.55765787,1.6212592643389507e-06,13.557659491259264,91112.53196570516,1.0,1.0975438596925403e-05,91112.5210702378,91111.53196572559,-0.9891045122058131,0.0,-1,0.0,0.0,,1355765787,False
2018-06-22,2,0,0,14.12810194,-0.038562271714150026,14.08953966828585,85376.63444043475,27685.396021665398,0.32427368685961544,85610.30545118767,57693.23841872392,-27917.067032463747,27684.396021722932,1,27684.396021665398,27684.396021665398,ada,1412810194,False
2018-06-23,3,0,0,15.20480004,0.29222591599396697,15.49702595599397,95682.13716104523,490619.86236425804,5.127601419881354,93877.86837711562,448488.2747966185,354610.40641950286,68906.86236431065,421713,168906.86236425804,68906.862364258,ada,1520480004,False
2018-06-24,4,0,0,13.15219368,0.5133066275307405,13.66550030753074,83994.82265234824,516788.18065125425,6.15261946310933,80839.79003916541,167208.6420009873,86368.8519618219,216787.18065137218,300001,316787.18065125425,151383.20462413726,eos,1315219368,False
2018-06-25,4,0,0,14.40824391,1.147256598571341,15.55550050857134,97121.31872729499,302448.5515416628,3.114131433809111,89958.38149422791,-5325.23281435715,-95283.61430858506,202447.55154148152,100001,302447.5515416628,134931.74147350728,eos,1440824391,False
2018-06-26,4,0,0,14.58084451,-1.056287294760518,13.524557215239483,82447.4422901906,353584.89240375574,4.2886095988186215,88886.7056531714,-71135.45011357928,-160022.1557667507,253583.89240383985,100001,353583.89240375574,190409.10082619023,eos,1458084451,False
2018-06-27,4,0,0,15.86617783,-0.2129499425880623,15.653227887411935,96098.13515558769,428322.68104280723,4.457138323749273,97405.47524616795,267777.45411280193,170371.978866634,128321.68104279845,300001,228321.68104280723,64227.13601872327,ada,1586617783,False
2018-06-28,4,0,0,15.8642093,-3.541290610921111,12.32291868907889,72195.49232368555,505099.7683460311,6.996278466825004,92942.62419783129,167097.7239775675,74155.09977973622,205098.76834592433,300001,305098.7683460311,110488.52337352469,eos,1586420930,False
2018-06-29,3,0,0,12.20588369,0.910158575204114,13.116042265204115,81593.7672151628,216776.06866325624,2.6567723989458365,75931.74925177886,64819.698551873444,-11112.05069990542,116775.06866311887,100001,216775.06866325624,116775.06866325623,eos,1220588369,False
2018-06-30,3,0,0,13.63616496,0.9783252949738379,14.614490254973838,93175.28519711639,221556.86789041344,2.377850171552469,86937.93194124647,71620.41730669443,-15317.514634552033,121555.86789034714,100001,221555.86789041344,121555.86789041346,eos,1363616496,False
2018-07-01,3,0,0,13.6361649,1.0578144240246323,14.693979324024633,93474.31737789717,222014.72917436372,2.3751414870119296,86745.13401525763,71461.58820352866,-15283.545811728967,122013.72917450499,100001,222013.72917436372,122013.72917436373,eos,1363616490,False
2018-07-02,3,0,0,15.05652775,1.6157430841283535,16.672270834128355,110176.48701649737,100009.92975189612,0.9077248009997002,99499.06348484143,210168.55726440554,110669.4937795641,8.929751857067458,100001,100008.92975189612,8.92975189610913,eos,1505652775,False
2018-07-03,3,0,0,16.0270597,1.3594558381964679,17.386515538196466,112982.93056503832,100009.7957134025,0.8851761519482992,104148.76800752335,212975.13485151285,108826.3668439895,8.795713365543634,100001,100008.7957134025,8.79571340251051,eos,1602705970,False
2018-07-04,3,0,0,16.53069262,1.5489079028234,18.0796005228234,118951.7191515754,100009.88666231395,0.8407603301207893,108760.93768957812,218943.8324890216,110182.89479944347,8.886662180884741,100001,100008.88666231395,8.88666231394189,eos,1653069262,False
2018-07-05,3,0,0,16.96004745,1.446496355339353,18.406543805339354,120292.25633004999,100009.83232967615,0.8313904434153745,110838.971009506,220284.42400034692,109445.45299084092,8.832329694996588,100001,100008.83232967615,8.832329676160038,eos,1696004745,False
2018-07-06,3,0,0,16.96898764,1.2893159289004723,18.258303568900473,120476.66925900879,229101.19088065007,1.9016228809257087,111969.17084053069,91377.47837834468,-20591.69246218601,129100.19088056288,100001,229100.19088065007,129100.19088065007,eos,1696898764,False
2018-07-07,3,0,0,17.35476728,1.3981575263418888,18.75292480634189,126354.50843098885,631677.529777947,4.999248049173891,116933.92424082175,494678.9786528825,377745.05441206077,131676.5297778329,500001,231676.52977794697,131676.52977794697,eos,1735476728,False
2018-07-08,3,0,0,17.48806894,1.4038872686878978,18.8919562086879,126669.05464734569,230338.90445979836,1.8184307532812636,117256.10284967205,96332.15018744522,-20923.95266222683,130337.90445959312,100001,230337.90445979836,130337.90445979837,eos,1748806894,False
2018-07-09,3,0,0,17.1201746,-0.6926985348386029,16.427476065161397,109473.09629383663,371027.9903815433,3.389216190484532,114089.25601954192,-61552.89408787212,-175642.15010741405,271026.99038150604,100001,371026.9903815433,271026.9903815433,eos,1712017460,False
2018-07-10,3,0,0,16.64477687,-0.6914092696175771,15.953367600382425,100651.13633895924,350709.8451636684,3.4844101906867238,105013.29550218386,-50056.70882484992,-155070.00432703376,250708.84516389924,100001,350708.8451636684,250708.84516366836,eos,1664477687,False
2018-07-11,3,0,0,16.37897761,-0.4153831070070923,15.963594502992908,101815.43077755248,385241.12749771244,3.7837204494021313,104464.73447727475,-83423.6967202014,-187888.43119747617,285240.12749774556,100001,385240.12749771244,285240.12749771244,eos,1637897761,False
2018-07-12,3,0,0,16.9080437,-1.627089273923171,15.280954426076828,94122.5295681458,369453.5042294309,3.925239854098294,104144.53173009877,-75328.97466124268,-179473.50639134145,269452.50422970275,100001,369452.5042294309,269452.5042294309,eos,1690804370,False
2018-07-13,4,0,0,18.0760202,-0.6508732090971456,17.425146990902853,108192.48625453975,386351.5109420979,3.570964346203724,112233.74861895223,-78156.75051286235,-190390.49913181458,286350.23676702986,100001,386350.5109420979,286350.3738546327,eos,1807602020,False
