date,active_contracts,missing_mark_contracts,cash_flow_sat,model_wallet_btc,known_unrealised_btc,reference_equity_btc,reference_equity_usd,gross_reference_value_usd,gross_value_to_reference_equity,btc_collateral_value_usd,btc_factor_delta_usd,btc_derivative_delta_usd,alt_factor_delta_usd,btc_inverse_net_contracts,futures_gross_reference_usd,largest_alt_factor_abs_usd,largest_alt_factor,model_wallet_sat,cash_date_ambiguity
2020-03-14,2,0,0,600.51825951,5.00166659310063,605.5199261031006,3115504.475880587,3000478.0,0.9630793417980646,3089770.0384394415,115028.4758838825,-2974741.562555559,0.0,-3000476,1.0,0.0,,60051825951,False
2020-03-15,2,0,0,523.21565583,4.28704739146037,527.5027032214604,2826681.6104309787,3000933.9999999995,1.0616455666340339,2803708.992564792,-174250.38957037032,-2977959.382135162,0.0,-3000932,1.0,0.0,,52321565583,False
2020-03-16,2,0,0,601.43069579,-1.9224170582412374,599.5082787317588,3005291.469658229,1316382.0,0.43802140767055214,3014928.4067802313,1688911.4696602337,-1326016.9371199976,0.0,-1316380,1.0,0.0,,60143069579,False
2020-03-17,2,0,0,599.94989946,-13.195107002125772,586.7547924578743,3178306.786069351,2000728.0,0.6294949275410646,3249781.4440812464,1177580.7860703208,-2072200.6580109256,0.0,-2000726,1.0,0.0,,59994989946,False
2020-03-18,2,0,0,572.0192318,-0.3033045425409581,571.7159272574589,3082971.183351229,50759.0,0.016464312178495397,3084606.749407468,3032214.1833533533,-52392.566054114606,0.0,-50757,0.9999999999999999,0.0,,57201923180,False
2020-03-19,2,0,0,553.06722835,-0.9256475074885965,552.1415808425114,3425238.804978382,3000530.0,0.8760060745659273,3430981.1070842,424710.80497838557,-3006270.302105814,0.0,-3000528,0.9999999999999999,0.0,,55306722835,False
2020-03-20,2,0,0,500.00008358,-10.770775090761274,489.22930848923875,3020574.878670978,2995394.0000000005,0.991663547608508,3087075.2540541184,25182.878670748323,-3061892.37538337,0.0,-2995392,1.0,0.0,,50000008358,False
2020-03-21,2,0,0,525.46551821,2.2994238981894877,527.7649421081895,3259387.1019062204,3009246.0,0.923255172188683,3245186.248462572,250143.10190454125,-2995043.146558031,0.0,-3009244,1.0,0.0,,52546551821,False
2020-03-22,2,0,0,568.15367133,-0.010030292878677257,568.1436410371213,3312596.1442403686,2432.0,0.0007341673702749831,3312654.6264746413,3315028.1442375854,2373.5177629441023,0.0,2432,1.0,0.0,,56815367133,False
2020-03-23,2,0,0,602.78128702,-24.053156867491396,578.7281301525086,3753867.153664465,4000235.9999999995,1.0656306779783171,3909885.7586059957,-246366.84633325785,-4156252.6049392535,0.0,-4000234,1.0,0.0,,60278128702,False
2020-03-24,2,0,-5001200000,526.37768554,-10.065346450270548,516.3123390897294,3498045.846700689,4006017.0000000005,1.145215693435929,3566239.1488558277,-507969.1532999277,-4074208.3021557555,0.0,-4006015,1.0,0.0,,52637768554,False
2020-03-25,2,0,0,527.53056689,-0.2784139360003178,527.2521529539997,3527300.565224914,4006017.0000000005,1.1357175057591278,3529163.145829504,-478714.4347769208,-4007877.5806064247,0.0,-4006015,1.0,0.0,,52753056689,False
2020-03-26,2,0,0,527.49327831,-10.107495074932158,517.385783235068,3494661.751303007,6006016.999999999,1.7186261296277436,3562932.4258835656,-2511353.2486953773,-6074285.674578942,0.0,-6006015,1.0,0.0,,52749327831,False
2020-03-27,1,0,0,516.94432618,14.277918306160126,531.2222444861601,3448054.9088676455,7006314.999999999,2.0319615508387887,3355379.862189985,-3558260.0911310874,-6913639.953321072,0.0,-7006315,0.0,0.0,,51694432618,False
2020-03-28,1,0,0,553.89739813,25.335463440024263,579.2328615700243,3609674.867812495,6006315.0,1.6639490314095509,3451788.8228185135,-2396640.1321836747,-5848428.955002189,0.0,-6006315,0.0,0.0,,55389739813,False
2020-03-29,1,0,0,567.0211026,52.49660269465477,619.5177052946547,3658163.822260709,4006315.0000000005,1.0951710187555617,3348178.859558406,-348151.17773832753,-3696330.0372967334,0.0,-4006315,0.0,0.0,,56702110260,False
2020-03-30,1,0,0,614.83143436,0.001326058705887869,614.8327604187059,3957620.500193707,685.0,0.00017308380123017667,3957611.9644788643,3958305.5001916364,693.535712772049,0.0,685,0.0,0.0,,61483143436,False
2020-03-31,1,0,0,623.62183497,0.00029135272753273136,623.6221263227276,4011376.514785466,315.0,7.852666007265754e-05,4011374.6406930634,4011061.5147836506,-313.1259094127454,0.0,-315,0.0,0.0,,62362183497,False
2020-04-01,1,0,0,622.9007519,-23.14596560148628,599.7547862985137,3984237.0236304,4000315.0000000005,1.0040353965575448,4137998.219378853,-16077.976368833333,-4154076.1957476866,0.0,-4000315,0.0,0.0,,62290075190,False
2020-04-02,1,0,0,512.4622838,6.170548795992737,518.6328325959928,3522939.1397381485,6000189.000000001,1.7031770240702995,3481024.1923981276,-2477249.860262964,-5958274.052661091,0.0,-6000189,0.0,0.0,,51246228380,False
2020-04-03,1,0,0,512.0329314,11.513434188210297,523.5463655882104,3534934.0417915336,6000189.000000001,1.6973977248410146,3457196.456116375,-2465254.9582067877,-5922451.414323162,0.0,-6000189,0.0,0.0,,51203293140,False
2020-04-04,1,0,0,511.13720537,-2.488475059421692,508.6487303105783,3489324.7805899885,6000189.0,1.7195845549766982,3506395.692544135,-2510864.219404757,-6017259.911948891,0.0,-6000189,0.0,0.0,,51113720537,False
2020-04-05,1,0,0,511.18066499,6.421563396621399,517.6022283866214,3514939.6683980497,6000189.0,1.7070531975118124,3471332.0355903762,-2485249.33159817,-5956581.367188547,0.0,-6000189,0.0,0.0,,51118066499,False
2020-04-06,1,0,0,481.31145402,-5.508976856931686,475.8024771630683,3472489.1467222837,3000189.0,0.863988013564249,3512694.616982337,472300.14672270045,-3040394.4702596366,0.0,-3000189,0.0,0.0,,48131145402,False
2020-04-07,1,0,0,482.94424204,-0.8865202003836059,482.0577218396164,3464834.8693728116,3520511.0,1.0160689131592775,3471206.81605789,-55676.1306268163,-3526882.9466847065,0.0,-3520511,0.0,0.0,,48294424204,False
2020-04-08,1,0,0,480.35067932,-13.15344566656311,467.19723365343685,3444268.999694058,7000830.0,2.0326025640337204,3541238.762965623,-3556561.0003005713,-7097799.763266195,0.0,-7000830,0.0,0.0,,48035067932,False
2020-04-09,1,0,0,479.04655938,-6.87943811568634,472.16712126431366,3446621.291592494,10000830.000000002,2.9016329773147684,3496838.2948862165,-6554208.708410151,-10051047.003296368,0.0,-10000830,0.0,0.0,,47904655938,False
2020-04-10,1,0,0,512.61611762,42.82786325668747,555.4439808766874,3810247.2145722,8218695.0,2.1569978369297917,3516455.667092814,-4408447.785428725,-7924903.452521539,0.0,-8218695,0.0,0.0,,51261611762,False
2020-04-11,1,0,0,511.34418959,38.761883075045624,550.1060726650456,3786480.3434108393,8218694.999999999,2.1705368190546706,3519675.2386676725,-4432214.65659095,-7951889.895258622,0.0,-8218695,0.0,0.0,,51134418959,False
2020-04-12,1,0,0,533.7832978,8.54509718300064,542.3283949830006,3784728.886342438,3000694.9999999995,0.79284278745257,3725095.504715574,784033.8863409124,-2941061.6183746615,0.0,-3000695,0.0,0.0,,53378329780,False
2020-04-13,1,0,0,540.57895761,-4.852789366251831,535.7261682437481,3676997.0208511483,3000695.0,0.8160721868916286,3710304.5072131124,676302.020852454,-3034002.4863606584,0.0,-3000695,0.0,0.0,,54057895761,False
2020-04-14,1,0,0,539.07321029,-1.9384075003121186,537.1348027896879,3693091.0181225976,3000695.0,0.8125158533258732,3706418.6135263667,692396.0181209259,-3014022.595405441,0.0,-3000695,0.0,0.0,,53907321029,False
2020-04-15,1,0,0,539.21717082,6.656010271904526,545.8731810919045,3616669.537602433,3000695.0,0.8296845948466789,3572570.3027870976,615974.5376021601,-2956595.7651849375,0.0,-3000695,0.0,0.0,,53921717082,False
2020-04-16,1,0,0,533.20476785,0.0025622623824751002,533.2073301123826,3800591.092404896,767.9999999999999,0.00020207383044568294,3800572.829130861,3801359.0924046002,786.263273739256,0.0,768,0.0,0.0,,53320476785,False
2020-04-17,1,0,0,533.20473717,0.0018563057259125449,533.206593475726,3775846.6108059413,768.0,0.00020339809297392858,3775833.465571487,3776614.6108019166,781.1452304297127,0.0,768,0.0,0.0,,53320473717,False
2020-04-18,1,0,0,533.20474923,0.004565057499338854,533.2093142874993,3872588.525343579,768.0,0.0001983169642150046,3872555.3702789242,3873356.5253415145,801.1550625902601,0.0,768,0.0,0.0,,53320474923,False
2020-04-19,1,0,0,533.20475517,0.002900591247324813,533.2076557612473,3812564.956245206,768.0,0.00020143919088957968,3812544.216309418,3813332.9562447034,788.7399352854118,0.0,768,0.0,0.0,,53320475517,False
2020-04-20,1,0,0,544.42268671,9.426335790970764,553.8490225009707,3795678.781711487,2790428.0,0.7351591534681405,3731077.525236375,1005250.7817116566,-2725826.7435247186,0.0,-2790428,0.0,0.0,,54442268671,False
2020-04-21,1,0,0,549.83790978,-0.00045421845576645804,549.8374555615443,3777616.285098617,572.0,0.00015141823754210855,3777619.40577186,3778188.285101205,568.879329345189,0.0,572,0.0,0.0,,54983790978,False
2020-04-22,1,0,0,547.15142968,-0.00021104905031452887,547.1512186309496,3897717.564848426,428.0,0.00010980785366798224,3897719.0682894536,3897289.564847015,-429.503442438785,0.0,-428,0.0,0.0,,54715142968,False
2020-04-23,1,0,0,547.15143486,-0.0031390493742530605,547.1482958106258,4097377.5541834948,428.0,0.0001044570568223581,4097401.0612848527,4096949.5541858487,-451.5070990039967,0.0,-428,0.0,0.0,,54715143486,False
2020-04-24,1,0,0,547.15145194,-0.0032748677295886632,547.1481770722704,4107136.77690923,428.00000000000006,0.0001042088499234461,4107161.359518211,4106708.7769065984,-452.58261161250994,0.0,-428,0.0,0.0,,54715145194,False
2020-04-25,1,0,0,544.94251349,4.816768941092305e-05,544.9425616576895,4107634.3687815242,572.0000000000001,0.00013925290048872496,4107634.005706091,4108206.3687825575,572.3630764666013,0.0,572,0.0,0.0,,54494251349,False
2020-04-26,1,0,0,539.08091105,7.77328287910553,546.8541939291056,4202065.097521091,6000174.0,1.427910767860227,4142334.659239617,10202239.097519778,6059904.438280161,0.0,6000174,0.0,0.0,,53908091105,False
2020-04-27,1,0,0,547.43159591,0.0005021597877660766,547.4320980697878,4257648.499739306,473.99999999999994,0.00011132905875837866,4257644.594195816,4258122.499734163,477.90553834754974,0.0,474,0.0,0.0,,54743159591,False
2020-04-28,1,0,0,547.43177669,-0.00020945841311077588,547.4315672315869,4253488.369139373,526.0,0.0001236632040224499,4253489.9966102345,4252962.369141169,-527.6274690655991,0.0,-526,0.0,0.0,,54743177669,False
2020-04-29,1,0,0,551.53879169,-0.000827402299635848,551.5379642877004,4832485.8359138975,348.0,7.201262700321766e-05,4832493.0854781205,4832137.8359152,-355.2495629200712,0.0,-348,0.0,0.0,,55153879169,False
2020-04-30,1,0,0,570.09263879,-2.7483318239376833,567.3443069660624,4908896.117406741,8000588.0,1.629814078083716,4932675.813887735,12909484.117408283,7976808.303520548,0.0,8000588,0.0,0.0,,57009263879,False
2020-05-01,1,0,0,589.83983883,1.3390587619941712,591.1788975919941,5235205.571571105,6000644.0,1.1462098131514602,5223347.4894913705,11235849.571563303,6012502.082071933,0.0,6000644,0.0,0.0,,58983983883,False
2020-05-02,1,0,-5001200000,549.93140062,0.0006619928825221955,549.9320626128825,4936895.044894853,644.0000000000001,0.0001304463623681747,4936889.101998259,4937539.044893347,649.9428950874135,0.0,644,0.0,0.0,,54993140062,False
2020-05-03,1,0,0,551.14221305,0.00030257767678400503,551.1425156276767,4903402.329172347,644.0,0.00013133737694102327,4903399.637200592,4904046.32916674,646.6919661480933,0.0,644,0.0,0.0,,55114221305,False
2020-05-04,1,0,0,556.89018585,1.5664658139370538,558.456651663937,4960186.461123324,995018.0,0.20060092655763997,4946273.1833443735,5955204.461123794,1008931.2777794208,0.0,995018,0.0,0.0,,55689018585,False
2020-05-05,1,0,0,556.85982979,4.413519629839135,561.2733494198392,5043534.740214562,1534775.0,0.30430542844535013,5003875.384211428,6578309.740205295,1574434.355993867,0.0,1534775,0.0,0.0,,55685982979,False
2020-05-06,1,0,0,561.73573344,-3.6967039855265047,558.0390294544735,5171243.373424589,5032243.999999999,0.9731207055272397,5205500.038244886,138999.37341921031,-5066500.664825676,0.0,-5032244,0.0,0.0,,56173573344,False
2020-05-07,1,0,0,549.60513619,0.0031013555489034952,549.608237545549,5492649.069996859,955.0,0.00017386874490427732,5492618.075814989,5493604.069999419,985.9941844297573,0.0,955,0.0,0.0,,54960513619,False
2020-05-08,1,0,0,549.60510737,0.0017984214569255338,549.6069057914569,5418752.339530323,955.0,0.00017623983163673722,5418734.608311201,5419707.339527085,972.7312158839777,0.0,955,0.0,0.0,,54960510737,False
2020-05-09,1,0,0,549.46087087,2.5266553732154464,551.9875262432155,5286571.619759922,2000721.0,0.3784533992733193,5262372.984910573,3285850.6197622046,-1976522.3651483683,0.0,-2000721,0.0,0.0,,54946087087,False
2020-05-10,1,0,0,598.73890323,0.00038985886535372583,598.7392930888653,5218032.873228673,931.0,0.00017841972686230721,5218029.475595681,5218963.873218745,934.3976230639964,0.0,931,0.0,0.0,,59873890323,False
2020-05-11,1,0,-5001500000,519.99478222,0.4905855237375832,520.4853677437376,4471829.611030505,1370501.0,0.3064743335970211,4467614.670500472,5842330.6110315025,1374715.9405310303,0.0,1370501,0.0,0.0,,51999478222,False
2020-05-12,1,0,0,522.90140678,0.0016713171781627368,522.9030780971782,4610567.521513213,501.0,0.0001086634124025515,4610552.785090686,4611068.521509878,515.7364191925153,0.0,501,0.0,0.0,,52290140678,False
2020-05-13,1,0,0,522.90139959,0.004753666726728836,522.9061532567267,4875052.603744886,500.99999999999994,0.00010276812184860222,4875008.285323293,4875553.603745066,545.3184217726812,0.0,501,0.0,0.0,,52290139959,False
2020-05-14,1,0,0,498.34617893,-7.771508324721527,490.5746706052784,4808254.550454979,4000499.0000000005,0.832006491757275,4884425.197871685,807755.550458096,-4076669.647413589,0.0,-4000499,0.0,0.0,,49834617893,False
2020-05-15,1,0,0,504.51074155,0.0016201517808259185,504.5123617017807,4705524.166879482,499.00000000000006,0.00010604557160970172,4705509.05592495,4705025.166883133,-483.88904181681573,0.0,-499,0.0,0.0,,50451074155,False
2020-05-16,1,0,0,504.5107575,0.0012295207562711742,504.5119870207563,4740129.957662627,499.00000000000006,0.00010527137535403323,4740118.405730621,4739630.957660265,-487.448070355691,0.0,-499,0.0,0.0,,50451075750,False
2020-05-17,1,0,0,504.51077308,-0.0003450460964108817,504.51042803390357,4884938.606532599,499.0,0.00010215072085710357,4884941.947452635,4884439.60653618,-502.340916454792,0.0,-499,0.0,0.0,,50451077308,False
2020-05-18,1,0,0,504.51079883,-0.0005798552471628692,504.51021897475283,4907295.234580391,499.00000000000006,0.00010168534317717041,4907300.874745415,4906796.234576032,-504.64016938302666,0.0,-499,0.0,0.0,,50451079883,False
2020-05-19,1,0,0,494.85357474,-0.00045412754369595086,494.85312061245634,4826897.03255849,499.0,0.00010337904385242413,4826901.462210041,4826398.032554425,-503.42965561524034,0.0,-499,0.0,0.0,,49485357474,False
2020-05-20,1,0,0,494.83706193,6.745240755132752,501.58230268513273,4772907.996827706,8261081.999999999,1.7308278318984347,4708722.292171951,-3488174.0031717345,-8196896.295343686,0.0,-8261082,0.0,0.0,,49483706193,False
2020-05-21,1,0,0,531.90070931,2.7525533682732393,534.6532626782732,4848664.165847136,6007589.0,1.2390194071010447,4823701.806477117,-1158924.8341554776,-5982626.640632595,0.0,-6007589,0.0,0.0,,53190070931,False
2020-05-22,1,0,0,536.22836379,-3.55051820822876,532.6778455817713,4880295.893875635,7507589.0,1.5383470927288239,4912825.084973915,-2627293.1061219424,-7540118.191095857,0.0,-7507589,0.0,0.0,,53622836379,False
2020-05-23,1,0,0,536.44793741,-4.592012925523681,531.8559244844763,4884385.109683797,9007589.0,1.8441602776450872,4926556.6048657745,-4123203.890309669,-9049760.495175444,0.0,-9007589,0.0,0.0,,53644793741,False
2020-05-24,1,0,0,543.30899997,24.70594267502136,568.0149426450213,5002070.601645315,6000085.000000001,1.199520254277581,4784504.371846516,-998014.3983568996,-5782518.770203415,0.0,-6000085,0.0,0.0,,54330899997,False
2020-05-25,1,0,0,557.92121096,6.135591217633744,564.0568021776338,5025290.6775232265,4500085.0,0.8954875028677783,4970627.513763775,525205.6775195524,-4445421.836244223,0.0,-4500085,0.0,0.0,,55792121096,False
2020-05-26,1,0,0,562.38179972,8.209532992747421,570.5913327127474,5041252.740095073,4500085.0,0.892652130731127,4968720.389318158,541167.7400954068,-4427552.649222751,0.0,-4500085,0.0,0.0,,56238179972,False
2020-05-27,1,0,0,554.13469149,-0.0001953005310628924,554.1344961894689,5080891.024612719,85.0,1.6729349161051717e-05,5080892.815334507,5080806.024610065,-86.79072444234043,0.0,-85,0.0,0.0,,55413469149,False
2020-05-28,1,0,0,554.11754225,-19.265954948105012,534.851587301895,5117600.039802538,4506852.0,0.8806573325284514,5301941.7415943,610748.0398053303,-4691193.701788969,0.0,-4506852,0.0,0.0,,55411754225,False
2020-05-29,1,0,0,537.94146224,-0.00013294448111148203,537.9413292955188,5074084.967050509,48.0,9.459833706312903e-06,5074086.221037805,5074036.967055872,-49.2539819329977,0.0,-48,0.0,0.0,,53794146224,False
2020-05-30,1,0,0,537.94146375,-0.0002690785522264347,537.9411946714478,5213554.181796508,48.0,9.206771105898426e-06,5213556.789619864,5213506.181798875,-50.60782098863274,0.0,-48,0.0,0.0,,53794146375,False
2020-05-31,1,0,0,537.94146525,-0.00013377006690093666,537.9413314799331,5074908.313968115,48.0,9.45829895446296e-06,5074909.575947414,5074860.313972458,-49.261974955908954,0.0,-48,0.0,0.0,,53794146525,False
2020-06-01,1,0,0,537.94146675,-0.0005154985609618854,537.9409512514391,5486532.41301831,48.0,8.748695238928466e-06,5486537.670657754,5486484.413021244,-53.25763650983572,0.0,-48,0.0,0.0,,53794146675,False
2020-06-02,1,0,0,494.13180709,-1.0734730113931275,493.0583340786069,4690141.734750057,4500009.0,0.9594611963767894,4700352.982028274,190132.73474760354,-4510220.24728067,0.0,-4500009,0.0,0.0,,49413180709,False
2020-06-03,1,0,0,492.32223803,-1.4900162736861675e-05,492.32222312983725,4747105.476486337,9.0,1.895892148295286e-06,4747105.62015778,4747096.476485021,-9.143672758713365,0.0,-9,0.0,0.0,,49232223803,False
2020-06-04,1,0,0,492.3222383,-3.117299041778446e-05,492.3222071270096,4831335.388885158,9.0,1.8628390032091669e-06,4831335.694796956,4831326.388879679,-9.305917277000844,0.0,-9,0.0,0.0,,49232223830,False
2020-06-05,1,0,0,492.07180213,9.15834884693962,501.2301509769397,4832806.793678989,4500009.0,0.9311377822688324,4744502.9866552,332797.7936761454,-4411705.1929790545,0.0,-4500009,0.0,0.0,,49207180213,False
2020-06-06,1,0,0,499.45856808,-0.5819432703443146,498.87662480965577,4823473.7246803185,4500009.0,0.9329394657992551,4829100.342433417,323464.72467761487,-4505635.617755802,0.0,-4500009,0.0,0.0,,49945856808,False
2020-06-07,1,0,0,493.03946672,-4.438221021174011,488.601245698826,4762679.78480626,4500009.000000001,0.9448481114257938,4805941.699760683,262670.7848068327,-4543270.91495385,0.0,-4500009,0.0,0.0,,49303946672,False
2020-06-08,1,0,0,493.04047422,-5.466604387614975,487.57386983238507,4763276.060906454,4500009.0,0.9447298335137111,4816681.190723858,263267.06090476364,-4553414.129819094,0.0,-4500009,0.0,0.0,,49304047422,False
2020-06-09,1,0,0,493.17944799,-5.941378415804596,487.2380695741955,4764906.777548909,4500009.0,0.9444065141427229,4823010.025323022,264897.77754992247,-4558112.2477731,0.0,-4500009,0.0,0.0,,49317944799,False
2020-06-10,1,0,0,493.31746776,-11.014630034823684,482.3028377251763,4769224.6861415,4500009.0,0.9435514776806821,4878142.240345753,269215.68613965064,-4608926.554206102,0.0,-4500009,0.0,0.0,,49331746776,False
2020-06-11,1,0,0,480.0874149,1.664940015072403,481.7523549150724,4469433.948427666,4540180.000000001,1.0158288616385578,4453987.548737992,-70746.05157133192,-4524733.6003093235,0.0,-4540180,0.0,0.0,,48008741490,False
2020-06-12,1,0,0,480.32015501,-3.501735082150116,476.81841992784996,4508872.000897225,7533711.0,1.6708637988616353,4541984.973480908,-3024838.9991000295,-7566823.972580938,0.0,-7533711,0.0,0.0,,48032015501,False
2020-06-13,1,0,0,480.70381858,-5.142240023726806,475.56157855627316,4499446.836536554,10533711.000000002,2.3411124484156187,4548099.285873841,-6034264.163468033,-10582363.449341875,0.0,-10533711,0.0,0.0,,48070381858,False
2020-06-14,1,0,0,480.81155653,8.96416487004303,489.7757214000431,4575952.836288145,10533710.999999998,2.301971059768304,4492201.041599808,-5957758.163711987,-10449959.205311796,0.0,-10533711,0.0,0.0,,48081155653,False
2020-06-15,1,0,0,518.22970229,3.44519593332016,521.6748982233202,4925332.625831831,3000260.0,0.6091487068841956,4892805.210787413,7925592.625834979,3032787.4150475664,0.0,3000260,0.0,0.0,,51822970229,False
2020-06-16,1,0,0,524.94330282,0.00043110651535908223,524.9437339265154,4997512.614651685,213.0,4.262120307120938e-05,4997508.510478019,4997725.614649244,217.1041712248698,0.0,213,0.0,0.0,,52494330282,False
2020-06-17,1,0,0,524.67642179,2.3826301197810746,527.059051909781,4980019.469840016,3000213.0000000005,0.6024500542959489,4957506.72796993,7980232.469839975,3022725.7418700457,0.0,3000213,0.0,0.0,,52467642179,False
2020-06-18,1,0,0,524.49832068,2.822162378996145e-05,524.4983489016238,4925034.6531751035,213.0,4.324842666085238e-05,4925034.388174317,4925247.653177939,213.26500362250954,0.0,213,0.0,0.0,,52449832068,False
2020-06-19,1,0,0,523.95320539,-4.4579596380715945,519.4952457519285,4824028.479426617,6000213.0,1.2438179056341692,4865425.055102808,10824241.479425691,5958816.424322883,0.0,6000213,0.0,0.0,,52395320539,False
2020-06-20,1,0,0,523.75989054,0.46564392750823974,524.2255344675083,4905331.643353067,6000213.0,1.2232023105166687,4900974.47693907,10905544.64334622,6004570.16640715,0.0,6000213,0.0,0.0,,52375989054,False
2020-06-21,1,0,0,523.06243728,-0.00016127599287165794,523.0622760040071,4856512.599801349,213.0,4.3858632222783185e-05,4856514.097211749,4856725.599798374,211.5025866245851,0.0,213,0.0,0.0,,52306243728,False
2020-06-22,1,0,0,522.8708054,1.234814811913147,524.1056202119131,5075763.868442989,4500787.0,0.8867211156102568,5063805.155991112,574976.8684478477,-4488828.287543264,0.0,-4500787,0.0,0.0,,52287080540,False
2020-06-23,1,0,0,522.81018139,5.838073706251678,528.6482550962517,5081222.177436364,7500787.0,1.4761777261596505,5025108.212614305,-2419564.8225583136,-7444673.035172619,0.0,-7500787,0.0,0.0,,52281018139,False
2020-06-24,1,0,0,541.68748209,15.572994163708191,557.2604762537082,5178590.1448729215,10500034.0,2.0275854443502523,5033871.189305675,-5321443.855119869,-10355315.044425543,0.0,-10500034,0.0,0.0,,54168748209,False
2020-06-25,1,0,0,555.31473476,15.122830862614288,570.4375656226142,5274905.438969498,7500033.999999999,1.421832881513266,5135062.785579811,-2225128.561030142,-7360191.346609953,0.0,-7500034,0.0,0.0,,55531473476,False
2020-06-26,1,0,0,567.9618466,15.231313779220429,583.1931603792203,5341721.461586296,9000917.0,1.6850217789766704,5202211.190838759,-3659195.538414642,-8861406.7292534,0.0,-9000917,0.0,0.0,,56796184660,False
2020-06-27,1,0,0,584.24049949,4.092633315195679e-05,584.2405404163331,5259430.105100289,83.0,1.5781177492883008e-05,5259429.73667466,5259513.105107471,83.36843281146139,0.0,83,0.0,0.0,,58424049949,False
2020-06-28,1,0,0,584.24058255,-1.9322099317468236e-05,584.2405632279007,5321301.419631149,83.00000000000001,1.559768813204219e-05,5321301.595618099,5321384.419626556,82.82400845736265,0.0,83,0.0,0.0,,58424058255,False
2020-06-29,1,0,0,584.97286828,0.00038397679795897565,584.9732522567979,5372539.051382004,203.00000000000003,3.778474163864502e-05,5372535.524844109,5372742.051384412,206.5265403026715,0.0,203,0.0,0.0,,58497286828,False
2020-06-30,1,0,0,584.62379468,0.3940607715912628,585.0178554515912,5349384.30707165,4500797.0,0.8413672941856402,5345781.0281495815,848587.3070685193,-4497193.721081062,0.0,-4500797,0.0,0.0,,58462379468,False
2020-07-01,1,0,0,573.72783941,-0.1309824127038574,573.5968569972962,5300803.35611175,9000223.0,1.6978979213825904,5302013.809070797,-3699419.64388825,-9001433.452959046,0.0,-9000223,0.0,0.0,,57372783941,False
2020-07-02,1,0,0,585.1132189,10.042548980840149,595.1557678808401,5412577.049076056,7500277.0,1.3857127449632003,5321246.219297725,-2087699.9509287998,-7408946.170226525,0.0,-7500277,0.0,0.0,,58511321890,False
2020-07-03,1,0,0,585.04006379,12.958221342333221,597.9982851323332,5421865.488398162,12000277.0,2.2133114563019833,5304377.303509014,-6578411.511606537,-11882788.81511555,0.0,-12000277,0.0,0.0,,58504006379,False
2020-07-04,1,0,0,585.2202489,4.3248760403828435,589.5451249403828,5380318.24774966,12000277.0,2.230402821435175,5340848.479457233,-6619958.752249368,-11960807.2317066,0.0,-12000277,0.0,0.0,,58522024890,False
2020-07-05,1,0,0,587.77144988,2.889074480546875,590.6605243605469,5362969.576915726,10000277.0,1.8646902348737946,5336737.89576285,-4637307.423083112,-9974045.318845961,0.0,-10000277,0.0,0.0,,58777144988,False
2020-07-06,1,0,0,575.52945351,2.059552144345741,577.5890056543458,5394070.565099643,3000574.0,0.5562726634342002,5374836.525860067,8394644.565093331,3019808.0392332636,0.0,3000574,0.0,0.0,,57552945351,False
2020-07-07,1,0,0,575.43231893,-0.954165194631691,574.4781537353682,5315163.066777799,3000574.0,0.5645309395594954,5323991.154615666,8315737.066781148,2991745.9121654825,0.0,3000574,0.0,0.0,,57543231893,False
2020-07-08,2,0,0,575.18537054,12.045829489394837,587.2312000293948,5540272.662829829,4834894.908537703,0.8726817618518007,5426625.465920226,8540846.662824042,3114221.1969038164,1834320.9085427225,3000574,0.0,1834320.9085377029,eth,57518537054,False
2020-07-09,2,0,0,566.51560356,2.63895027480804,569.1545538348081,5254151.599825493,1757659.8151647544,0.3345278075385438,5229790.124168624,5254725.599833764,24935.475665139966,1757085.8151605353,574,0.0,1757085.8151647544,eth,56651560356,False
2020-07-10,2,0,0,566.24517364,2.1524520800580644,568.397625720058,5277697.579456154,1763363.8199005567,0.3341161166120216,5257711.586167693,5278271.579458378,20559.993290685117,1762789.819901809,574,0.0,1762789.8199005567,eth,56624517364,False
2020-07-11,2,0,0,566.07692409,0.7921357912925672,566.8690598812926,5236266.445371061,1741679.0708191986,0.3326184962109538,5228949.351605189,5236840.445376001,7891.093770812266,1741105.070821941,574,0.0,1741105.0708191986,eth,56607692409,False
2020-07-12,2,0,0,566.00711043,2.3697820933894405,568.3768925233894,5279708.642463728,1766118.4172362927,0.3345105832226662,5257695.504414297,5280282.6424641535,22587.13804985676,1765544.417235069,574,0.0,1765544.4172362927,eth,56600711043,False
2020-07-13,2,0,0,565.80350396,0.8073597970809221,566.6108637570809,5233570.653585405,1741716.3357628072,0.3327969470651161,5226113.375917148,5234144.653589465,8031.277672316879,1741142.3357622698,574,0.0,1741142.3357628072,eth,56580350396,False
2020-07-14,1,0,0,566.16601334,-0.0003931138125319872,566.1656202261875,5242895.756975725,426.0,8.125280756025002e-05,5242899.397349966,5242469.75697577,-429.640374195762,0.0,-426,0.0,0.0,,56616601334,False
2020-07-15,1,0,0,566.16602721,-7.48257782547269e-05,566.1659523842218,5206872.884911335,426.0,8.181494140839856e-05,5206873.5730634825,5206446.884912439,-426.68815104383975,0.0,-426,0.0,0.0,,56616602721,False
2020-07-16,1,0,0,566.16604121,0.00025046033931119366,566.1662916703393,5170565.922677677,426.0,8.238943403305217e-05,5170563.635325508,5170139.922667295,-423.7126582134515,0.0,-426,0.0,0.0,,56616604121,False
