posting_date,wallet_present,wallet_sat,model_sat,difference_sat,cumulative_difference_sat,within_wallet_period
2019-05-31,True,217907897,217907897.2477723,0.24777230620384216,-0.04403959168121219,True
2019-06-01,True,-253853256,-253853258.05121386,-2.05121386051178,-2.095253452192992,True
2019-06-02,True,-808485545,-808485543.1024258,1.8975741863250732,-0.19767926586791873,True
2019-06-03,True,-11935474,-11935474.0,0.0,-0.19767926586791873,True
2019-06-04,True,1301142706,1301142706.197677,0.1976768970489502,-2.3688189685344696e-06,True
2019-06-05,True,937083,937083.0,0.0,-2.3688189685344696e-06,True
2019-06-06,True,1717858,1717858.0,0.0,-2.3688189685344696e-06,True
2019-06-07,True,-6182712,-6182712.0,0.0,-2.3688189685344696e-06,True
2019-06-08,True,4440841,4440841.0,0.0,-2.3688189685344696e-06,True
2019-06-09,True,-3387739,-3387739.0,0.0,-2.3688189685344696e-06,True
2019-06-10,True,616978933,616978932.6220642,-0.3779357671737671,-0.3779381359927356,True
2019-06-11,True,29123972,29123972.458020207,0.458020206540823,0.08008207054808736,True
2019-06-12,True,-161333169,-161333168.77597436,0.2240256369113922,0.30410770745947957,True
2019-06-13,True,-11928135,-11928135.0,0.0,0.30410770745947957,True
2019-06-14,True,-137119684,-137119684.05624178,-0.056241780519485474,0.2478659269399941,True
2019-06-15,True,388712,388711.2865804909,-0.7134195091202855,-0.4655535821802914,True
2019-06-16,True,857616062,857616062.2190043,0.21900427341461182,-0.2465493087656796,True
2019-06-17,True,409551335,409551334.7650505,-0.23494952917099,-0.4814988379366696,True
2019-06-18,True,37445480,37445480.41188308,0.41188307851552963,-0.06961575942113996,True
2019-06-19,True,319559778,319559778.0695852,0.06958520412445068,-3.055529668927193e-05,True
2019-06-20,True,133414395,133414395.27710585,0.2771058529615402,0.27707529766485095,True
2019-06-21,True,-1070078871,-1070078870.8420976,0.15790235996246338,0.43497765762731433,True
2019-06-22,True,-350725907,-350725907.0347705,-0.03477048873901367,0.40020716888830066,True
2019-06-23,True,91378064,91378064.0,0.0,0.40020716888830066,True
2019-06-24,True,187802845,187802844.94182202,-0.05817797780036926,0.3420291910879314,True
2019-06-25,True,264556407,264556406.3672251,-0.6327748894691467,-0.29074569838121533,True
2019-06-26,True,984514747,984514745.979416,-1.020583987236023,-1.3113296856172383,True
2019-06-27,True,1042756641,1042756642.4932069,1.4932068586349487,0.18187717301771045,True
2019-06-28,True,652987334,652987333.8180292,-0.18197083473205566,-9.366171434521675e-05,True
2019-06-29,True,961821059,961821058.7004504,-0.29954957962036133,-0.29964324133470654,True
2019-06-30,True,2581,2581.0,0.0,-0.29964324133470654,True
2019-07-01,True,38591648,38591648.786316805,0.786316804587841,0.4866735632531345,True
2019-07-02,True,-981928410,-981928410.00311,-0.003110051155090332,0.48356351209804416,True
2019-07-03,True,-89787768,-89787768.25720945,-0.257209450006485,0.22635406209155917,True
2019-07-04,True,-41662182,-41662182.540298894,-0.5402988940477371,-0.31394483195617795,True
2019-07-05,True,1091971769,1091971769.062507,0.06250691413879395,-0.251437917817384,True
2019-07-06,True,2030309,2030309.0,0.0,-0.251437917817384,True
2019-07-07,True,7021577,7021577.0,0.0,-0.251437917817384,True
2019-07-08,True,102132689,102132689.48860729,0.4886072874069214,0.23716936958953738,True
2019-07-09,True,-199528208,-199528208.3415804,-0.3415803909301758,-0.1044110213406384,True
2019-07-10,True,119016797,119016797.24783707,0.24783706665039062,0.14342604530975223,True
2019-07-11,True,-9330010,-9330010.0,0.0,0.14342604530975223,True
2019-07-12,True,362562209,362562209.49487793,0.4948779344558716,0.6383039797656238,True
2019-07-13,True,5150049,5150049.0,0.0,0.6383039797656238,True
2019-07-14,True,651317,651317.0,0.0,0.6383039797656238,True
2019-07-15,True,2502704404,2502704403.7849746,-0.2150254249572754,0.4232785548083484,True
2019-07-16,True,-1136476834,-1136476834.5053399,-0.5053398609161377,-0.08206130610778928,True
2019-07-17,True,3717597426,3717597426.33046,0.3304600715637207,0.24839876545593143,True
2019-07-18,True,285888120,285888119.4415332,-0.5584667921066284,-0.310068026650697,True
2019-07-19,True,-435431450,-435431449.69015545,0.3098445534706116,-0.0002234731800854206,True
