episode_id,start,end,closed,direction,gross_sat,trade_fee_sat,funding_credit_sat,entry_contracts,exit_contracts,entry_cost_sat,exit_cost_sat,peak_contracts,opening_batches,closing_batches,net_sat,duration_hours,entry_harmonic_usd,exit_harmonic_usd
639,2018-04-24 10:33:32.940859,2018-04-24 10:34:34.243215,True,short,6000000,-965064,0,200000,200000,2141600000,2147600000,200000,3,4,6965064,0.017028432222222223,9338.812103100485,9312.721177127956
640,2018-04-24 13:37:33.694356,2018-04-24 14:01:19.689140,True,short,29189318,2898431,0,200000,200000,2132400000,2161589318,200000,1,1,26290887,0.3961096622222222,9379.103357719003,9252.451348392535
641,2018-04-24 14:02:13.196519,2018-04-24 14:03:10.476487,True,long,5542433,975370,0,200000,200000,2164742433,2159200000,200000,1,1,4567063,0.01591110222222222,9238.974436456663,9262.689885142645
642,2018-04-24 14:09:38.455170,2018-04-24 21:11:16.941761,True,short,-70984674,799589,-296184,500000,500000,5367816651,5296831977,400000,38,4,-72080447,7.027357386388889,9314.774190486783,9439.604695242535
643,2018-04-24 22:21:34.313002,2018-04-24 22:22:19.580841,True,short,7400000,-942340,0,200000,200000,2090400000,2097800000,200000,1,18,8342340,0.012574399722222223,9567.546880979717,9533.797311469158
644,2018-04-24 22:29:53.243913,2018-04-24 22:32:23.567329,True,short,3800000,-136497,0,200000,200000,2088000000,2091800000,200000,1,8,3936497,0.041756504444444446,9578.544061302682,9561.143512764127
645,2018-04-24 23:51:57.597221,2018-04-24 23:55:32.943600,True,short,6200000,-924254,0,200000,200000,2050800000,2057000000,200000,1,2,7124254,0.059818438611111115,9752.291788570314,9722.897423432183
646,2018-04-24 23:59:24.271547,2018-04-25 00:05:32.411049,True,short,7815617,1674820,0,200000,200000,2066384383,2074200000,200000,1,8,6140797,0.10226097277777778,9678.741363193898,9642.271719217048
647,2018-04-25 03:57:37.978030,2018-04-25 03:58:27.733279,True,long,6600000,-944415,0,200000,200000,2102000000,2095400000,200000,1,1,7544415,0.0138209025,9514.747859181733,9544.716999140976
648,2018-04-25 04:02:43.319709,2018-04-25 04:05:08.029750,True,long,3800000,-945405,0,200000,200000,2102800000,2099000000,200000,1,1,4745405,0.040197233611111105,9511.128019783146,9528.346831824678
649,2018-04-25 04:40:05.216373,2018-04-25 04:41:57.334664,True,long,10600000,-960968,0,200000,200000,2140800000,2130200000,200000,2,11,11560968,0.031143969722222224,9342.301943198805,9388.789784996714
650,2018-04-25 04:46:44.694602,2018-04-25 05:00:05.698260,True,long,22232273,-963865,0,800000,800000,8578932273,8556700000,700000,21,38,23196138,0.22250101611111112,9325.1697826989,9349.398716795025
651,2018-04-25 05:03:43.502702,2018-04-25 05:10:50.455102,True,long,12000000,-1921397,0,400000,400000,4275800000,4263800000,400000,6,16,13921397,0.11859788888888889,9354.974507694467,9381.30306299545
652,2018-04-25 08:58:09.724463,2018-04-25 09:07:25.446518,True,long,5800000,-962140,0,200000,200000,2141000000,2135200000,200000,1,12,6762140,0.15436723749999998,9341.429238673518,9366.804046459349
653,2018-04-25 10:24:14.103089,2018-04-25 11:18:34.226477,True,long,-79190635,1621991,0,1025942,1025942,11151383745,11230574380,700000,36,20,-80812626,0.90558983,9200.131781493095,9135.258494232065
654,2018-04-25 11:19:18.304159,2018-04-25 11:36:47.230817,True,long,29427144,2954479,0,800058,800058,8787236608,8757809464,600000,35,11,26472665,0.29136851611111114,9104.773613033454,9135.366592396558
655,2018-04-25 11:38:59.927497,2018-04-25 11:45:40.169615,True,long,-3273377,1315428,0,200000,200000,2193726623,2197000000,200000,4,1,-4588805,0.11117836611111111,9116.906268224653,9103.322712790168
656,2018-04-25 12:02:33.973070,2018-04-25 12:04:52.854383,True,short,3400000,-315184,0,200000,200000,2169400000,2172800000,200000,13,6,3715184,0.0385781425,9219.138932423712,9204.712812960235
657,2018-04-25 13:46:19.279810,2018-04-25 13:56:34.648952,True,long,11854700,-995634,0,200000,200000,2218454700,2206600000,200000,3,8,12850334,0.17093587277777778,9015.284377905034,9063.717937097797
658,2018-04-25 14:13:28.785594,2018-04-25 14:17:23.396112,True,long,10358514,-91864,0,200000,200000,2233758514,2223400000,200000,4,1,10450378,0.06516958833333333,8953.519314935222,8995.232526760818
659,2018-04-25 14:27:06.714489,2018-04-25 14:47:06.889727,True,long,-49615892,3065027,0,600000,600000,6736800000,6786415892,600000,3,1,-52680919,0.33338201055555555,8906.305664410402,8841.19113164425
660,2018-04-25 14:48:20.810728,2018-04-25 15:21:53.429858,True,long,100670947,-648729,0,850000,850000,9613642344,9512971397,580000,22,59,101319676,0.5590608694444444,8841.602064908271,8935.168251089823
661,2018-04-25 16:14:05.622400,2018-04-25 17:27:07.852971,True,long,9500000,-502762,0,100000,100000,1122000000,1112500000,100000,1,1,10002762,1.2172862697222222,8912.6559714795,8988.76404494382
662,2018-04-25 23:28:21.102507,2018-04-25 23:59:06.934501,True,long,-4100000,-508657,0,100000,100000,1128300000,1132400000,100000,1,1,-3591343,0.5127311094444444,8862.891075068688,8830.801836806782
663,2018-04-26 00:05:38.024424,2018-04-26 00:11:39.975753,True,long,5905488,753517,0,141962,141962,1623620516,1617715028,141962,8,13,5151971,0.10054203583333333,8743.545588456953,8775.464005889176
664,2018-04-26 00:27:11.013197,2018-04-26 00:58:49.816470,True,long,68978307,-708691,0,500000,500000,5771000000,5702021693,400000,9,15,69686998,0.5274453536111111,8664.009703690868,8768.819673447006
665,2018-04-26 01:06:55.478803,2018-04-26 01:13:45.455000,True,long,11448004,174794,0,200000,200000,2293643004,2282195000,200000,2,9,11273210,0.11388227694444444,8719.752797240455,8763.49304069109
666,2018-04-26 01:59:24.075385,2018-04-26 02:03:29.820536,True,long,2278800,487818,0,94950,94950,1087462350,1085183550,94950,4,1,1790982,0.06826254194444445,8731.336767659128,8749.671887304226
667,2018-04-26 09:31:17.282745,2018-04-26 09:42:02.740597,True,long,-800000,-1035714,0,200000,200000,2301200000,2302000000,200000,9,3,235714,0.17929384777777777,8691.117677733357,8688.097306689835
668,2018-04-26 22:54:26.995766,2018-04-26 22:57:12.386787,True,short,200000,-975368,0,200000,200000,2167400000,2167600000,200000,1,15,1175368,0.045941950277777775,9227.646027498386,9226.794611551946
669,2018-04-26 23:01:07.821372,2018-04-26 23:02:31.895991,True,short,3000000,2913156,0,200000,200000,2156400000,2159400000,200000,1,1,86844,0.023354060833333332,9274.717121127806,9261.831990367695
670,2018-04-27 04:06:32.291227,2018-04-27 04:08:18.719996,True,long,420900,-35009,0,14894,14894,162333574,161912674,14894,6,1,455909,0.029563546944444446,9174.935063032617,9198.785760279643
671,2018-04-27 15:21:46.012114,2018-04-27 16:19:32.612818,True,long,16635450,-626454,0,200000,200000,2165400000,2148764550,200000,4,5,17261904,0.96294464,9236.168837166344,9307.674030642398
672,2018-04-27 20:37:02.405717,2018-04-27 20:47:38.754080,True,long,18000000,-3004465,0,600000,600000,6685600000,6667600000,400000,3,12,21004465,0.17676343416666665,8974.51238482709,8998.740176375308
673,2018-04-27 21:03:30.603544,2018-04-27 21:07:44.553072,True,long,9356768,1009480,0,200000,200000,2238600000,2229243232,200000,1,12,8347288,0.07054153555555555,8934.15527561869,8971.654466819527
674,2018-04-28 09:48:04.886185,2018-04-28 10:34:43.245445,True,short,10088121,2105902,0,485902,485902,5229452107,5239540228,400000,19,22,7982219,0.7773220166666667,9291.642605342633,9273.7526358391
675,2018-04-28 13:11:57.791115,2018-04-28 13:15:01.892372,True,short,-2670287,2874994,0,200000,200000,2131000000,2128329713,200000,1,1,-5545281,0.05113923805555556,9385.265133740028,9397.040260180778
676,2018-04-28 13:16:47.341488,2018-04-28 13:19:58.523287,True,short,1709698,1399492,0,113825,113825,1211187419,1212897117,113825,6,5,310206,0.05310605527777778,9397.802372648324,9384.555244185645
677,2018-04-28 14:37:44.082854,2018-04-28 14:38:42.739539,True,long,-1595000,810101,0,200000,200000,2136800000,2138395000,200000,1,3,-2405101,0.01629352361111111,9359.790340696369,9352.808999272818
678,2018-04-28 14:39:18.271946,2018-04-28 14:39:45.192207,True,long,4840457,965442,0,200000,200000,2143040457,2138200000,200000,1,1,3875015,0.007477850277777778,9332.53496669755,9353.661958656814
679,2018-04-28 14:56:21.009872,2018-04-28 14:57:50.887366,True,long,3000000,966824,0,200000,200000,2147000000,2144000000,200000,1,11,2033176,0.024965970555555553,9315.323707498836,9328.358208955224
680,2018-04-29 14:42:36.928684,2018-04-29 14:43:14.956602,True,short,2973305,2471497,0,200000,200000,2140909945,2143883250,200000,1,6,501808,0.010563310555555556,9341.822175523595,9328.86620575071
681,2018-04-29 20:17:23.495954,2018-04-29 20:19:37.547421,True,long,-624,4559,0,320,320,3435216,3435840,320,80,1,-5183,0.03723651861111111,9315.280320073032,9313.588525658937
682,2018-05-01 13:09:05.853858,2018-05-01 13:13:08.172389,True,long,200000,-1015423,0,200000,200000,2256600000,2256400000,200000,1,3,1215423,0.06731070305555556,8862.891075068688,8863.676653075696
683,2018-05-01 21:11:17.424931,2018-05-01 21:12:18.563813,True,short,1466925,2170240,0,200000,200000,2212400000,2213866925,200000,2,3,-703315,0.01698302277777778,9039.95660820828,9033.966664459744
684,2018-05-01 21:19:40.663046,2018-05-01 21:21:44.246350,True,short,-1200000,990623,0,200000,200000,2203200000,2202000000,200000,10,1,-2190623,0.03432869555555555,9077.705156136528,9082.652134423251
685,2018-05-02 06:51:58.127239,2018-05-02 06:55:19.539243,True,short,1000000,-985635,0,200000,200000,2189800000,2190800000,200000,1,1,1985635,0.05594777888888889,9133.254178463787,9129.085265656382
686,2018-05-02 06:59:40.215768,2018-05-02 07:01:12.721105,True,short,2600000,-982035,0,200000,200000,2181000000,2183600000,200000,1,1,3582035,0.025695926944444444,9170.105456212747,9159.186664224217
687,2018-05-03 16:09:05.958881,2018-05-03 16:09:18.759135,True,short,200000,2856999,0,200000,200000,2116200000,2116400000,200000,1,1,-2656999,0.0035556261111111113,9450.902561194594,9450.00945000945
688,2018-05-03 16:10:02.260761,2018-05-03 16:25:17.347159,True,short,2200000,-952604,0,200000,200000,2115800000,2118000000,200000,1,2,3152604,0.25419066611111113,9452.689290103035,9442.870632672333
689,2018-05-03 16:52:23.647649,2018-05-03 17:08:21.820714,True,short,-30140290,7497882,0,800000,800000,8361200000,8331059710,800000,11,1,-37638172,0.2661591847222222,9568.004592642204,9602.619928887774
690,2018-05-03 17:20:42.278465,2018-05-03 18:28:25.872921,True,short,-25890121,-5625142,0,1613000,1613000,16713297833,16687407712,1000000,47,107,-20264979,1.1287762377777777,9650.997763081627,9665.971059364023
691,2018-05-03 18:32:22.208841,2018-05-03 18:41:52.151978,True,short,10200000,-1858359,0,400000,400000,4124600000,4134800000,400000,7,11,12058359,0.15831753805555554,9697.91010037337,9673.986649898423
692,2018-05-03 19:05:24.404118,2018-05-03 19:38:54.635007,True,short,15800000,-1857641,0,400000,400000,4120200000,4136000000,400000,11,2,17657641,0.5583974691666667,9708.266589000534,9671.17988394584
693,2018-05-04 00:09:30.719425,2018-05-04 00:10:44.468723,True,short,4000000,940313,0,200000,200000,2083600000,2087600000,200000,1,1,3059687,0.02048591611111111,9598.77135726627,9580.379383023568
694,2018-05-04 00:11:52.249668,2018-05-04 00:17:37.659974,True,short,4951771,915107,0,200000,200000,2083600000,2088551771,200000,2,3,4036664,0.09594730722222222,9598.77135726627,9576.013521763929
695,2018-05-05 18:29:32.891876,2018-05-05 18:32:16.679813,True,long,17,1,0,4,4,40593,40576,4,4,3,16,0.04549664916666667,9853.91569975119,9858.044164037854
696,2018-05-06 09:03:39.595565,2018-05-06 09:06:33.315793,True,long,2296965,-721712,0,153131,153131,1604966011,1602669046,153131,7,5,3018677,0.048255618888888886,9541.074324968991,9554.748710108925
697,2018-05-06 09:06:33.315793,2018-05-06 09:08:09.501162,True,short,-468690,441124,0,93738,93738,980968170,980499480,93738,14,1,-909814,0.026718158055555555,9555.661729574773,9560.229445506691
698,2018-05-06 11:56:55.681804,2018-05-06 12:01:27.746362,True,long,14200000,-949185,-6662654,200000,200000,2116400000,2102200000,200000,1,1,8486531,0.07557348833333333,9450.00945000945,9513.842641042716
699,2018-05-06 12:17:38.257716,2018-05-06 12:18:47.934464,True,long,1848972,1137599,0,200000,200000,2120848972,2119000000,200000,3,1,711373,0.019354652222222223,9430.185866153226,9438.414346389807
700,2018-05-07 01:02:27.592188,2018-05-07 01:05:35.983874,True,long,6425109,-716872,0,200000,200000,2132225109,2125800000,200000,7,8,7141981,0.05233102388888888,9379.872657713835,9408.222786715589
701,2018-05-07 01:18:49.314526,2018-05-07 02:34:09.338505,True,long,-3674230,2196611,0,800000,800000,8578994139,8582668369,800000,17,16,-5870841,1.2555622163888889,9325.102535776427,9321.110470603107
702,2018-05-07 02:50:56.740144,2018-05-07 03:03:19.448059,True,long,3681790,725016,0,210000,210000,2259581790,2255900000,210000,12,8,2956774,0.20630775416666666,9293.755195292135,9308.923267875349
703,2018-05-11 12:44:56.622666,2018-05-11 13:15:23.422718,True,long,22600000,-2103139,0,400000,400000,4685000000,4662400000,400000,21,30,24703139,0.5074444588888889,8537.886872998934,8579.272477693892
704,2018-05-11 13:47:55.368952,2018-05-11 14:06:07.733078,True,long,6729737,-805436,0,200000,200000,2339800000,2333070263,200000,4,24,7535173,0.3034344794444444,8547.739123001966,8572.395061211237
705,2018-05-11 20:38:28.037759,2018-05-11 20:48:09.702961,True,long,19307558,-474304,0,887177,887177,10546093477,10526785919,800000,8,37,19781862,0.16157366722222222,8412.375652983224,8427.805094798376
706,2018-05-11 20:50:42.749669,2018-05-11 20:55:19.321367,True,long,8800000,-2139904,0,400000,400000,4759800000,4751000000,400000,25,36,10939904,0.07682547166666667,8403.714441783268,8419.280151547042
707,2018-05-11 21:15:31.977917,2018-05-11 21:21:58.154355,True,long,17400000,-2143391,0,400000,400000,4771800000,4754400000,400000,9,2,19543391,0.10727123277777778,8382.580996688881,8413.259296651522
708,2018-05-11 21:28:34.176878,2018-05-11 21:31:49.670681,True,long,3000000,-1071315,0,200000,200000,2382200000,2379200000,200000,1,1,4071315,0.05430383416666667,8395.60070523046,8406.186953597848
709,2018-05-11 21:46:55.018821,2018-05-11 21:53:38.769250,True,long,27676124,7521,0,400000,400000,4790476124,4762800000,400000,2,10,27668603,0.11215289694444444,8349.900712290868,8398.421096833796
710,2018-05-11 21:58:09.854169,2018-05-11 22:04:37.242357,True,long,5400000,-1072020,0,200000,200000,2385000000,2379600000,200000,25,7,6472020,0.10760783,8385.744234800839,8404.773911581779
711,2018-05-11 22:08:23.554243,2018-05-11 22:09:14.145799,True,long,1948620,400818,0,79951,79951,951846451,949897831,79951,7,8,1547802,0.01405321,8399.569060325257,8416.7999326656
712,2018-05-11 23:57:30.803160,2018-05-11 23:59:19.004896,True,long,7400000,-1074174,0,200000,200000,2390800000,2383400000,200000,4,39,8474174,0.030056037777777777,8365.40070269366,8391.37366786943
713,2018-05-12 05:18:11.885682,2018-05-12 05:24:40.072520,True,long,9393887,2463337,0,418512,418512,5026293647,5016899760,400000,2,6,6930550,0.10782967722222223,8326.453434526127,8342.044290715508
714,2018-05-12 05:25:52.995730,2018-05-12 05:28:08.948145,True,long,6000000,-1077926,0,200000,200000,2398400000,2392400000,200000,8,1,7077926,0.03776455972222222,8338.892595063375,8359.806052499582
715,2018-05-12 05:35:42.220113,2018-05-12 06:53:03.938962,True,long,24024570,-1571247,0,1912301,1912301,23080382187,23056357617,1400000,48,54,25595817,1.2893663469444443,8285.395729179483,8294.029055959885
716,2018-05-12 07:14:47.508352,2018-05-12 07:20:47.354468,True,long,5200000,-1084225,0,200000,200000,2412000000,2406800000,200000,4,6,6284225,0.09995725444444445,8291.873963515754,8309.788931361143
717,2018-05-12 08:35:24.224640,2018-05-12 08:41:56.780015,True,long,4400000,-1084404,0,200000,200000,2412000000,2407600000,200000,7,7,5484404,0.10904315972222223,8291.873963515754,8307.02774547267
718,2018-05-12 08:53:46.486828,2018-05-12 09:43:38.369149,True,long,2212000,-3261636,0,600000,600000,7249212000,7247000000,400000,18,14,5473636,0.8310784225,8276.761667337085,8279.287981233614
719,2018-05-12 09:55:12.059801,2018-05-12 09:56:09.699883,True,short,11400000,-1057815,0,200000,200000,2345000000,2356400000,200000,1,1,12457815,0.01601113388888889,8528.784648187633,8487.523340689188
720,2018-05-12 09:56:14.487582,2018-05-12 09:56:41.471139,True,long,1938767,2623391,0,200000,200000,2355800000,2353861233,200000,9,1,-684624,0.0074954325,8489.685032685287,8496.677594927703
721,2018-05-12 09:58:46.676523,2018-05-12 09:59:42.796261,True,short,6800000,-1055693,0,200000,200000,2342600000,2349400000,200000,8,6,7855693,0.01558881611111111,8537.52241099633,8512.811781731505
722,2018-05-12 10:30:52.305715,2018-05-12 10:36:43.644693,True,short,5800000,-1054385,0,200000,200000,2340200000,2346000000,200000,14,4,6854385,0.09759416055555556,8546.27809588924,8525.149190110827
723,2018-05-12 14:06:38.517963,2018-05-12 19:53:51.567139,True,long,-9200000,-1062529,0,200000,200000,2356600000,2365800000,200000,7,4,-8137471,5.7869581044444445,8486.803021301876,8453.7999830924
724,2018-05-12 19:54:45.572240,2018-05-12 19:55:36.780248,True,short,4000000,-1060103,0,200000,200000,2353800000,2357800000,200000,1,12,5060103,0.014224446666666666,8496.89863199932,8482.483671218934
725,2018-05-12 20:02:17.323758,2018-05-12 20:03:47.454323,True,short,3000000,-1056375,0,200000,200000,2346000000,2349000000,200000,1,1,4056375,0.025036268055555557,8525.149190110827,8514.261387824607
726,2018-05-12 23:13:31.633348,2018-05-12 23:22:47.390092,True,short,7400000,-1055019,0,200000,200000,2340800000,2348200000,200000,10,4,8455019,0.15437687333333333,8544.087491455912,8517.162081594413
727,2018-05-13 14:52:55.996750,2018-05-13 14:54:02.971120,True,short,-8376389,1042557,0,200000,200000,2329400000,2321023611,200000,14,1,-9418946,0.018603991666666663,8585.901948999743,8616.887783999367
728,2018-05-13 14:55:35.819028,2018-05-13 15:10:56.796657,True,short,10639328,-1046024,0,200000,200000,2319200000,2329839328,200000,6,12,11685352,0.25582711916666667,8623.66333218351,8584.282941591757
729,2018-05-13 16:22:47.273887,2018-05-13 16:23:54.489904,True,short,2878656,-679602,0,130848,130848,1508808288,1511686944,130848,1,12,3558258,0.01867111583333333,8672.274737663689,8655.76040855189
730,2018-05-14 04:36:18.974695,2018-05-14 04:37:14.282113,True,long,2200000,-1076529,0,200000,200000,2393400000,2391200000,200000,4,6,3276529,0.015363171666666666,8356.313194618535,8364.001338240214
731,2018-05-14 20:37:52.366049,2018-05-14 20:41:49.149864,True,short,3436846,-1015014,0,200166,200166,2257632480,2261069326,200166,4,31,4451860,0.06577328194444444,8866.190656505793,8852.713965834411
732,2018-05-15 22:47:41.941061,2018-05-15 22:48:49.706912,True,long,5433702,-378828,0,167453,167453,1985230521,1979796819,167453,6,1,5812530,0.0188238475,8434.939833367593,8458.09016324114
733,2018-05-15 22:48:55.753727,2018-05-15 22:49:34.123187,True,short,3405690,606228,0,113523,113523,1342068906,1345474596,113523,5,1,2799462,0.010658183333333333,8458.805616646929,8437.394532568343
734,2018-05-16 02:23:23.557752,2018-05-16 02:44:50.491302,True,long,0,-5524085,0,1000000,1000000,12275800000,12275800000,800000,13,38,5524085,0.3574815416666667,8146.108603919907,8146.108603919907
735,2018-05-16 02:49:09.911952,2018-05-16 03:23:19.873671,True,long,32020248,989108,0,600000,600000,7380000000,7347979752,400000,38,21,31031140,0.5694338108333333,8130.081300813008,8165.509708116572
736,2018-05-16 03:48:23.234124,2018-05-16 04:04:44.820473,True,long,3800000,-1102266,-244860,200000,200000,2451400000,2447600000,200000,8,10,4657406,0.2726628747222222,8158.603247124092,8171.269815329302
737,2018-05-16 04:24:24.018078,2018-05-16 04:28:39.316067,True,short,13400000,-2188568,0,400000,400000,4856800000,4870200000,400000,3,18,15588568,0.07091610805555555,8235.875473562839,8213.215063036425
738,2018-05-16 05:55:47.596593,2018-05-16 06:00:07.688857,True,short,7600000,-1095478,0,200000,200000,2430600000,2438200000,200000,1,3,8695478,0.07224785111111111,8228.420966016622,8202.772537117546
739,2018-05-16 06:55:18.877797,2018-05-16 07:06:32.436701,True,short,5505604,-1093022,0,200000,200000,2426200000,2431705604,200000,4,5,6598626,0.18709969555555556,8243.34350012365,8224.67981613452
740,2018-05-16 10:21:41.965534,2018-05-16 10:23:24.403736,True,long,6200000,-1074720,0,200000,200000,2391400000,2385200000,200000,23,10,7274720,0.028455056111111113,8363.301831563102,8385.041086701325
741,2018-05-16 22:36:25.269513,2018-05-16 22:37:13.759420,True,short,8400000,-1075949,0,200000,200000,2386800000,2395200000,200000,2,1,9475949,0.013469418611111112,8379.420144126027,8350.033400133601
742,2018-05-17 00:19:52.442157,2018-05-17 00:20:35.704504,True,long,2872080,-966411,0,179505,179505,2149033860,2146161780,179505,16,1,3838491,0.01201731861111111,8352.82325425994,8364.001338240214
743,2018-05-19 07:34:57.371306,2018-05-19 07:35:23.446170,True,long,5084835,1525863,0,92702,92702,1136299648,1131214813,92702,4,1,3558972,0.007243017777777778,8158.2353882767375,8194.906832430243
744,2018-05-19 12:09:39.258219,2018-05-19 13:06:52.305490,True,long,1800000,-1078238,0,200000,200000,2397000000,2395200000,200000,7,9,2878238,0.9536242419444444,8343.763037129745,8350.033400133601
745,2018-05-20 10:15:42.020893,2018-05-20 10:36:38.290381,True,short,5414818,-1824895,0,338442,338442,4052674110,4058088928,338442,35,10,7239713,0.34896374666666663,8351.0785919078,8339.935521491854
746,2018-05-20 16:04:05.967856,2018-05-20 16:09:05.864660,True,short,-14800000,-1061893,0,200000,200000,2367200000,2352400000,200000,1,34,-13738107,0.08330466777777777,8448.80027036161,8501.955449753443
747,2018-05-20 16:13:01.673258,2018-05-20 16:16:51.447161,True,long,3600000,-1060193,0,200000,200000,2357800000,2354200000,200000,19,1,4660193,0.06382608416666666,8482.483671218934,8495.454931611588
748,2018-05-21 02:36:38.107432,2018-05-21 02:39:15.600177,True,short,1507950,-687635,0,200000,200000,2350200000,2351707950,200000,12,26,2195585,0.04374798472222222,8509.914049868097,8504.457366825673
749,2018-05-21 11:20:38.813142,2018-05-21 11:26:56.255298,True,short,1400000,-1060766,0,200000,200000,2356600000,2358000000,200000,31,9,2460766,0.10484504333333333,8486.803021301876,8481.764206955047
750,2018-05-21 11:53:26.833263,2018-05-21 11:59:30.548266,True,short,1600000,-1060015,0,200000,200000,2354800000,2356400000,200000,10,1,2660015,0.10103194527777778,8493.290300662477,8487.523340689188
751,2018-05-22 01:53:07.722621,2018-05-22 02:17:28.396830,True,long,4600000,-1084901,0,200000,200000,2413200000,2408600000,200000,5,5,5684901,0.4057428358333333,8287.75070445881,8303.578842481109
752,2018-05-22 10:02:34.722745,2018-05-22 10:04:34.236522,True,short,1800000,-1091456,0,200000,200000,2424600000,2426400000,200000,3,36,2891456,0.03319827138888889,8248.783304462591,8242.664029014177
753,2018-05-22 12:12:08.563477,2018-05-22 12:18:37.874921,True,long,6371776,-1339674,0,243717,243717,2980290589,2973918813,200000,20,29,7711450,0.10814206777777778,8177.625393293486,8195.146381758337
754,2018-05-22 12:27:27.923959,2018-05-22 12:59:37.207260,True,long,6637553,-2200788,0,400000,400000,4894000000,4887362447,400000,8,37,8838341,0.5359120280555555,8173.273395995096,8184.373562176286
755,2018-05-22 13:46:21.711528,2018-05-22 13:48:16.701823,True,short,1000000,-1092012,0,200000,200000,2426200000,2427200000,200000,1,8,2092012,0.03194174861111111,8243.34350012365,8239.947264337508
756,2018-05-22 18:02:57.532789,2018-05-22 22:50:57.695986,True,long,-146600000,2301707,-244280,400000,400000,4895000000,5041600000,400000,3,1,-149145987,4.800045332500001,8171.603677221655,7933.989209774675
757,2018-05-22 23:25:09.899373,2018-05-22 23:31:39.503020,True,long,4800000,-1686407,0,300000,300000,3750000000,3745200000,300000,11,16,6486407,0.10822323527777779,8000.0,8010.253123998718
758,2018-05-22 23:59:24.721593,2018-05-23 00:10:44.890485,True,long,11400000,-1686803,0,300000,300000,3754200000,3742800000,300000,27,21,13086803,0.18893580333333335,7991.05002397315,8015.38954793203
759,2018-05-23 00:56:37.028614,2018-05-23 03:18:27.511438,True,long,13185017,-5368806,0,943537,943537,11937406974,11924221957,900000,60,65,18553823,2.3640230066666668,7904.036463321134,7912.776224750712
760,2018-05-23 04:00:37.884952,2018-05-23 04:05:06.812040,True,short,2700000,-1699707,0,300000,300000,3775800000,3778500000,300000,14,4,4399707,0.0747019688888889,7945.3360877165105,7939.658594680429
761,2018-05-23 04:25:40.821433,2018-05-23 05:11:59.466051,True,long,11454880,-4277593,0,751960,751960,9511573400,9500118520,600000,33,48,15732473,0.7718457272222222,7905.7372358604725,7915.269671814579
762,2018-05-23 11:17:38.953644,2018-05-23 11:20:40.287413,True,long,1800000,-1722728,0,300000,300000,3829200000,3827400000,300000,1,13,3522728,0.05037049138888888,7834.534628643059,7838.219156607619
763,2018-05-23 14:18:38.126453,2018-05-23 14:41:11.008041,True,long,8968248,-1710829,0,300000,300000,3806368248,3797400000,300000,45,1,10679077,0.3758004411111111,7881.528545159302,7900.142202559646
764,2018-05-23 14:44:37.485383,2018-05-23 15:07:55.551298,True,long,11480312,1704527,0,300000,300000,3805043268,3793562956,300000,37,1,9775785,0.38835164305555553,7884.273025827784,7908.132894579014
765,2018-05-23 15:21:38.910012,2018-05-23 18:24:14.360567,True,long,-312415117,-18842194,0,3990342,3990342,52201303401,52513718518,1200000,116,147,-293572923,3.043180709722222,7644.142463928513,7598.66585839325
766,2018-05-24 01:31:53.355072,2018-05-24 01:36:12.452542,True,long,1500000,-1775445,0,300000,300000,3946200000,3944700000,300000,1,15,3275445,0.07197151944444444,7602.2502660787595,7605.141075366948
767,2018-05-24 01:44:17.900405,2018-05-24 01:49:29.932342,True,long,1612796,-1780673,0,300000,300000,3957900000,3956287204,300000,2,38,3393469,0.08667553805555556,7579.777154551656,7582.867080445659
768,2018-05-24 02:33:30.893147,2018-05-24 02:45:21.375478,True,long,9669834,-1783587,0,300000,300000,3968400000,3958730166,300000,1,29,11453421,0.19735620305555557,7559.721802237677,7578.187636444226
769,2018-05-24 04:31:18.166095,2018-05-24 04:31:55.924602,True,short,1425149,-361268,0,61963,61963,802111035,803536184,61963,1,4,1786417,0.010488474166666668,7724.990343762071,7711.2893275755705
770,2018-05-24 04:57:33.067896,2018-05-24 05:12:57.901473,True,short,6300000,-1751400,0,300000,300000,3888900000,3895200000,300000,18,42,8051400,0.25689821583333333,7714.263673532361,7701.786814540974
771,2018-05-24 06:23:16.447721,2018-05-24 06:29:37.963173,True,short,3125000,-457660,0,78125,78125,1015468750,1018593750,78125,2,8,3582660,0.10597651444444443,7693.491306354824,7669.888019634914
772,2018-05-24 06:34:27.468457,2018-05-24 06:40:31.414694,True,long,2818808,-1107584,0,300000,300000,3928018808,3925200000,300000,13,23,3926392,0.10109617694444445,7637.4379722674685,7642.922653622745
773,2018-05-24 06:40:59.505434,2018-05-24 06:48:23.190476,True,long,3900000,-1767619,0,300000,300000,3930000000,3926100000,300000,1,6,5667619,0.123245845,7633.587786259542,7641.170627340109
774,2018-05-24 07:54:17.167410,2018-05-24 08:00:34.498903,True,long,4200000,-1786578,0,300000,300000,3972300000,3968100000,300000,6,21,5986578,0.10481430361111112,7552.2996752511135,7560.293339381568
775,2018-05-24 08:01:19.989244,2018-05-24 09:26:03.549937,True,long,-278000000,-10898263,0,1800000,1800000,24079600000,24357600000,900000,107,95,-267101737,1.4121001925,7475.2072293559695,7389.8906296186815
776,2018-05-24 09:29:09.961632,2018-05-24 09:30:25.548735,True,short,7611577,1581352,0,300000,300000,4088400000,4096011577,300000,20,4,6030225,0.0209964175,7337.83387144115,7324.198048769334
